 	era	molto	stanco	</S>
ì	0.933428705	0.0653916751	0.001134259609	4.533693e-05
o	0.705334435	0.288108398367	0.00625128763633	0.000305881816667
n	0.354304043667	0.637036579456	0.00827406361211	0.000385312443556
e	0.133983394889	0.845613206485	0.0198477909374	0.000555565385852
p	0.046776785463	0.921494372162	0.0288628603125	0.00286591772862
o	0.016386502221	0.905329927387	0.0735439641042	0.00473954380954
d	0.00628471444033	0.801723822462	0.145588444701	0.0464029758365
d	0.00282147532011	0.505573619821	0.426405031567	0.0651998332788
h	0.0022398477467	0.346502812274	0.607289057189	0.0439682490929
ì	0.00910016818223	0.431028230758	0.45986226573	0.100009343031
s	0.0147284883941	0.311140595919	0.40785042191	0.266280507677
t	0.010943646598	0.133898745973	0.55605947397	0.299098165892
r	0.00616112539933	0.0650228373243	0.756973891323	0.171842195297
à	0.0426084321998	0.0379135144414	0.558629178108	0.360848921766
k	0.0542233105333	0.0231000033138	0.209436151703	0.713240573922
k	0.0248822306444	0.0105367326046	0.134933201901	0.829647847974
o	0.0158293724481	0.0046282378682	0.0967792836337	0.882763092658
</S>	0.00964658857405	0.0028666474341	0.0527356063169	0.934751126329
