 	tutto	il	cibo	vuole	girato	</S>
ò	0.615940815	0.3447791562	0.034044337	0.004893993105	0.0003325225785	9.144217e-06
l	0.325905461667	0.634464498733	0.0342573951667	0.00502575416833	0.000337849781167	9.04769606667e-06
o	0.181742530556	0.748933432911	0.0415965992222	0.0260373891894	0.00157861881539	0.000111432542422
o	0.0924446853187	0.643451497637	0.221450004407	0.0404165340631	0.00208122033846	0.000156052509807
m	0.0338086655729	0.585998179212	0.289683421469	0.073374739021	0.00909860851282	0.0080363819156
a	0.0140021995243	0.443656279737	0.15732461049	0.361740973007	0.0125166239043	0.0107593146452
r	0.00660319644143	0.179448251579	0.0901759301633	0.700980274336	0.0175248287014	0.00526751465507
ì	0.00339128493381	0.0723268625263	0.0478589567211	0.851595658112	0.0214581702338	0.00336908751502
o	0.00363017549794	0.0298868613421	0.0216336975737	0.917249419371	0.0250732807446	0.00252656013501
t	0.00350140769598	0.0118267506807	0.0110917045912	0.86941543979	0.0966218935815	0.00754274681167
è	0.00135987987533	0.0047914087769	0.00507478459707	0.80049817993	0.178680991194	0.00959471593722
l	0.00066295048511	0.00217564917563	0.00240828251902	0.639859106643	0.347176460398	0.00771754364574
i	0.0109008272417	0.00834657682521	0.00296264249301	0.341848205548	0.564287076799	0.0716546698819
v	0.0143027792872	0.0101785926684	0.00293966873767	0.140579561849	0.7265383056	0.105461077294
o	0.00481927065807	0.00345419058613	0.00105676058389	0.0614852489497	0.765077748533	0.164106743098
t	0.00162280868136	0.00117097375338	0.000386292666297	0.0330980893166	0.750689932844	0.213031861033
i	0.000588067993453	0.000438683115793	0.000142702487766	0.0238985997722	0.766509194281	0.208422720344
m	0.000256094837818	0.000192964090931	5.9494902922e-05	0.0111380764574	0.772384231427	0.215969120115
m	0.000287075525939	0.000279472005977	0.000114337192641	0.0124874606858	0.712767810476	0.274063830038
è	0.000409771958646	0.000438643788659	0.00154914500755	0.0158708118953	0.698741650159	0.282989960013
n	0.000504923836215	0.000443068832886	0.00204178166918	0.0121617832984	0.750287130053	0.234561310004
o	0.00260378374541	0.00266925326096	0.000963778756393	0.00718367436613	0.498521146684	0.488058393335
</S>	0.0046053573727	0.00488430363048	0.000750754528196	0.00446600458306	0.271870178342	0.713423446668
