 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.90260795	0.093900798	0.00243558235	0.00099992798	2.62155147e-05	1.81410873e-05	4.04220417e-07	8.009558875e-06	2.5542012e-06	3.6374507e-07
d	0.830545696667	0.165833149333	0.00229571955333	0.00102508637467	0.000226534516567	3.26037081e-05	2.78337724257e-05	1.01587599583e-05	2.7144303e-06	4.49954256667e-07
e	0.641201505556	0.344302533111	0.0136462612878	0.000502444516223	0.000277027700189	2.57650951333e-05	3.67271544849e-05	6.05540221943e-06	1.30833422333e-06	3.29818174889e-07
r	0.339410901852	0.641520357704	0.0182076149959	0.000553079872074	0.000247116301396	2.59677598111e-05	2.7744586838e-05	6.15109580648e-06	7.78172697777e-07	2.6466846763e-07
f	0.372604327284	0.609081659235	0.0135563055653	0.00369344698069	0.000622955890465	0.00010982656227	0.000121238577279	4.14423097688e-05	0.000155411404466	1.33333618992e-05
ì	0.369049529095	0.571432913078	0.0480325621884	0.0103533546602	0.000599407103155	0.00012103011709	0.000137087036846	4.96281629063e-05	0.000206688379382	1.77388473997e-05
m	0.155215986365	0.729864321026	0.0727486497295	0.0416100645534	0.000326197907385	7.79859053633e-05	4.95652400353e-05	2.77664866188e-05	6.91426301873e-05	1.02513345666e-05
m	0.359192538788	0.535709699009	0.0524842692432	0.0518009458511	0.000540049245795	8.68908817878e-05	3.95018243451e-05	2.80000802063e-05	2.42734780291e-05	9.37833688555e-05
u	0.409893726263	0.308323768336	0.213308380081	0.0611477742837	0.0059847836586	0.000690309723929	0.000105026685782	0.000394542685402	2.92476398097e-05	0.000122416153452
e	0.149647981754	0.216926952779	0.457011556694	0.156578218095	0.0177731072195	0.00121381910798	0.000139143471927	0.000628425981801	3.43498632699e-05	4.64595090173e-05
n	0.058223820918	0.111852928926	0.421756532231	0.266868206032	0.123869359073	0.0114184633027	0.00268461267731	0.0023759900806	0.000814707949423	0.000135401240372
è	0.029031999306	0.058779129642	0.244797580744	0.310097268677	0.329951173024	0.0194725887676	0.0036891806591	0.00294337059353	0.00107307294514	0.000164632311757
e	0.0189288832687	0.0255899583807	0.177988660248	0.243277786226	0.501158124341	0.0295808459225	0.0015737121597	0.00148399253118	0.000362221971047	5.5828950219e-05
r	0.0101495166129	0.0107745493836	0.123182344783	0.120155685742	0.671495658114	0.0617347053075	0.00142568009323	0.00093948001706	0.000123080850082	1.93316564997e-05
t	0.00355087326763	0.0038874496612	0.042319339961	0.0462665075807	0.801707919371	0.0889206134358	0.0128866802311	0.00039833066902	5.52385364273e-05	7.05526162657e-06
o	0.00162479902921	0.00163136379707	0.0206349603203	0.0225312015269	0.810505023124	0.125515866145	0.017122236177	0.00039730045634	3.37694769424e-05	3.46975187552e-06
m	0.000952363776403	0.000844384172357	0.0140450881068	0.0161802901756	0.769888924375	0.182663955382	0.0147543564923	0.000582064995447	3.97397064475e-05	4.88385209252e-05
è	0.000399431867468	0.000570360077452	0.0069881709356	0.0164297563919	0.614764024792	0.343823698461	0.0150021879641	0.00190973773182	4.87832408158e-05	6.38478914417e-05
n	0.00915600703116	0.00138265210582	0.00985515821187	0.0661431357973	0.394431121597	0.492768756154	0.0214049701214	0.00440295174394	0.000135834125605	0.000319440491614
a	0.0252172003437	0.00518845720194	0.0172831850706	0.0793324577658	0.222420321866	0.550974508718	0.0753074900405	0.0230774904146	0.000735831085202	0.000463132073871
m	0.0227991833812	0.00557201646731	0.0136621906902	0.0306713378219	0.123293523622	0.544778376239	0.218997620013	0.0345257001382	0.00434616059507	0.00135398035796
à	0.00890474607373	0.00208819263244	0.00652367023007	0.014048662674	0.0944617162073	0.537203978746	0.232513403338	0.0935923527127	0.00902277219836	0.00164057624265
i	0.0149542823712	0.00258991962081	0.00511995641002	0.008215919358	0.0588361694024	0.421236847582	0.144544057779	0.334927624238	0.00834076573279	0.00123449430422
e	0.0189225504571	0.00281994789694	0.00314541188667	0.00324662105267	0.0236831649675	0.181711772194	0.10947634926	0.650006741413	0.00545252591093	0.00153491246807
t	0.00845411686903	0.00111194565298	0.00117693534489	0.00111283084889	0.0091915518225	0.073429600398	0.168127179753	0.615214473804	0.0943340163036	0.0278473296894
t	0.00293573963701	0.000378503509593	0.00039662748083	0.00038115068763	0.00465254007417	0.033932634666	0.412302803251	0.302689801268	0.193825648768	0.0485045712298
