 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.724191205	0.274186863615	0.00153074257	6.918151145e-05	3.542284135e-06	1.763326715e-05	8.8659595e-07
g	0.675868071667	0.322476217872	0.00150421883867	0.000126531550483	4.742093045e-06	1.94839257167e-05	7.56115413333e-07
e	0.515459017889	0.477791375957	0.00661819132822	0.000115333364828	3.57840088167e-06	1.20697999056e-05	4.34570801111e-07
n	0.201393783296	0.786721628652	0.00987779200941	0.00178979442294	0.000110019357161	0.000101117693302	5.8635256337e-06
i	0.093554693232	0.841911562884	0.0617318935698	0.00251664727431	0.000147585106387	0.000129890474434	7.7097955779e-06
t	0.0348023203107	0.755179104295	0.103471487857	0.0954076407914	0.0107471882695	0.000292931298145	9.92993265593e-05
ò	0.0139205171369	0.644629934765	0.182893042619	0.143734300264	0.0143391003732	0.000352767521382	0.00013034435902
r	0.0112114726456	0.624428244922	0.185083245973	0.168087080088	0.0109939230744	0.000151366199127	4.467807694e-05
u	0.0312815565485	0.473155398307	0.241974793758	0.240179116696	0.0124935340248	0.000859455313042	5.61366694133e-05
e	0.0354097238495	0.215334693769	0.346976097919	0.377261662232	0.0236327030083	0.00131261653768	7.25038521378e-05
n	0.0153417119165	0.0908272705897	0.249678845973	0.579998640744	0.0568737283361	0.00701581021256	0.000263993649713
è	0.00695376293883	0.0494777001966	0.146073232991	0.725373316915	0.061900338112	0.00989903110419	0.000322612398571
n	0.00714874764628	0.0913480350655	0.0968287986637	0.695031915638	0.0881429980373	0.0206229894014	0.000876516864857
u	0.0568628712154	0.112260829688	0.132021539555	0.474015771879	0.161524692679	0.0597468951338	0.00356739228829
s	0.0698704138051	0.054626936696	0.114091585318	0.41222996396	0.18523449756	0.159885747045	0.00406084796276
s	0.023456305935	0.018695169112	0.0402116150727	0.458604774653	0.247204289187	0.201519315682	0.0103085195209
c	0.00803393938167	0.00691746361733	0.0137488428429	0.391543494884	0.442586906396	0.124699578561	0.0124697351736
e	0.00353547426389	0.00303715670578	0.0083514922663	0.224609937628	0.454349155465	0.19469285952	0.111423862058
r	0.0019755957213	0.00136788669859	0.00859934175543	0.107606125209	0.377328605155	0.353179826507	0.149942590686
r	0.0006809529971	0.000501605245197	0.00500754782848	0.0890698150697	0.343374248385	0.491022085502	0.070343762562
è	0.000235739688033	0.000196761055066	0.00186839996949	0.0558836634566	0.183856209062	0.716765545167	0.0411937001873
t	0.000102364742678	9.5956378022e-05	0.00078687166983	0.0237697915855	0.0675288487873	0.887169548389	0.0205466277291
s	0.000952768661893	0.000693755961341	0.000302700039943	0.0199386418618	0.0362861770958	0.910134782796	0.0316911799097
u	0.0015861452873	0.000982309777114	0.000145982283314	0.0143372103373	0.0223612990653	0.724930747599	0.23565631997
m	0.000899292334233	0.000436154581805	8.51982411047e-05	0.0050127049291	0.0106191591884	0.689235635866	0.293711884657
e	0.000318131449211	0.000151035791702	5.26390947016e-05	0.00185801807903	0.0057824489628	0.680160468622	0.311677259552
m	0.000130211679737	6.07311395673e-05	3.48781854005e-05	0.000655164712343	0.00240851582093	0.677368462874	0.319342023184
à	6.27109729123e-05	3.35428471891e-05	0.000376253564633	0.000355979454114	0.00147059140698	0.835473770958	0.162227167728
i	0.0013326872733	0.00041503860573	0.000516650486544	0.000290812691371	0.00131026930233	0.571760529986	0.424374049243
</S>	0.00261743518665	0.000803168152865	0.000304985340772	0.000241443855685	0.00129789030116	0.291084974493	0.703650149621
