 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.927332325	0.07059375832	0.001889642821	5.0909223e-06	5.20491049e-05	0.000120987740685	4.8720154165e-06	3.650158165e-07	3.795463095e-07	5.4934593e-07
M	0.830576521667	0.164531406107	0.00457483127367	0.0001172091571	6.99835593e-05	0.000122866541228	5.3624275055e-06	5.884507055e-07	5.727563365e-07	6.51141763333e-07
a	0.779804640556	0.215511158702	0.00444392343789	0.000151527029467	4.20066957667e-05	4.32318637427e-05	2.2985102095e-06	4.26621409667e-07	3.94228783667e-07	3.82347822444e-07
r	0.559848806852	0.427102409567	0.012604654826	0.000359387053589	6.59494735889e-05	1.56515608809e-05	1.13425964417e-06	1.48113744439e-06	2.31375659389e-07	2.46179962148e-07
ì	0.258001508951	0.717240403189	0.0242244836087	0.00043449416553	8.6721323863e-05	9.32582692697e-06	7.9580308139e-07	1.8374851358e-06	1.7932620913e-07	2.03105450716e-07
a	0.13543575865	0.770210254396	0.0929760845362	0.000558430502843	0.000733228670621	7.53922716423e-05	2.9529564938e-06	3.54259243293e-06	2.89519179904e-06	1.43571977357e-06
à	0.0585406546833	0.640781838132	0.296872508179	0.00180073806761	0.00177664582354	0.000209848963881	5.2201491646e-06	4.89511051098e-06	5.34922009968e-06	2.29716529119e-06
r	0.0218358205944	0.511924166044	0.459530982726	0.00479470685587	0.00171761377451	0.000186333536494	3.37702403153e-06	2.44403455699e-06	3.33992830039e-06	1.24189262206e-06
t	0.0081487534648	0.386219152015	0.502775227575	0.101211064285	0.00149615775817	0.000133969450698	4.72133198718e-06	2.016508539e-06	3.97803553396e-06	4.97405739902e-06
e	0.00407081965493	0.197221839005	0.659254409192	0.134499031095	0.00450241258606	0.000417765356899	1.71408563291e-05	3.428879513e-06	6.19931151132e-06	6.94515943301e-06
n	0.00210534778331	0.0966752200017	0.839720969731	0.052063480365	0.00889142319535	0.000514010788966	1.93886840097e-05	2.89911052767e-06	4.12038661044e-06	3.11078336767e-06
a	0.00140185235944	0.0532744842006	0.84025958991	0.0363628147883	0.0655321030651	0.00313654358299	2.34249732366e-05	4.26389419922e-06	3.18581397681e-06	1.68851354589e-06
s	0.00116060581648	0.0257174136002	0.737864443303	0.0867057392628	0.141985607688	0.006473471861	8.09751610789e-05	7.25250973307e-06	3.13464455894e-06	1.31164608196e-06
t	0.00041790734116	0.0165033245334	0.549485041101	0.297882409754	0.124340917229	0.0108227479537	0.000517065043693	2.36698462444e-05	5.82778908631e-06	1.10992092732e-06
e	0.000178654848053	0.0082997790778	0.407961860367	0.464339773251	0.10624788041	0.0122968309846	0.000638132471231	2.86644012481e-05	7.5081578621e-06	9.67124025773e-07
m	0.000125031179351	0.00478358335927	0.328239320122	0.488075681084	0.16602325347	0.0118991076615	0.000728881247077	5.6163353916e-05	3.1355272454e-05	3.76353953919e-05
b	0.000113425847784	0.00363432361976	0.188543451374	0.646405060361	0.147183130157	0.0119835345538	0.00148922441569	0.000365275814639	0.000213245467485	6.9319137464e-05
r	0.000139765682595	0.00275564360659	0.102558661791	0.783036966787	0.0908049323857	0.0136963715179	0.0047942512719	0.00163429661821	0.000499316155828	7.98005028213e-05
ò	0.00332557004087	0.00577100353553	0.102691830597	0.551184257596	0.183126360795	0.141047684173	0.0095550717573	0.0024770582394	0.000531611325276	0.000289551945607
s	0.00550226768029	0.00767718574518	0.0955976348657	0.438612941199	0.237361703598	0.200496214724	0.0103890405858	0.00289962434647	0.000594257135092	0.000869126631869
e	0.0098028665601	0.00797033081506	0.0583740146219	0.384471612733	0.172271112533	0.286531084908	0.0701114138619	0.00830840654882	0.00121179056503	0.000947371710623
m	0.0102903533867	0.00642778000502	0.028505709874	0.146443760244	0.136992095511	0.469610431636	0.178781394621	0.0154317431829	0.00625781552168	0.00125892713687
è	0.00374862150557	0.00257101860834	0.012113241958	0.0568473985147	0.101900501837	0.458178593879	0.33665483154	0.0192852407276	0.00741848460723	0.00128207927229
n	0.00198456984519	0.00132911244278	0.005344654186	0.0256772606049	0.0549595559457	0.343376074626	0.389068440513	0.0813320455759	0.0829445329691	0.0139837707174
a	0.0062457274484	0.00418978418093	0.00642756092867	0.0178536142016	0.0296243436486	0.198706440875	0.385152523504	0.218777465192	0.112837167323	0.0201854465725
m	0.0071144712328	0.00486206334031	0.00611965634956	0.0096638828472	0.0160312717495	0.0903933552917	0.371232887835	0.272165471731	0.200180952108	0.0222360291908
a	0.0025085178176	0.00173594064344	0.00220589920652	0.0035647819024	0.00653564458317	0.0442137550972	0.345722265945	0.29668976391	0.256553840703	0.0402695897303
s	0.000875270701867	0.000608357921147	0.00079027885284	0.0013097863008	0.00291836167439	0.0240610096991	0.310928248648	0.299996024637	0.306051070234	0.0524616099101
t	0.000302049288456	0.000213889025049	0.000288657249947	0.000937785760267	0.00126216653146	0.0109206211997	0.163991155883	0.256061664879	0.446628450078	0.11939356997
e	0.000117968576652	7.98527023497e-05	0.000123332484982	0.00100896490676	0.00059545737382	0.0045385436999	0.0805593092943	0.346930381626	0.378330216693	0.187715986657
p	5.72582667173e-05	3.57391174499e-05	6.14607083273e-05	0.00057375756092	0.000295582784607	0.0029843952333	0.0515000360981	0.324407173875	0.428310892231	0.191773738886
l	2.68630737391e-05	1.87595557166e-05	2.98043297758e-05	0.000410227358973	0.000194102271536	0.00204046218777	0.0251021946994	0.226857154625	0.561445164077	0.183875289629
ò	1.93077745797e-05	1.43694814722e-05	2.13780322586e-05	0.000366473764991	0.000173976727179	0.00152153760592	0.0170727055665	0.262730918208	0.583988608026	0.134090736543
n	3.02566141932e-05	1.86126421574e-05	2.41357710862e-05	0.000151595765997	0.00014222376806	0.00137354606864	0.0135134181888	0.226816352736	0.647495202675	0.110434682181
n	7.55373697311e-05	2.96774220525e-05	4.58197003621e-05	0.000205953567666	8.86042016867e-05	0.000541386720547	0.00493421829293	0.188420307579	0.690369450892	0.11528904406
i	0.000290947573244	0.000171967337351	0.000260590645121	0.00136757753589	0.000258126587229	0.000208955961182	0.00182022722098	0.146725109193	0.462511121964	0.386385371353
