 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.993234925	0.00655028245	0.000210672022	3.5961873e-06	4.9430349e-07	1.17734715e-08	5.7040567e-09	6.7582572e-08	2.5763434e-08
a	0.702722735	0.294998990817	0.00177806110067	0.0004947084206	5.19067434e-06	7.66733255e-08	2.47698333667e-08	1.54393624e-07	9.81002206667e-08
t	0.311566388333	0.683291996939	0.00443785933356	0.0006906262202	1.05290931133e-05	8.80868851833e-07	3.68208354456e-07	1.21098894467e-06	1.28657042222e-07
r	0.391295879444	0.600800812313	0.00762085454452	0.0002693563244	9.2536703711e-06	1.31559868394e-06	5.17599101485e-07	1.92540341489e-06	6.7959740074e-08
a	0.385140658815	0.607099870771	0.00764134274817	0.0001111150758	4.92105874703e-06	6.7480494928e-07	2.28269526795e-07	1.12751655836e-06	4.1381281758e-08
v	0.130612980305	0.80230264359	0.0663014214827	0.000691920955267	4.2002271539e-05	1.71013331377e-05	8.67397008523e-06	2.28390673062e-05	4.12241521653e-07
ù	0.0458835498017	0.648480281197	0.304476400494	0.00103927658509	5.5781700613e-05	2.25918892532e-05	1.14979188761e-05	3.00884566461e-05	5.95062080551e-07
d	0.0218612466006	0.550720127066	0.424317010165	0.00300021122836	7.31368936377e-05	9.47538382507e-06	5.07292557303e-06	1.2493792326e-05	1.29890540018e-06
i	0.0174172775335	0.428541280355	0.533238663388	0.0200441874095	0.000727789827879	9.70134614169e-06	4.80250345768e-06	1.2864403342e-05	3.41982040006e-06
a	0.0131628817112	0.167463799452	0.746400604463	0.0717916314698	0.00115139520929	9.65155728056e-06	4.18541941923e-06	1.21782607807e-05	3.63201820002e-06
p	0.0063925217204	0.067135051484	0.780489354821	0.13882898049	0.00609823933643	0.000687112095994	0.000124681667573	0.00022638425326	1.76276268e-05
l	0.0107307468568	0.243446434161	0.599692831607	0.13506457683	0.00861287434548	0.00120537588533	0.000387791979191	0.00081455878442	4.47559722667e-05
è	0.0144592956189	0.31421202572	0.588981537202	0.0745870922767	0.00585093491516	0.00070566098311	0.000356576897397	0.00080712688414	3.97408220889e-05
o	0.0219814822063	0.130330351907	0.555162265734	0.250852644092	0.0405452342051	0.000522286719037	0.000172248506799	0.000410358674047	2.3148701363e-05
n	0.0238909405021	0.060251116969	0.308816141911	0.453907588031	0.146792118068	0.00267384499635	0.0002681360956	0.00334257984802	5.7560293121e-05
ò	0.0115723216007	0.0355728016563	0.20043374397	0.49329611601	0.251330859356	0.00326027280545	0.000259311181867	0.00421342409601	6.1165371527e-05
r	0.00569326563357	0.0179895032188	0.11202198799	0.644021205337	0.216955219785	0.00175871357515	0.000113911623956	0.00142527659334	2.09374780957e-05
