 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.989456425	0.01035033745	0.0001459204205	4.53652434e-05	8.87896225e-07	7.400052575e-07	4.56877225e-08	2.27117135e-07	4.10997165e-08
o	0.842259458333	0.115381244783	0.0412804254002	0.00103020298447	4.38571725083e-05	3.3231908525e-06	3.99592705833e-07	5.84758511667e-07	4.83117653167e-07
f	0.733644636111	0.180948051594	0.0800436384667	0.00476805999482	0.000189777164169	0.000141121590284	3.28808021353e-05	0.000230305201537	1.47227521772e-06
à	0.551412260704	0.111280375198	0.324134148156	0.0124167109983	0.000220357508056	0.000184822347661	4.33608462371e-05	0.000306532196586	1.41097966257e-06
i	0.225611529235	0.067114881066	0.665870082719	0.0408360549994	0.000204997209352	0.000231604456787	1.60933179377e-05	0.000112533332935	2.23012417752e-06
e	0.0843439305117	0.033891300522	0.778063550906	0.103099109666	0.000266765316451	0.000275538120929	7.53178747923e-06	4.96621989783e-05	2.61442863917e-06
e	0.0352529852706	0.0131615827407	0.662746783635	0.287254283222	0.00114862274548	0.000384406185643	7.95066965974e-06	4.12070346594e-05	2.15266992639e-06
t	0.0178745971569	0.00546246892357	0.373622092545	0.587120011074	0.0140452839152	0.00130026450521	0.00022871596922	0.00034345386322	3.04048077546e-06
è	0.00659218311897	0.00209346865452	0.158292568848	0.810495597025	0.0203578366384	0.00144299482507	0.00029857820674	0.000424459696407	2.26571338849e-06
l	0.00359034543966	0.00155035892151	0.130993052949	0.843246492342	0.0195733742128	0.000687062125023	0.00017682723258	0.000175236429469	7.22874109283e-06
i	0.0242942762132	0.00553325860717	0.163934810983	0.650506824114	0.148841399071	0.00455045903501	0.000686552224193	0.00163033906516	2.20580546976e-05
f	0.0306430933711	0.00618530788239	0.121725865994	0.450814618038	0.372108946357	0.00979642167834	0.00537733110806	0.00330981758839	3.86060558992e-05
a	0.010937581517	0.00238206660746	0.0559736086647	0.373293372679	0.535515882119	0.0124907838928	0.00700251113602	0.0023714393328	3.27670334331e-05
m	0.00445577613233	0.00106016749249	0.0272920788882	0.25601237756	0.655116640706	0.0225433379643	0.0278628084787	0.00488742091427	0.000769382914944
è	0.00239339682411	0.0013424003875	0.0217292146294	0.151522779187	0.755986026902	0.0240301223214	0.0356269102929	0.00634582307142	0.00102335089565
n	0.0062750248547	0.00372877449583	0.117883851543	0.123285016396	0.687764655634	0.0166848421071	0.0299815908976	0.00645245745714	0.00794383522255
o	0.0736318492849	0.00885543329861	0.152389444848	0.0846986267987	0.460990368545	0.0334954107024	0.0961920619659	0.0790024751524	0.0107443234409
s	0.0908260347783	0.0081968655096	0.0614886122573	0.0364250005329	0.301024112848	0.132549753567	0.253550893989	0.111804231717	0.00413443563697
ù	0.0313224198094	0.00284894152993	0.0211970892604	0.014555461611	0.188906088949	0.237753074522	0.398933964663	0.102742853906	0.00174005746899
b	0.0115819773565	0.00107195359998	0.0079860239868	0.00665120727033	0.10239779365	0.200444009841	0.572517754888	0.095907792302	0.001441425623
i	0.0211347433388	0.00116227067333	0.00471547502893	0.00472550065678	0.0584832842167	0.101728247614	0.580013918296	0.202708608434	0.0253278688743
t	0.0242145474366	0.00118581889648	0.00337134143018	0.00346501743226	0.0246818790389	0.0729353052047	0.467687006099	0.367609066145	0.0348500309581
o	0.00862516680253	0.000420211157527	0.00120506755059	0.00126004514742	0.00913138747963	0.0585013064016	0.378479345366	0.480978932048	0.0613986383194
è	0.00489236770084	0.000269736405842	0.000977711770197	0.00102536623914	0.00367654065988	0.0303453118005	0.205718921789	0.566665124016	0.186428992773
p	0.00311597955528	0.000195878192614	0.000827602122899	0.00086298905838	0.00165337699996	0.0184409743335	0.121179077263	0.661916521339	0.191807608591
r	0.00110186891343	6.66026770247e-05	0.000284774147466	0.000300923594793	0.000653858908987	0.00763179981117	0.0740497517343	0.83535027378	0.0805601605303
è	0.000892277044477	5.55624278282e-05	0.000137586832822	0.000163810881598	0.000260209825329	0.00332781383706	0.0254658200248	0.807060404593	0.162636556843
s	0.000834103108159	5.42804684427e-05	9.72001076073e-05	0.000123398660533	0.000149610239776	0.00162312816235	0.0102859673416	0.748212381531	0.238619938948
t	0.00038593185272	2.08716595142e-05	4.81293013691e-05	5.66228491777e-05	7.22829417587e-05	0.000794169000783	0.00479505078053	0.854039593844	0.139787327649
o	0.00037046217424	1.19607882047e-05	3.2219253623e-05	3.91780370592e-05	2.88218455862e-05	0.000474155120261	0.00167383569218	0.615660098281	0.381709253883
</S>	0.00047017148712	1.31887603524e-05	3.55617883115e-05	4.28627260296e-05	2.08842845431e-05	0.00033211024513	0.00086391929409	0.31425699964	0.683964301942
