 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.92473022	0.072581647015	0.00223442367	0.0002355180499	0.0001618791395	4.712080135e-05	2.9851006675e-06	3.4192766325e-07	5.91207144e-07	1.445733346e-07	3.007946695e-07	1.4346135535e-07	1.189500035e-07	1.388448529e-07	2.5225956625e-07	7.829921745e-08	1.3253193e-07	4.49932633e-07	9.65983865e-08	1.3277982325e-07	1.301664671e-07	2.648143735e-07	7.45230605e-08	9.16255111e-08	4.377336925e-07	7.56854769e-08	8.752711535e-08	1.295796683e-07	1.3685495635e-07	9.92550892e-08	3.1799953075e-07	9.08430339e-08	1.084322865e-07	4.703458375e-07	8.31438073e-07
m	0.72408824	0.244577769005	0.0262451654233	0.00230020102997	0.00155527317983	0.00103623897045	6.23803437225e-05	3.31516242211e-05	6.31402662147e-05	1.02622223487e-06	2.59046158983e-06	6.68645435117e-07	4.918536945e-07	5.12733867633e-07	2.91290157875e-06	1.74957362483e-07	6.12767253333e-07	9.770666811e-06	2.286655255e-07	2.3050246775e-07	3.637483657e-07	4.90494611117e-06	1.929571835e-07	2.00193197033e-07	4.19102096417e-06	1.61592985633e-07	3.04825575117e-07	1.02770382943e-06	2.08016978783e-07	1.52197753067e-07	6.7798083025e-07	2.047838613e-07	2.78915572167e-07	4.70413046917e-06	1.67987742433e-06
ì	0.395582613333	0.564390589668	0.0336538732411	0.00286105812999	0.00191497693128	0.00133612109958	8.04490433875e-05	4.39435990804e-05	8.45645628716e-05	1.29688874496e-06	3.91494182994e-06	7.67485438372e-07	5.669491415e-07	7.13585222544e-07	3.73522311292e-06	1.75744525494e-07	7.79938397778e-07	1.3222083137e-05	2.84547375167e-07	5.14862242583e-07	4.46222885233e-07	6.32587926706e-06	1.90120741167e-07	1.95208228011e-07	5.84053108806e-06	1.57746795878e-07	3.44989417039e-07	1.30756371648e-06	5.27908186261e-07	2.94486334356e-07	1.67471321008e-06	2.10586120433e-07	4.25356190722e-07	6.26713348972e-06	1.61430091811e-06
d	0.156887048444	0.800648919889	0.0396632375137	0.00142674033	0.000784761725093	0.000472173457293	2.87273707425e-05	1.57421612335e-05	4.11441284239e-05	5.5225992832e-07	2.68641754331e-06	2.81770740457e-07	2.92149207167e-07	5.01371174181e-07	1.71480905764e-06	8.89283931647e-08	3.95508765926e-07	7.65507874567e-06	2.11950188389e-07	5.17883935528e-07	2.47808102411e-07	3.57059985235e-06	8.58584837223e-08	1.0087941067e-07	4.01358589602e-06	8.33350769593e-08	1.73291996346e-07	6.75440178827e-07	5.69510762754e-07	2.96029272785e-07	1.97377440336e-06	1.18788708144e-07	3.36704330241e-07	3.46015549657e-06	8.97164582703e-07
e	0.0591951384813	0.88997091663	0.0488064565046	0.00128981687667	0.000449008485031	0.000219709433764	1.24477025142e-05	6.45987521117e-06	2.72184727413e-05	3.1506818944e-07	1.89376271444e-06	1.26831214486e-07	2.00813899056e-07	3.95111691394e-07	1.07985221255e-06	6.70695943882e-08	2.63679675309e-07	5.56195994856e-06	1.78235782796e-07	3.19921686509e-07	1.73358858137e-07	2.65313606412e-06	5.55321499074e-08	6.852212589e-08	3.04265363201e-06	6.43819833198e-08	1.30703794115e-07	4.89207486276e-07	3.56832954918e-07	1.96816942262e-07	1.43522316779e-06	8.83300973813e-08	2.46240186747e-07	2.44689826552e-06	9.72032194234e-07
c	0.0235982979671	0.796149125543	0.173597404502	0.00599052922556	0.00045820908501	0.000167411377921	8.80842963807e-06	3.17782113706e-06	1.26748994138e-05	2.37839463147e-07	1.28930183815e-06	7.3731408162e-08	1.45336606352e-07	3.20125043798e-07	6.97715764183e-07	5.41422884627e-08	2.0753925177e-07	3.02588051619e-06	1.47331799265e-07	2.47437218736e-07	1.40732492612e-07	1.49425046804e-06	3.74457176358e-08	4.60521452967e-08	1.82495857734e-06	5.02777317733e-08	1.02634358038e-07	3.70636298759e-07	2.79133706289e-07	1.56490781987e-07	1.0019431426e-06	6.35633421271e-08	1.88758595249e-07	1.32632952851e-06	8.41330924745e-07
i	0.0091922947957	0.758741618514	0.222651974834	0.00883147727519	0.000440535606337	0.000119484707974	6.50752437936e-06	1.90735470902e-06	6.3982003446e-06	1.32396244382e-07	7.24944846717e-07	3.14572528873e-08	9.83929081173e-08	1.66530150933e-07	4.36081781394e-07	2.32407201542e-08	1.0102183909e-07	1.7935611774e-06	7.2703166655e-08	8.6261380812e-08	5.0036410104e-08	1.06855908625e-06	2.05380682453e-08	2.07247628989e-08	1.10577837978e-06	2.29079609244e-08	5.46524672793e-08	2.44617462653e-07	9.6596241413e-08	5.48774725623e-08	4.18037297533e-07	2.82952228757e-08	7.2247616983e-08	5.94830622837e-07	3.11951136248e-07
d	0.00446786116523	0.662327339505	0.299394414945	0.0317625932917	0.00147329869011	0.000421849984658	7.30085386265e-05	3.0127332433e-05	1.41274854215e-05	3.07313883813e-06	6.48040504957e-06	1.16704746446e-06	1.55027111537e-06	1.54376067331e-06	6.1416468538e-06	2.70118587051e-07	2.0194103082e-06	2.78361863113e-06	5.10194747452e-07	3.6737295604e-08	9.76459960347e-08	2.87943532565e-06	2.64198379448e-07	2.80642788766e-07	2.03594518059e-06	2.13785833308e-07	4.52396907026e-07	9.45300873951e-07	3.73677958043e-08	2.47888021874e-08	8.01972862511e-07	2.05335760125e-07	1.60568967894e-07	1.25124838095e-06	1.88324113416e-07
è	0.00411336448841	0.489145803168	0.447386904982	0.0558444444306	0.00277460823004	0.000538604490219	9.52874806422e-05	3.9541114839e-05	1.67944128405e-05	4.05585500971e-06	8.40262236419e-06	1.54750881982e-06	2.03737595846e-06	2.0075879011e-06	8.05464521193e-06	3.54122729017e-07	2.6617157444e-06	3.12871285038e-06	6.59165140817e-07	2.20970725347e-08	1.15796347678e-07	3.49027878588e-06	3.46640620716e-07	3.69199107589e-07	2.3535663222e-06	2.79130337436e-07	5.86906489009e-07	1.18361595765e-06	2.05412752681e-08	1.63272788958e-08	9.3888412417e-07	2.66562460708e-07	1.92295925965e-07	1.46815678365e-06	1.35276382805e-07
t	0.0041290295628	0.413781854389	0.505522098327	0.0730869848102	0.00315817141001	0.00021990885874	3.42429139807e-05	1.49655719743e-05	1.92346359802e-05	1.46433442024e-06	4.40457693573e-06	5.2855309094e-07	7.89357959487e-07	8.54336110367e-07	3.08040339798e-06	1.29869612339e-07	9.57218673133e-07	8.45896969013e-06	2.85113048606e-07	2.13512211782e-08	5.0141603226e-08	2.87820157263e-06	1.27289034472e-07	1.4015132053e-07	5.0167748694e-06	1.06951486812e-07	2.28639065003e-07	6.37358702217e-07	2.1285157756e-08	1.72865834653e-08	8.40248478057e-07	1.12793536236e-07	1.10718265322e-07	2.15935171788e-06	1.16118592602e-07
s	0.00180775111093	0.347665764796	0.577115279442	0.0705467299367	0.00257939365667	9.599959358e-05	1.42160408269e-05	7.9704764581e-06	3.06662483267e-05	7.4881165008e-07	4.13122077858e-06	2.16233751313e-07	4.99217133162e-07	6.21945070122e-07	1.69780700933e-06	1.31883783446e-07	5.05577327711e-07	3.90152308967e-05	3.39300079535e-07	6.90915040594e-08	6.5804932742e-08	4.28415495754e-06	2.61284344824e-07	1.32427196843e-07	3.75307381231e-05	1.84985583604e-07	7.58968203668e-07	2.45086668407e-06	6.02194725853e-08	9.92731208218e-08	3.69287782602e-06	2.57677187412e-07	8.73099641774e-07	3.3659242106e-05	3.9552306842e-06
a	0.00417057909364	0.276005794932	0.476432339814	0.222319801646	0.0175710127389	0.00298385657186	0.000121100803776	1.79505096194e-05	0.000138004098442	1.93980560669e-06	1.34512829262e-05	4.76527985438e-07	7.63657304387e-07	2.62161449004e-06	5.10383247978e-06	3.20911724482e-07	1.94465586257e-06	6.55493922989e-05	1.13338244651e-06	1.84220141135e-06	1.30045909758e-06	4.55963021918e-06	3.56143668275e-07	3.10160988948e-07	5.57682717077e-05	3.62934234535e-07	1.22439503456e-06	4.64047112802e-06	1.88257379086e-06	1.03522869694e-06	9.49904160867e-06	5.54339295804e-07	2.35922681392e-06	5.31367740353e-05	7.4223825614e-06
m	0.00490813873455	0.137619013311	0.375826136605	0.430133220549	0.046083728913	0.00477380189062	0.000263266957925	4.05774545398e-05	0.000169766962814	4.7449587689e-06	1.85184399754e-05	1.63295526181e-06	1.46943976813e-06	3.86622229668e-06	8.54067782659e-06	4.40620048161e-07	3.26977208752e-06	4.6007256733e-05	1.36954654884e-06	2.38583486045e-06	1.75071687586e-06	3.86664377306e-06	2.75382676092e-07	4.25919879649e-07	3.05051434359e-05	3.65076911512e-07	8.55374184853e-07	3.53275254267e-06	2.44734084962e-06	1.26417951198e-06	8.74833661289e-06	5.44940298601e-07	2.12065089131e-06	2.86269052118e-05	4.76264559713e-06
o	0.00191013478152	0.0765138101037	0.272556258868	0.450727960183	0.180614369638	0.0172263523302	0.000272729899308	3.69496528466e-05	6.52158033713e-05	4.18121955297e-06	9.3700759818e-06	1.6499650606e-06	1.24166830571e-06	2.04747884889e-06	5.4786830222e-06	2.8464345472e-07	2.07190160984e-06	1.58069738843e-05	6.16442062947e-07	8.09759391817e-07	6.71721702287e-07	2.12987112835e-06	1.88682294231e-07	2.70550248116e-07	1.0487357267e-05	2.03471715037e-07	4.16162710784e-07	1.35240943189e-06	8.26117788207e-07	4.28243490993e-07	3.15051538763e-06	2.73538500067e-07	7.71555485103e-07	9.84835803193e-06	1.66380045571e-06
k	0.000922632118507	0.0379453186479	0.131132621956	0.415879173394	0.384596783213	0.0276865594434	0.00118324545644	0.000180950775616	0.000135438813557	1.1506938481e-05	5.09345656506e-05	4.51815032687e-06	1.21584156516e-05	1.28533308996e-05	8.10648050874e-05	1.14921375024e-06	1.42419083173e-05	3.38319756348e-05	5.10221473432e-06	3.15453792272e-07	1.0436122011e-06	3.68584695468e-05	8.95748490277e-07	2.91522911094e-06	2.6947969344e-05	1.13357704955e-06	2.07429677943e-06	6.70700629496e-06	3.00244529736e-07	1.89418000998e-07	1.10931832359e-05	1.91385180056e-06	1.7761532297e-06	1.5080241772e-05	7.07888131903e-07
a	0.000553790997502	0.0132023420626	0.061140137752	0.306625131131	0.573457961071	0.0426112674811	0.00158662610215	0.000231584328539	0.000164424820852	1.40674898203e-05	6.52159844502e-05	5.50544913696e-06	1.58321904939e-05	1.65776482165e-05	0.000106473849252	1.45017915441e-06	1.83772638458e-05	4.01477932116e-05	6.64039388144e-06	2.26133877424e-07	1.22766088703e-06	4.84967516156e-05	1.13540838776e-06	3.81001154031e-06	3.2599418348e-05	1.45396613785e-06	2.64031015314e-06	8.53385159832e-06	2.08378084579e-07	1.48090113666e-07	1.3904417312e-05	2.47794318352e-06	2.15583349323e-06	1.70006523807e-05	4.42168610634e-07
s	0.000401780167501	0.00521966398753	0.0330750473507	0.209563270377	0.679620530357	0.069405005827	0.00220883075072	0.000221541222846	9.89897866173e-05	8.0989476001e-06	3.13696823834e-05	2.86508224032e-06	6.9393773413e-06	7.28391132217e-06	4.89239873073e-05	6.5204002247e-07	8.23830035527e-06	1.50631644039e-05	2.60476373048e-06	1.64192893641e-07	6.04756242343e-07	1.93223546385e-05	4.94061033587e-07	1.57039380344e-06	1.18802733827e-05	5.99506167283e-07	1.08584114438e-06	3.28327003277e-06	1.62714630526e-07	9.51211808887e-08	5.47125957067e-06	9.95295011173e-07	8.88732931077e-07	6.4240853169e-06	2.52370485878e-07
ì	0.0001645082775	0.00236081178251	0.0227424936836	0.141067401126	0.713732120119	0.116765868609	0.00277141521691	0.000218914831282	7.38598252058e-05	5.99304248537e-06	1.95962785945e-05	1.95819791777e-06	3.9454360921e-06	4.06014812472e-06	2.95849454424e-05	3.73628211157e-07	4.77789579009e-06	6.49926936797e-06	1.21779222449e-06	6.57535773803e-08	3.37920555114e-07	9.57985911283e-06	2.77012181729e-07	8.1250066548e-07	4.84254832757e-06	3.05012643094e-07	5.55472550793e-07	1.50298876559e-06	6.2799699842e-08	3.83649557962e-08	2.50081674489e-06	4.85418163058e-07	4.22306909359e-07	2.7189021323e-06	1.07767002959e-07
m	0.0001221641025	0.00160644951417	0.0107221437945	0.085839718042	0.77131602004	0.12777895287	0.0023868202723	0.000104130937427	4.73178474019e-05	4.99362311379e-06	1.15988669982e-05	1.29043447692e-06	2.17381434237e-06	2.24127489224e-06	1.09162079541e-05	2.98368717386e-07	1.9841851017e-06	9.14654502266e-06	7.71884822497e-07	7.67207474601e-08	1.87156146038e-07	5.50802327094e-06	2.61576017776e-07	4.75150599493e-07	1.15143872759e-05	2.61285391698e-07	4.65665806264e-07	1.0164885432e-06	6.72673139473e-08	4.42102290987e-08	4.76532490296e-06	4.33431680353e-07	3.69833568786e-07	5.34174333743e-06	1.5229303632e-07
