 	avete	fatto	già	le	verdure	</S>
i	0.873817415	0.106916614	0.01696150179	0.0005578499465	0.001732250392	1.446333545e-05
k	0.764969105	0.198001241333	0.03260296993	0.00164010838217	0.00274811459733	3.848904915e-05
à	0.526104958333	0.353716187111	0.11616629531	0.00200703392739	0.00196615605244	3.93614037167e-05
m	0.256069519444	0.416971429037	0.31957354177	0.00609860470913	0.00122774440415	5.91177219056e-05
a	0.164101606481	0.305148276346	0.50206758059	0.0227972705697	0.00550837396805	0.000376848100635
t	0.10147353325	0.170742098782	0.64377379353	0.0757213568566	0.00784417948935	0.000445046967545
o	0.03571648964	0.070730873594	0.762719081177	0.117189072286	0.0134296326631	0.000214855799848
g	0.01396764508	0.040060898198	0.724006410392	0.192497947429	0.0279926115544	0.00147448749995
i	0.00577802686	0.0241538096993	0.509918453464	0.26743969581	0.189942407185	0.00276763003332
à	0.00451211812	0.0091695243131	0.273806991155	0.35184472527	0.355105175728	0.00556147987777
t	0.00321625432667	0.00381942448437	0.254836053718	0.456399901757	0.275854283243	0.00587411797926
a	0.0123996389956	0.00388433456146	0.222411984239	0.370004940586	0.337103829081	0.0541953230131
l	0.0154609068275	0.00349292967382	0.0826018087463	0.319550036862	0.460429059694	0.118465281004
à	0.00529200053817	0.00138507541127	0.0343425988488	0.275637018954	0.526023919898	0.157319397001
c	0.00189762667006	0.000626300442757	0.0127829004496	0.127157371985	0.729140739966	0.128395059
h	0.000639765310553	0.000220613305986	0.00451403844987	0.060504895995	0.878471413322	0.0556492256667
a	0.000220010601051	7.5208063562e-05	0.00166436507562	0.0282592140317	0.623179364441	0.346601804556
n	8.15091337837e-05	3.65034720207e-05	0.00077073851754	0.0302183523772	0.40310526148	0.565787641519
a	3.91742206946e-05	3.27265180069e-05	0.000464228852513	0.0309385930257	0.330000751827	0.638524520506
</S>	3.42956758473e-05	3.08870370034e-05	0.000242512996256	0.0159735068629	0.182240052914	0.801478735253
