 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.87373235	0.10393744845	0.021615576	0.000487506175	0.000212454826	7.7640569e-06	2.311664485e-06	3.02353311e-06	1.591433875e-06
ò	0.93443065	0.0440545047833	0.0208040941667	0.000479726424	0.000221029820333	7.1282979e-06	1.15151636167e-06	1.14994588667e-06	6.04119069333e-07
z	0.958161083333	0.0241574328944	0.0172869745556	0.000259173583667	0.000129011348444	4.94052856667e-06	6.9298472389e-07	4.67326116223e-07	2.76498790778e-07
i	0.652471532444	0.315057199265	0.0293189671852	0.00120155450456	0.00189669050281	3.60212841889e-05	1.24693806346e-05	2.93735401607e-06	2.72000497026e-06
m	0.269561302148	0.425806318422	0.288191782395	0.0133724725015	0.0029460570676	9.3039758063e-05	2.06949437115e-05	4.58333233869e-06	3.81062412342e-06
i	0.138227819049	0.323758608141	0.511674294132	0.0245678981672	0.00166443445587	9.06949386877e-05	1.18919889705e-05	2.46001637956e-06	1.90404189447e-06
n	0.0546502493497	0.293467537047	0.590215214711	0.0588040173891	0.00253742868529	0.000243685138896	5.03590648902e-05	2.67683700599e-05	4.75337435149e-06
o	0.0205852097166	0.209631496682	0.60364480157	0.15771479913	0.0078807448951	0.000424298586299	7.62185632967e-05	3.63906413533e-05	6.0668081505e-06
m	0.0079947878722	0.170373452227	0.53694372719	0.27462199971	0.0091957416317	0.000711360168766	8.21911194322e-05	3.92757971178e-05	3.74917074168e-05
i	0.00347960002407	0.0804936997423	0.54238095573	0.352258079903	0.0199809888772	0.00123351595626	8.64158891441e-05	3.92008135059e-05	4.75847400389e-05
l	0.00336585370802	0.0467991249141	0.45402345191	0.445848543301	0.0457974829591	0.00380444635209	0.000243344925715	8.8619530302e-05	2.91606252463e-05
ì	0.00813072123601	0.0241207569714	0.28399729397	0.5318632911	0.145783590986	0.0056213064507	0.000352901035238	0.000107103460434	2.30020812288e-05
s	0.00869773437867	0.0150106516571	0.161951264657	0.632808930367	0.170629398995	0.0106110184836	0.000240797351746	3.90761360113e-05	1.10863542229e-05
i	0.0575430944262	0.0194553438857	0.115472702886	0.606343436789	0.142174891665	0.0512950824945	0.00723539943058	0.000447012647537	3.3025956741e-05
a	0.0765696814754	0.0207217296952	0.0599520785287	0.37642852893	0.251752020555	0.199091460832	0.0148272438102	0.000615029015846	4.22511489137e-05
t	0.0291011843751	0.0081135675944	0.0244842729429	0.19231870631	0.461810880185	0.269278106944	0.0145942966034	0.000271806485282	2.72008779712e-05
ù	0.00991611019503	0.00291612801747	0.0103487505343	0.0907693281033	0.614232750062	0.227767635648	0.0438364428678	0.000193511055094	1.93264741571e-05
t	0.00430813041834	0.00117721677016	0.0044604247981	0.0547789737011	0.547241726687	0.326678491883	0.0611877259559	0.000157841981698	9.44493395237e-06
t	0.00676408463945	0.00039980365922	0.00264624389937	0.0393632480004	0.414041252229	0.500995447294	0.0355741489853	0.000180375777233	3.53935890508e-05
o	0.0202643705465	0.00037917058124	0.00136201186646	0.0151628421668	0.26960785741	0.539592565765	0.152926079995	0.000411242392411	0.000293859984684
p	0.0202989040595	0.00037049058368	0.000745816942153	0.00672250892227	0.188634135803	0.529448788588	0.243863519998	0.0093785429308	0.000537270694895
r	0.0068043294805	0.000124788863227	0.000415871860718	0.00497913410742	0.221989821934	0.568835929529	0.169785656666	0.0263254026436	0.000739061531632
à	0.0023751165635	7.99569864757e-05	0.000242549041573	0.00322729904247	0.160748048378	0.391504572843	0.409882958889	0.0295964185479	0.00234309434388
m	0.0011650112745	6.83748021586e-05	0.000149735575191	0.00141370034082	0.0546735677927	0.153465058281	0.667428736296	0.118149994849	0.00348581868129
m	0.0059890506915	3.90185560529e-05	0.00052961519173	0.00269233560027	0.0329131355309	0.266690490427	0.480223885432	0.198921601616	0.0120008262271
a	0.0248320995638	0.000273303434018	0.00073175956391	0.00314709173342	0.0285544178436	0.292595293142	0.333063485144	0.145708053872	0.171094439076
m	0.0258339839879	0.000340527706906	0.000391778854637	0.00131482568114	0.0131245097479	0.105581677381	0.304639525048	0.329930014624	0.218843134025
e	0.0086406391483	0.000118375368202	0.000148076893412	0.000476366318047	0.00452664173263	0.0370396910937	0.197627858349	0.523675594875	0.227746729008
t	0.00290941569043	4.34263507073e-05	5.39668446707e-05	0.000172658959682	0.00164252297088	0.0140047438979	0.11561581945	0.607549808292	0.258007643003
i	0.00101679892214	2.37303718758e-05	2.51977898902e-05	7.3116587894e-05	0.000691444820293	0.00660919286597	0.121725079817	0.548227902764	0.321607561001
n	0.00044523650738	1.78614273919e-05	2.81295306301e-05	5.19487756313e-05	0.000390695860098	0.00327833808866	0.120741051606	0.524657490921	0.350389237
A	0.000580362965793	2.9609098564e-05	4.935931421e-05	8.50981362104e-05	0.000324837060033	0.00153396548289	0.0655187998687	0.742986176974	0.188891762333
n	0.000642276848598	3.64354438547e-05	4.91496247367e-05	8.44895197368e-05	0.000208888752544	0.000675310970963	0.0298986271896	0.854473422325	0.113931377444
n	0.00292239580953	2.59864242849e-05	0.000165862154912	0.000258708430912	0.000503412910048	0.00210530834699	0.0113089535632	0.671453400775	0.311255982481
a	0.00467753253651	3.4172870095e-05	0.000211436043637	0.000339584620304	0.000824023003349	0.002694849859	0.00437644432773	0.300427996258	0.686413980827
</S>	0.00398033416826	4.00890350475e-05	0.000127396109818	0.000215328250152	0.000747828201674	0.0015306337445	0.00235055947387	0.156240277129	0.834767570414
