 	lo	posso	finire	di	fare	</S>
t	0.97433016	0.0255540051	0.0001103250365	1.84967835e-06	3.52561045e-06	1.19763933e-07
o	0.666105948333	0.333356106033	0.000493108548833	1.913972255e-05	2.523412245e-05	4.79795409667e-07
s	0.258049304444	0.737554735344	0.00427997344961	7.94832355167e-05	3.34182523833e-05	3.08642070322e-06
ò	0.0993910708147	0.893189761781	0.00730949101654	8.97300385056e-05	1.62837023611e-05	3.63869438774e-06
z	0.0576746029382	0.898380290594	0.0438161458722	0.000111842019502	1.52717341204e-05	1.86314634925e-06
o	0.0832545143127	0.665001970198	0.237576350624	0.0117023709598	0.00235938948471	0.000105445328516
s	0.0700623061042	0.460190863399	0.403668200208	0.0626607359866	0.00327536171824	0.000142582162839
p	0.0247896339347	0.395512231133	0.509533120069	0.0688430589955	0.00126868252941	5.33345839463e-05
i	0.0104150652782	0.246631783044	0.681331953356	0.0609365966652	0.000650636893137	3.40027419821e-05
c	0.00520019223607	0.109654897015	0.530391699785	0.337825352222	0.00735220828105	0.00957566167833
c	0.00237258525536	0.071270289005	0.487595998595	0.415983374074	0.00984739066035	0.0129303525261
è	0.00196766275179	0.0508394880017	0.455347033198	0.466459728025	0.0207841847868	0.0046019132287
t	0.0045489661506	0.0329337733339	0.186995578066	0.747463022675	0.0256458867623	0.00241280282957
s	0.0111872233835	0.119325430111	0.201375309355	0.648145657558	0.0178492007541	0.00211719194319
i	0.0401245374612	0.148963939037	0.225099976452	0.545170635853	0.030575100918	0.0100658279811
t	0.0434135372604	0.0639555840123	0.124119431484	0.670580425284	0.0810104209727	0.0169206266604
s	0.0145617783835	0.0221255343041	0.065930719828	0.633841988428	0.210687893658	0.0528520862201
è	0.00514656483117	0.00812378876803	0.0438364724427	0.430295519476	0.431485497886	0.08111216874
k	0.00205231844039	0.00307104032268	0.0150314034142	0.508649613159	0.411798837962	0.05939683858
à	0.0288385887968	0.0163151344742	0.0087183005714	0.471978175386	0.307177197987	0.166972645193
m	0.0377102990423	0.0207013146514	0.0065057433038	0.200926076129	0.505870565996	0.228286046731
i	0.0140399111241	0.0076503145438	0.00454462154793	0.093371593643	0.464445541999	0.415948057244
</S>	0.00913781356205	0.0047521270219	0.00582197077397	0.0469723542215	0.270744470999	0.662571278622
