 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.843111775	0.14174329	0.014446296595	0.0002586537705	0.00029971328025	0.000135875728	2.15064952e-06	6.21919955e-07	9.84455635e-07	6.30962195e-07
n	0.516943116	0.431269316667	0.0489419745317	0.00181997759017	0.000543872060083	0.000415289999333	5.44540301733e-05	1.367858285e-06	9.59966881167e-06	1.01505463167e-06
ì	0.181072246667	0.757502392222	0.0582231348439	0.00224604836339	0.000445351064028	0.000426107672111	7.08067890711e-05	1.22384452167e-06	1.18855363116e-05	7.96357927223e-07
c	0.064215132589	0.864556730741	0.069339284948	0.0014986217878	0.000204788175343	0.000156571995704	2.4114655337e-05	4.21447128223e-07	3.9857468922e-06	2.92084084408e-07
h	0.0238115724963	0.804606576914	0.169470471649	0.00192152652927	0.000118083461781	6.14809844347e-05	8.395014779e-06	1.59765036074e-07	1.35953327473e-06	2.98963186803e-07
a	0.0108568654321	0.667206758971	0.31724064055	0.00427711767642	0.00028273842726	0.000128456674678	6.30654812633e-06	1.68204444358e-07	6.0590591491e-07	3.23094830268e-07
d	0.00481699496103	0.453752976324	0.51588455685	0.0247817385588	0.000556625555753	0.000191900324893	1.22933528754e-05	3.77372498119e-07	2.3590838983e-06	1.65540344756e-07
ò	0.00319530570401	0.398688148775	0.524352305617	0.0637144498529	0.00985126201858	0.000183732364964	1.13312341918e-05	3.54713079373e-07	2.9113933561e-06	1.59856668252e-07
n	0.0295522211347	0.349615432925	0.458638268539	0.138514948284	0.0229861086729	0.000425434071655	7.75718446306e-05	2.40354932312e-06	1.67622571754e-05	0.000170807222409
t	0.0391701736116	0.209257114308	0.555327269513	0.175836929428	0.019589345791	0.000453628697218	0.00010127582071	3.18024074104e-06	2.14519307251e-05	0.00023960690647
a	0.0206006334372	0.139281464769	0.413332793171	0.229560233143	0.180046416164	0.0162820238724	0.000753504352737	9.93868528035e-06	3.7620310575e-05	9.536511899e-05
t	0.0119999433732	0.056058652923	0.22679441439	0.392453514381	0.287153198721	0.0243722546241	0.00107677591091	1.24883818935e-05	4.34959081917e-05	3.52941458317e-05
a	0.0040888411852	0.0230292888877	0.155954557463	0.363838663127	0.43385614624	0.018705922208	0.00049481071697	4.65701343117e-06	1.53444097172e-05	1.18197235322e-05
s	0.00147252251373	0.0100446972092	0.068557410821	0.243419322709	0.630670265413	0.044631972736	0.00117060019232	1.65390564771e-05	1.24958532257e-05	4.22078143073e-06
ì	0.000534201043243	0.0055836478564	0.0377755328403	0.166330583903	0.683524738471	0.104724297579	0.00149305212077	2.09100644924e-05	1.14624125252e-05	1.64415553224e-06
n	0.000572466867748	0.00234632977213	0.0166591895134	0.0887408209677	0.784401962824	0.106429697193	0.000823804206923	1.56710821641e-05	7.99825862507e-06	2.11419776608e-06
n	0.00156027238925	0.00210038955738	0.0119784007045	0.0789279793226	0.837350254275	0.067261823731	0.000776568778974	1.54068487214e-05	7.56714210836e-06	2.13933604554e-05
e	0.00238631779642	0.00207091425246	0.0065759885115	0.0572434514409	0.804837434758	0.11984894791	0.00690015829299	5.65711882405e-05	5.03509759361e-05	2.99245301518e-05
f	0.00188584956547	0.00128328996082	0.0034035365805	0.043047428147	0.724448044919	0.20479705597	0.0191968960977	0.00128240087941	0.000635799851979	1.97106527173e-05
a	0.00086234776849	0.00057395875794	0.0022282008545	0.0279130194157	0.535521344973	0.395433968657	0.0348750653659	0.0017712622098	0.000807167743993	1.36544005724e-05
ì	0.00211129190283	0.00131640328031	0.000881759945833	0.0137254238386	0.296811054991	0.644404792886	0.0395664027886	0.000848606659933	0.000309362278998	2.48623371908e-05
c	0.00275518654761	0.0016093162801	0.000539100635278	0.00967176977953	0.18907747833	0.749488250962	0.0453431619295	0.00130829302664	0.000173108730666	3.42957263969e-05
h	0.0013532822292	0.000679950460033	0.000380309065093	0.00715343352651	0.135814492777	0.735093716987	0.11791947731	0.00144824887555	0.000119286861555	3.77559561323e-05
a	0.00127344504307	0.000466337966678	0.000231422901031	0.00509336578884	0.0759198579257	0.523650572329	0.388705932437	0.00406200815852	0.000507911938518	8.91017453774e-05
a	0.00209577831436	0.000402827845559	0.00016116210301	0.00205050165295	0.0310002527752	0.255321500776	0.679380584146	0.0276457775528	0.00171291564617	0.000228688205126
n	0.00177860772479	0.000260615095186	0.000150139174337	0.000882812530983	0.0146944132917	0.161854843592	0.732919548049	0.0840719845176	0.00299660841539	0.000390444865042
o	0.000763071688263	0.000221938788395	9.74049281123e-05	0.000481860580328	0.00799031059723	0.122789177864	0.67966636935	0.178142068173	0.00933586493846	0.000511943321681
ì	0.000828527522754	0.000404429529465	6.56151560374e-05	0.000425575793443	0.00434014989908	0.072700000288	0.71382666645	0.195379892724	0.0115010906462	0.00052803204056
s	0.000804120250918	0.000377216659822	5.75838133458e-05	0.000371596437814	0.00314643276636	0.063476971096	0.719248378817	0.189388720908	0.0216192342154	0.00150973541352
o	0.00347173236031	0.00411257560327	0.000534114605782	0.00224354621927	0.00318311375545	0.0487982873653	0.465510712939	0.307036240303	0.139827117072	0.0252825706045
n	0.00434961723677	0.00535103235276	0.000681877997927	0.00279820619742	0.00262918674182	0.0199182537218	0.211004297646	0.479545680101	0.235550389024	0.0381714525348
t	0.00157027919892	0.00179924566092	0.000242827102642	0.00095756470014	0.000947474340607	0.0088557252406	0.268299589215	0.4053864867	0.250371379675	0.0615694118449
a	0.000617796786307	0.000622756441973	9.3205039214e-05	0.00034916736338	0.000402418916869	0.0048767551802	0.273087799738	0.226055232233	0.326185069892	0.167709783948
k	0.000261357523769	0.000226057418991	4.0268203738e-05	0.00013692279046	0.000218049445623	0.0028544060934	0.151986248579	0.330048320744	0.345921599964	0.168306764649
a	0.000157878456256	0.00013268909133	2.68356245793e-05	9.75021794867e-05	0.000172977968541	0.0020516832478	0.0940020002597	0.325372680248	0.467308813321	0.11067695155
v	0.000131922396085	0.000105408937777	2.46824398598e-05	8.31834414956e-05	0.00012944407618	0.00106091159927	0.0356990234866	0.190252853416	0.643883717774	0.12862885385
r	6.8083693695e-05	4.4001239059e-05	1.70986212866e-05	3.55551194985e-05	6.138238716e-05	0.000607235739757	0.0206059911622	0.148570209805	0.703667739258	0.12632272295
è	3.44101402317e-05	1.69556778197e-05	7.84433752887e-06	1.91800514995e-05	2.391307012e-05	0.000271907987919	0.0137634629874	0.0877242522683	0.809750569753	0.0883875609833
