 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.528565445	0.09796759019	0.36816043963	0.001610148613	0.00356543331435	0.00011173826045	1.1363719715e-05	7.909205565e-06
ò	0.491934925	0.13377989673	0.368956841777	0.001632034631	0.00356514566815	0.00011181360039	1.1381241645e-05	8.00831601167e-06
t	0.565891525	0.307817705577	0.124473594292	0.000575077746667	0.00119658051708	3.82547892367e-05	4.263087055e-06	3.00462379389e-06
t	0.373380995	0.577344755192	0.0479525612307	0.000732619125222	0.00048970040336	2.35113806122e-05	1.25155894517e-05	6.3305938898e-05
i	0.222990234	0.643539105064	0.13013320841	0.00287622380841	0.000323858567787	3.46082772041e-05	1.70342061506e-05	8.56935632993e-05
ì	0.0958692333333	0.736266101688	0.164278333803	0.00332800506947	0.000189165950596	2.9204295068e-05	8.14026363353e-06	3.18068526331e-05
r	0.0351066710111	0.893983880563	0.0692584902677	0.00153552408982	8.79173248653e-05	1.25791631893e-05	3.52585872784e-06	1.1394014681e-05
t	0.0128531881037	0.912225240188	0.0734941914226	0.00129302956327	0.000108639928288	9.4956915631e-06	3.25789297595e-06	1.2931009497e-05
e	0.0066816865679	0.749487926729	0.238632937141	0.00487980078776	0.000269361682763	2.94647938544e-05	4.28539522532e-06	1.4536761699e-05
o	0.00525363785597	0.493423165576	0.483906359047	0.0166588835959	0.000673649594254	7.09261612848e-05	6.59642617511e-06	6.78916726633e-06
G	0.00285050830532	0.265906808525	0.628509853016	0.100037895199	0.00245438436475	0.000206006213762	2.4513787725e-05	1.00205992554e-05
i	0.00104560884511	0.123366311508	0.724333284339	0.147796975066	0.00320248748825	0.000217971208254	2.70344341183e-05	1.02876721751e-05
o	0.0027886846717	0.0609518265027	0.557207443113	0.365177028355	0.0114592986628	0.00225516758308	0.000153744446249	6.7740184817e-06
v	0.00339796121723	0.0265249570342	0.259793936038	0.675950326118	0.0296632338876	0.00433363172769	0.000318618382083	1.73108834939e-05
à	0.00125772760574	0.0109483527114	0.143866112013	0.802450532039	0.0382732336292	0.0029569923159	0.000229437800394	1.7588924688e-05
n	0.00139286807525	0.00713206307047	0.0630754515377	0.896986234013	0.0294739182097	0.0015256815453	0.000192158086498	0.000221620943086
n	0.00327282369175	0.0160370626902	0.251639021379	0.675576904671	0.0511107250699	0.00148880424843	0.000211603503499	0.000663044914362
i	0.00464044989725	0.0184025657967	0.320494514126	0.533488028224	0.114618965023	0.00748861578281	0.000255724489166	0.000611159931454
e	0.00396714283242	0.0097256489989	0.119763022375	0.662588209408	0.171265988341	0.0318130465943	0.000641750109722	0.000235230817151
A	0.00234505637747	0.00473208783297	0.0488693162917	0.722031603136	0.181921876114	0.0393679995314	0.000626930257241	0.000105120461717
n	0.00116989234249	0.00213802319432	0.0216503582639	0.795609067712	0.150244753371	0.0283117925105	0.000511708806414	0.000364394363239
n	0.0020713578975	0.00433100931477	0.0766271774213	0.572958881237	0.306543589124	0.0346555681702	0.000701082002138	0.00211135195441
a	0.0034078472325	0.00677799943826	0.100279464474	0.276897885746	0.459210406375	0.147919332723	0.00293228156738	0.00257481711814
g	0.0023011554475	0.00426217305609	0.0397882585313	0.167945860915	0.389587995458	0.387869264241	0.00703650318913	0.00120881343938
i	0.0008775058025	0.00155668232203	0.0136648051838	0.0754745046383	0.256098401819	0.64042078808	0.0111871707297	0.000720164813127
à	0.000811941750833	0.00142103390068	0.0071165854946	0.0414322262128	0.15624647394	0.781262216027	0.0104413332432	0.00126819533771
ì	0.00122857575028	0.00240325190023	0.00863890463153	0.0262564474043	0.16404932798	0.783239725342	0.0119750574144	0.00220867477924
c	0.000965612315093	0.00196655601874	0.00685710226384	0.0168169854681	0.136875430327	0.746295508447	0.0827191924715	0.00750357809308
h	0.000357732095031	0.000717006058247	0.00240553111795	0.010732470736	0.073197681109	0.646540736149	0.242713160824	0.023335667031
e	0.000208306123344	0.000479693252749	0.00162708608265	0.004023414712	0.0483542053697	0.42217723205	0.351981790275	0.171148292344
p	0.000133822803615	0.000353611360916	0.00127068418998	0.001672678144	0.0265148835566	0.21318836735	0.529250393425	0.227615590781
l	4.7247804305e-05	0.000121821921972	0.000432400632427	0.000640200298667	0.00997360941887	0.108920703783	0.749220514475	0.13064351226
ò	5.96112653683e-05	7.38915756573e-05	0.000180707800809	0.000336097216889	0.00424300242629	0.057662605261	0.811333784825	0.12611027942
s	0.000486488111789	0.000365084768552	0.000201421696936	0.000298470278963	0.00164990174876	0.030883977587	0.721061108275	0.24505351314
o	0.00183107933726	0.00302700578952	0.00670319821231	0.000523396479654	0.00593580570292	0.0143600273623	0.447672689425	0.519946757713
n	0.00190975662575	0.00365187163651	0.00878022065544	0.000554147793218	0.00740909688431	0.0082193052541	0.355362573142	0.614113005904
t	0.000696321321917	0.00127669650117	0.00296413130181	0.000218019098273	0.00286341160144	0.00571775241803	0.498665947714	0.487597728635
a	0.000261672697306	0.000474714352723	0.00107821088927	8.39845366243e-05	0.00137709319048	0.00395026523934	0.389750257905	0.603023836212
</S>	0.000167254183653	0.000292949581361	0.000651237379635	5.71601233121e-05	0.00090314109524	0.00226619496967	0.224391741953	0.771270368106
