 	se	vieni	a	casa	ogni	sabato	</S>
a	0.899622615	0.0812043799	0.014818678775	0.0032639641605	0.001053494122	3.31157915e-05	3.87990645e-06
n	0.580377094333	0.3797862333	0.0234191962583	0.0123856383868	0.00267071600733	0.0012551727605	0.000106050990617
è	0.208716538511	0.747245477767	0.0248997394194	0.0147705407956	0.00258736088244	0.00164225933567	0.000138144591462
r	0.0760345975703	0.823826772589	0.0856829004731	0.0128470422652	0.00100611843415	0.00055626847739	4.63504268207e-05
t	0.0338502755234	0.812574770863	0.127608146824	0.0250653964217	0.000590377604717	0.00027596206913	3.51284646836e-05
i	0.0264688805078	0.660913973621	0.220577442275	0.0875756688072	0.00416521826824	0.00024090657971	5.79019022279e-05
è	0.0202917504026	0.35128094454	0.493887967425	0.127905699602	0.00642417722275	0.000163058889903	4.63815851426e-05
s	0.00790327050087	0.26442299818	0.593045115808	0.123488209867	0.0104607125409	0.000654632429968	2.50412924475e-05
s	0.00484282476696	0.23182448106	0.366128229936	0.381288683289	0.014529678847	0.00117828760999	0.000207736043816
u	0.0110937387223	0.103646111353	0.209904787979	0.533104107763	0.139222783949	0.00231682187	0.000711590071272
k	0.0113942892874	0.0407536509843	0.161984258326	0.412438402588	0.36569537465	0.00702523862333	0.000708763126091
u	0.0060318105758	0.0151652864614	0.0750404581087	0.275358591529	0.608782448217	0.0175758782078	0.0020455175777
à	0.0059905040586	0.0058323662538	0.0333886153696	0.120338836176	0.765115282739	0.0655130394026	0.00382136019257
i	0.0068794107862	0.00418765641793	0.0154788084232	0.055357553392	0.766861544246	0.136574126468	0.0146609045642
s	0.00542587721107	0.00325020357931	0.0057212528744	0.0250845391307	0.551128094749	0.386637365489	0.0227526541881
à	0.00200799025269	0.00120882805644	0.00247218295813	0.0125709066236	0.272956051583	0.651083975163	0.057700065396
m	0.00086831307823	0.000516191150813	0.00121419231938	0.0045550722212	0.135270990194	0.793085285054	0.064489986632
b	0.000321450245077	0.000190604016604	0.00042870274646	0.00166875297373	0.0482201546113	0.920617945018	0.028552444044
a	0.000299015530026	0.000422833163201	0.00019139941082	0.00065228328791	0.0166349534171	0.684385005006	0.297414555015
</S>	0.000394362250013	0.000726660681601	0.00014291813841	0.000368453888955	0.00883756720855	0.418107237503	0.571422827507
