 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a	0.8366712	0.1327516445	0.0234130834	0.00676123096	0.000298190457	6.42084373e-05	1.45723157e-06	3.682874535e-05	1.46722068e-06	7.02622205e-07
m	0.513664651	0.4070728915	0.0696355901333	0.00731684882	0.00173326425233	0.000440136395767	7.65933718567e-05	5.575486445e-05	3.20677386e-06	1.06392566833e-06
e	0.181932704	0.623517767167	0.187986006711	0.00385505377333	0.00203993170844	0.000524953849922	0.000100770445716	3.89675977167e-05	2.94158486667e-06	8.6923379611e-07
s	0.0698508095333	0.658594845722	0.257263982237	0.0109408242578	0.00301244276048	0.000259408341307	4.43836716687e-05	3.09333838056e-05	1.90333523556e-06	4.35224992037e-07
t	0.0237224617344	0.650904548574	0.276389100746	0.0435734607526	0.00512366035349	0.000229081903769	2.70218790229e-05	2.81862422352e-05	2.21726477852e-06	2.53037330679e-07
i	0.00897340660147	0.575585782858	0.343721460249	0.0657482035842	0.00578165065116	0.00016565790459	1.07193140076e-05	1.15337001451e-05	1.44527708451e-06	1.46844721893e-07
p	0.00386528291049	0.425573007619	0.318034553416	0.0992747378614	0.14772842355	0.0050084220882	0.000461650875203	4.2334752815e-05	6.78427571984e-06	4.8090727723e-06
à	0.00299720734683	0.284493565873	0.258749484472	0.222254059287	0.224101686517	0.0067193200194	0.000613827563401	5.56024392717e-05	8.57458379328e-06	6.6740171241e-06
s	0.00288945114894	0.201365633291	0.191710852491	0.452939686429	0.147788404172	0.00305273346313	0.0002235704378	2.41331473239e-05	2.97297213776e-06	2.5860235857e-06
t	0.00153454418298	0.12172509443	0.122545108497	0.65493957881	0.097331102724	0.00182056855438	9.25897548e-05	9.11019191797e-06	1.10016977925e-06	1.24011210623e-06
a	0.0157831884943	0.07862992181	0.102452737832	0.53016298627	0.260864258908	0.0113450181181	0.000208529882133	0.000541931727549	7.33060400642e-06	4.12302926874e-06
ì	0.0241035728314	0.0369646959367	0.059228383944	0.323383828757	0.518149886303	0.0370893293727	0.000318115470711	0.000747113427183	9.83919546881e-06	5.25837345625e-06
c	0.0120013228238	0.0144132617989	0.023789458128	0.206216635586	0.666883505434	0.0761142451242	0.000287270610237	0.000287422745728	4.24301222294e-06	2.64160398542e-06
h	0.0041615993646	0.00609454975297	0.0118272001893	0.120423087862	0.757747858478	0.0993319550414	0.000303192736746	0.000106964968576	1.94577739265e-06	1.60121349514e-06
e	0.00508491066487	0.00349706925099	0.00781309602977	0.094858705954	0.673117446159	0.209536838347	0.00542399563558	0.000657863224192	6.93050084922e-06	3.08621666505e-06
t	0.00528273981896	0.001533728657	0.00301030166326	0.0439055561513	0.52635103872	0.398308789449	0.0207121358785	0.000880032394731	1.23696032831e-05	3.28405518835e-06
e	0.00184248438032	0.000656834452333	0.00127775312109	0.0175118794271	0.377861972907	0.543478539816	0.0560153986262	0.00133828055158	1.3594322761e-05	3.24845596278e-06
l	0.000720082298107	0.000363388597444	0.000619302873697	0.00862479055237	0.261831437636	0.632652913272	0.0932618162087	0.00186338598386	5.37375189203e-05	9.11278472093e-06
ì	0.000309035920702	0.000219892669148	0.000372682144566	0.00569195395079	0.192563299212	0.565443117757	0.117881915403	0.117313910395	0.00019037039964	1.38163245736e-05
s	0.000288524526901	0.000201636436383	0.000351129334855	0.0026546186836	0.118967407737	0.606593585919	0.114879801801	0.155839181898	0.000205077304213	1.90251268579e-05
o	0.00834538823563	0.0204153360088	0.00728154549829	0.00184737509453	0.0587815359123	0.502916563973	0.227178607267	0.169729872399	0.00326185201907	0.000241888628953
n	0.0109875164852	0.0271057106379	0.0094889948361	0.00130633376484	0.0252554133041	0.341923996658	0.392067275756	0.1866174308	0.00490677950636	0.000340528622984
t	0.0037866073084	0.00909881036097	0.00323499762537	0.000883043621613	0.0122472304347	0.401626792219	0.485464071919	0.0797679439333	0.00324632710212	0.000644146754328
a	0.00141773735613	0.00325475244366	0.00125622136179	0.000530370307204	0.0069704316449	0.274974024073	0.594232637306	0.112723388311	0.00330922486737	0.00133121535144
à	0.00388934046538	0.00276646762455	0.00164755616393	0.00114120476907	0.00457573451497	0.155842048024	0.626346702435	0.19600101277	0.00486434378912	0.00292560068381
l	0.00474867405513	0.00247956761818	0.00170243761798	0.00167807338969	0.00490085643832	0.179766269341	0.547231790812	0.24182279759	0.012390740363	0.0032787965946
a	0.00530345208504	0.0186910016161	0.00771739053599	0.00114423186323	0.00535881227944	0.140143559627	0.338085951604	0.320356049197	0.133063080121	0.0301365110315
t	0.00534316771368	0.0240406363854	0.00967019138533	0.00063451809441	0.00407494667981	0.0489048550557	0.163832367201	0.308270423066	0.372505993374	0.0627229516772
ù	0.00181624829389	0.00804270609847	0.00324274708444	0.000243885131803	0.00142174788894	0.0181992194452	0.0947108336003	0.293827141022	0.526670051125	0.0518254605591
c	0.000645187841963	0.00270812541816	0.00109956425181	8.39020454677e-05	0.00049179099298	0.00614433747173	0.0334995952001	0.249803597007	0.673585717042	0.031938199853
h	0.000811360187321	0.00145367036805	0.00088197835827	4.73502923559e-05	0.000248335251993	0.00241110142058	0.0176953212	0.150513185669	0.717990205681	0.107947476284
a	0.00104592162911	0.00112422702268	0.00084865648609	3.87512751186e-05	0.000167356231998	0.00110350866919	0.0119467566367	0.096615442623	0.501710655227	0.385398725428
v	0.00056573072637	0.000482245035227	0.00033764007603	2.20539707062e-05	6.85867394993e-05	0.000414646485397	0.00433981431557	0.0443443892743	0.511061051742	0.438363845143
à	0.000203945018123	0.000179624526742	0.00012601165801	1.14674631554e-05	2.84079250998e-05	0.000181399037666	0.00183093833186	0.0293643355914	0.761937850581	0.206135991714
l	0.000132299885374	0.000151264542914	0.00012589123467	4.8547175718e-06	1.60912047999e-05	6.53889987553e-05	0.000721588917287	0.0148544434971	0.77310563686	0.210822497238
o	0.000232512381791	0.000827709927638	0.00044833767489	1.13908974573e-05	8.75945902666e-05	2.90927289184e-05	0.000370019272429	0.0066943523857	0.494047282287	0.497251702413
n	0.000355100617264	0.000986446989213	0.000490744124963	1.84759851524e-05	0.000110560402756	1.95528553061e-05	0.000222849964143	0.00318985594857	0.458627797429	0.535978640804
t	0.000429860832421	0.000411176639738	0.000230555828321	1.76421217175e-05	5.27769645853e-05	2.3383515102e-05	0.000193425831381	0.00306217394952	0.533393299143	0.462185730268
a	0.000318821574807	0.000263773776579	0.000163206770774	1.20638326725e-05	3.26509621951e-05	1.81912344673e-05	0.000167590242127	0.00232668662984	0.316616879714	0.680080163423
</S>	0.000179711278404	0.00022366458829	0.000132066997387	6.69879748625e-06	2.22407705976e-05	9.85250638365e-06	9.30493335635e-05	0.00127408943492	0.181317759857	0.816740881712
