 	avete	cucinato	le	verdure	</S>
i	0.9408977	0.053682323	0.001407163082	0.00399617661	1.667290235e-05
m	0.903754756667	0.0809377923333	0.009301594894	0.00562804497	0.000377812673117
a	0.749738668889	0.234439385444	0.0117424277647	0.00358868326	0.000490803343939
r	0.414111212296	0.526801788481	0.0558312053882	0.00281709385667	0.000438673087546
è	0.167018606765	0.713033129494	0.116209975129	0.00330899278556	0.000429249982515
t	0.074337365855	0.809269106498	0.113949633376	0.00228225439519	0.000161620665505
s	0.0304430815517	0.770708845499	0.190790452792	0.0067245996984	0.00133305869317
a	0.0300419765172	0.523169975166	0.404110490931	0.0377426425661	0.00493495233106
t	0.0256134152457	0.284330958389	0.608987246977	0.0748358008554	0.00623258944369
o	0.00908224628857	0.139464327463	0.572973975659	0.273801056952	0.0046784111479
l	0.00357548896286	0.0730160671543	0.52470283522	0.363086495651	0.035619151716
a	0.00144673062095	0.0494430945181	0.429016095073	0.466508361884	0.053585774572
l	0.000797359266983	0.0212844566394	0.287207955024	0.536876640628	0.153833632191
à	0.000509022198994	0.0112158892131	0.215404011008	0.576843746876	0.19602733673
c	0.000292778237665	0.0046071833677	0.0886506226693	0.814768525625	0.0916808832433
h	0.000109877186055	0.00159557499823	0.0479387365564	0.906087171875	0.0442686344144
a	4.90938298517e-05	0.000572289193077	0.0258389403355	0.633623743958	0.339915933138
n	3.05738562839e-05	0.000255163022359	0.0268667555952	0.406298464653	0.566549044379
a	2.5222478428e-05	0.00013372892012	0.0271945318317	0.327790273884	0.644856224793
</S>	3.0257482714e-05	7.854131406e-05	0.0139688708659	0.179160740442	0.806761562396
