 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.679658175	0.30674376225	0.01349566169	4.77489983e-05	2.0688082e-05	2.20031619e-05	9.7406936e-06	1.454362065e-06	7.5304815e-07
s	0.625804875	0.36056770075	0.0135185963033	5.53416374333e-05	2.087943e-05	2.137569001e-05	9.29580755667e-06	1.30393573267e-06	6.13848195333e-07
o	0.689642545	0.301530563583	0.00878013917443	2.76712703111e-05	7.86579704e-06	7.33883435333e-06	3.19354566556e-06	4.49661684557e-07	2.24533700444e-07
t	0.443937619667	0.541801604528	0.0137312807248	0.00050985327327	1.37550120533e-05	3.86449589111e-06	1.67516574519e-06	2.63044770852e-07	1.02558198815e-07
r	0.193415276556	0.794090268176	0.0117855743083	0.00068887393109	1.59210412511e-05	2.67419488704e-06	1.15132025173e-06	2.26124730284e-07	4.50319089383e-08
a	0.125472994185	0.854054522725	0.0202142155028	0.000250875283363	5.82842341703e-06	1.00316702568e-06	4.28432087243e-07	1.14657030095e-07	2.83135403128e-08
ù	0.0697482879617	0.591117754242	0.328232191834	0.0101661420275	0.000624837287572	8.68248342819e-05	1.97762664291e-05	3.2554680367e-06	9.25067050104e-07
d	0.0296599375539	0.419281021414	0.531243997278	0.0187554333425	0.000906200209191	0.000120566980427	2.7195398143e-05	4.33753812557e-06	1.25222795003e-06
i	0.0201540031846	0.366942339138	0.599093832426	0.0129926686475	0.000673867516397	0.000106403249142	3.13000587143e-05	3.98905728852e-06	1.55471778334e-06
è	0.0140470412282	0.146033358379	0.831360827475	0.00781342254917	0.000604607318799	0.000101774269714	3.26782618048e-05	4.17295629617e-06	2.12018922778e-06
n	0.00608219222273	0.0552994414597	0.812987272492	0.12258829165	0.0026664308196	0.000207453129905	4.41500995016e-05	4.12489201654e-05	8.35461318093e-05
g	0.0284944747209	0.10665905582	0.546764210831	0.308602753883	0.00851829753987	0.000425117559968	6.02427465005e-05	5.76975133885e-05	0.00041820222727
r	0.0397465365736	0.315586708607	0.272814920277	0.359707474628	0.01119996918	0.000414391573323	3.83828490002e-05	2.56535671295e-05	0.000466002864423
a	0.0274036648579	0.307604256202	0.136475312759	0.427130431543	0.09299302506	0.00677351097777	0.00106911441317	0.000339416775043	0.000211279856808
m	0.0192421956393	0.111075095117	0.079841585253	0.604169243848	0.172479071687	0.0110220368259	0.00152223415772	0.000521178321681	0.000127374639936
m	0.00702595346643	0.0930500347557	0.041622555151	0.688795981283	0.160699680562	0.00762971744197	0.00074999871924	0.00034563579056	8.0472733312e-05
è	0.00315280872214	0.0873005957186	0.0603402834503	0.646375613761	0.177030280187	0.0247148401473	0.000774978119747	0.000258763590187	5.1876580104e-05
