 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.89222825	0.09521304705	0.01205085771	0.0004648924565	2.959779266e-05	1.134314297e-05	5.21586173e-07	5.3846942e-07	4.29917452e-07	4.99983395e-07
a	0.620160803333	0.35074458235	0.0284171562367	0.000625259718833	3.605397322e-05	1.37880366567e-05	6.37830324333e-07	6.3400566e-07	5.17006170667e-07	5.73425991667e-07
d	0.311089634444	0.658012250783	0.0272939457456	0.00333650225294	0.00015121460674	5.91623945522e-05	2.99589451414e-05	9.55804844e-06	1.70820686436e-05	7.36166957222e-07
e	0.156628804481	0.801357640261	0.0375854335819	0.00409758582865	0.000183509139247	7.17987387507e-05	3.96082951951e-05	1.24307825333e-05	2.25087925025e-05	6.86610891074e-07
r	0.064596130827	0.88481451342	0.045728871194	0.00460400702055	0.000156222216749	5.62566468169e-05	1.88965718797e-05	8.90019489777e-06	1.57141057888e-05	4.96874245691e-07
f	0.154108126609	0.780364337807	0.0549910837313	0.00969765567352	0.000334151798916	9.05175756056e-05	5.02775506266e-05	2.03926899659e-05	0.000335300765263	8.15810875856e-06
ì	0.182986994303	0.673255345936	0.134432901244	0.00843514064117	0.000300252364972	7.01690148352e-05	5.52014785855e-05	1.9479536363e-05	0.000433805781354	1.06829260362e-05
m	0.066723329201	0.524043748645	0.405270323748	0.00359988909706	0.000141344351991	3.07269819117e-05	2.80149722385e-05	6.940077962e-06	0.000149424417051	6.22159072873e-06
m	0.1934552054	0.296102649548	0.501270964583	0.00830799649902	0.00018669264233	3.81179513039e-05	0.00036531530508	4.11928002067e-06	9.6991456017e-05	0.000171909601843
u	0.2459695908	0.220934869849	0.443252578194	0.0855481771663	0.00229992974078	0.0011260687471	0.00051962126836	1.12217479069e-05	0.000106357038672	0.000231545843948
f	0.0986566616	0.16033684995	0.429248676065	0.287372142389	0.0204215200136	0.00317079264903	0.000277409949453	0.000103162525969	0.000323672162891	8.90933769827e-05
è	0.0362134343667	0.100018328317	0.282739508688	0.550639027463	0.0268600990045	0.00285854667301	0.000145903857551	0.000125444038223	0.00036483692763	3.48553270209e-05
t	0.0139808631222	0.0512431401057	0.358238269563	0.551496612488	0.0230188466682	0.00139060744767	0.000441536866917	4.40338288743e-05	0.00013259648121	1.3475387567e-05
i	0.0266917755407	0.0334750123686	0.389720983188	0.417467627496	0.106655541223	0.0246959464826	0.00100436802231	9.15405395248e-05	0.000181375375737	1.58525610557e-05
p	0.0296271929969	0.0220939880229	0.187058873396	0.487999119165	0.228984697074	0.0429069771609	0.000891391674103	0.000182806339842	0.000238671781912	1.63137051519e-05
ò	0.010297580649	0.00857098890763	0.081466430132	0.605519066388	0.240543235691	0.0528395127203	0.000477989071368	0.000145152450614	0.000132771524637	7.28387948397e-06
r	0.00479115951633	0.00424837613588	0.078084250044	0.545184385463	0.261449318564	0.0974985662401	0.00850835727046	0.000145018240871	8.1835358879e-05	8.72615279466e-06
k	0.0385300896388	0.00289536697863	0.0700994316813	0.497541121821	0.235551282855	0.12390281708	0.0308358577568	0.000190221076957	0.00019158687296	0.000262222905265
e	0.0518811112129	0.00305471455954	0.0354517538938	0.386131651274	0.245142350952	0.243754094027	0.0331645462523	0.000517803942319	0.00054436763432	0.000357620690088
t	0.0206547623066	0.00214215628385	0.0165094373079	0.198124521091	0.325089740317	0.414201638009	0.0203968044174	0.00217239244744	0.00057231156144	0.000136218343296
e	0.00735176583787	0.000826964368617	0.0060149361793	0.120902948897	0.255335233439	0.55510573267	0.0510071258058	0.00305235578248	0.00035520409048	4.76799453653e-05
e	0.00337746874596	0.000421894004539	0.00269756632643	0.042730420399	0.18257917448	0.630838877557	0.132402320269	0.00451475209416	0.00041747085016	2.00377036884e-05
n	0.00164996053199	0.000192538656513	0.00124410918881	0.0211431156997	0.143637309827	0.628252892519	0.178894506756	0.0232195993647	0.00171537981672	5.05854437961e-05
