 	Valeria	legge	il	giornale	</S>
e	0.94067178	0.05864892878	0.0005264945085	0.0001427987315	1.003668525e-05
V	0.880663946667	0.118088467593	0.0010484604695	0.0001884775505	1.06488142833e-05
a	0.812222168889	0.186762195864	0.000884389170833	0.0001251294788	6.1107511611e-06
l	0.576686782963	0.421369745288	0.00170524393794	0.000178196328233	6.0015861587e-05
è	0.310472114321	0.687015095096	0.00223630739598	0.000198151807411	7.82854539957e-05
r	0.176941539774	0.820500181699	0.00234749414866	0.00017697355047	3.37705557986e-05
i	0.131476401591	0.8141238639	0.0426355141829	0.0113930553002	0.000371146956266
a	0.10343796753	0.756770487967	0.121161476728	0.0180987171001	0.000531340352089
m	0.0377556972767	0.680926342656	0.262197168909	0.0144993433667	0.00462144768403
e	0.0136508495922	0.516647814219	0.414955456303	0.0484053834556	0.00634052622801
l	0.00558233676407	0.33421753474	0.575624598768	0.0775719578185	0.00700361540934
e	0.00279903252136	0.160860925913	0.666206479589	0.162203462606	0.00793015926978
t	0.00142446230712	0.109380556304	0.679083159863	0.190053187535	0.0200586628899
à	0.000832144635707	0.093673793768	0.683501773288	0.194171202512	0.0278210862966
o	0.00137526017857	0.0453249949227	0.500501404429	0.426511117504	0.0262872534322
g	0.00127818007619	0.0208893669742	0.465649461476	0.482763802501	0.0294192054774
i	0.000555210565397	0.00979804964473	0.401126393825	0.5566549475	0.0318653651591
o	0.000440936968466	0.00392761693491	0.151438094275	0.764939525833	0.079253785053
r	0.000296038509489	0.00211994994497	0.130964931092	0.719831918611	0.146787145018
n	0.000114350112496	0.00117142289166	0.129412129031	0.686829339537	0.182472751673
à	4.54153571653e-05	0.000543164453887	0.0608868200103	0.773778936512	0.164745630558
l	4.15981680551e-05	0.000340574097962	0.0284446546701	0.812139182171	0.159033973519
e	0.000385580731352	0.000695957732654	0.0128868700567	0.561160534057	0.424871084506
</S>	0.000716334965676	0.00104370721633	0.00709284327835	0.323557807028	0.667589342253
