 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.93440097	0.052084885675	0.0125589801615	0.0008397339814	7.0521598635e-05	1.367194188e-05	2.746859593e-05	1.684413765e-06	2.1350074e-06
à	0.911577736667	0.0747171218917	0.0127459239072	0.0008440739278	7.04001504183e-05	1.364037711e-05	2.7345723096e-05	1.6502559328e-06	2.11620876333e-06
o	0.651214064222	0.327427915964	0.0196974178224	0.0015900123766	3.56459243461e-05	1.922592652e-05	1.2724413818e-05	8.409678354e-07	2.09061928444e-06
c	0.262490622741	0.710836665321	0.0247210502741	0.0018756231122	3.6829714782e-05	2.335699684e-05	1.3021171606e-05	6.87135625133e-07	2.09370876481e-06
e	0.111314797914	0.868404005107	0.0195569550914	0.0006781415574	2.53208230807e-05	1.01536251633e-05	9.54681096533e-06	3.48007025478e-07	7.45741955937e-07
r	0.053928685538	0.913686835036	0.0320061306971	0.000331112239133	2.68940205136e-05	9.70237760443e-06	1.01453814184e-05	2.58563002259e-07	3.15568446312e-07
k	0.047132903746	0.904372411679	0.0464052735657	0.00163826726638	0.000169418704838	6.87167135348e-05	0.000182317214806	2.05054867774e-05	1.02852510121e-05
è	0.0477456669153	0.837740937226	0.111929577855	0.00202758877546	0.000200144956946	8.23592870116e-05	0.000233056282382	2.71225625771e-05	1.36204808074e-05
o	0.0262870436384	0.587694435742	0.380344305952	0.00512526461182	0.000249368340982	0.000144863464837	0.000136282021574	1.0394932177e-05	8.10942207247e-06
n	0.0158986802461	0.327177318581	0.641479701984	0.0133089195373	0.00150874119033	0.000318187334946	0.000277455123858	1.73844117257e-05	1.36367313575e-05
t	0.00685590678203	0.33843587286	0.621020313995	0.0295117211791	0.00360279693011	0.000270455594315	0.000271799273619	1.89996851086e-05	1.21294894425e-05
a	0.00294303728734	0.287752394287	0.664885867998	0.0410621917264	0.00314201799004	0.000106292107438	9.6937395373e-05	7.01122394953e-06	4.25413965083e-06
è	0.00189320862245	0.120217305762	0.810898872666	0.0654572652421	0.00143480766668	5.54379858127e-05	3.52108648243e-05	2.78932432984e-06	5.09655473028e-06
