 	la	pasta	vuole	sale	</S>
i	0.79944675	0.18163554305	0.017773508724	0.00111546634	2.877629785e-05
p	0.582319103333	0.371534681017	0.0427795055747	0.00318526638	0.000181433309283
à	0.318459659444	0.604659390339	0.0735101951916	0.00315190335833	0.000218873033094
s	0.119424740148	0.81184695678	0.0673454327305	0.00130364570111	7.93016845313e-05
t	0.0447600199827	0.921311735593	0.0331373092435	0.000755344957037	3.56265826771e-05
a	0.0215777502609	0.713530735198	0.259156330414	0.00516279302568	0.000572408515226
ì	0.013319659987	0.338873000066	0.631782876805	0.0152364166752	0.000788070751742
t	0.005059014869	0.146478679355	0.778729142268	0.0693083318917	0.000424836890581
e	0.0770209689297	0.060706406785	0.570503007423	0.275489103964	0.0162805127902
l	0.100903566597	0.0242326796617	0.313334369141	0.538787334655	0.0227420266634
e	0.0347843312857	0.00906261503057	0.192162531047	0.691556678218	0.0724338446211
à	0.0128462457452	0.00337247660019	0.0727219096823	0.802446159406	0.108613198207
l	0.00439938932073	0.00148604688673	0.0302415262274	0.906068553135	0.0578044681357
a	0.00730365166258	0.000960142535577	0.0155595972425	0.646344736045	0.329831894779
</S>	0.0124004623313	0.00105967136779	0.00992416887125	0.346890445522	0.62972527739
