 	mi	si	gonfiò	il	dito	</S>
m	0.4546257965	0.2045830225	0.12485574712	0.171147481434	0.037157349025	0.007630644715
u	0.1674039685	0.434252354167	0.18214168904	0.171257730325	0.0372708451417	0.00767346542833
b	0.0689356635	0.570724211389	0.241595643013	0.0940565782883	0.0181256471806	0.00656230333278
r	0.0258516695833	0.556137480463	0.323816087671	0.0763065044294	0.0117421152735	0.00614616986833
i	0.0116266951111	0.410865916821	0.521706152557	0.0471076191431	0.0065211513045	0.00217249860351
s	0.00765225077037	0.170117215607	0.610213960852	0.154226494048	0.0551190037682	0.0026711056245
t	0.00342587376679	0.126403328536	0.405060650284	0.238895344683	0.221005721256	0.0052090755415
ì	0.00180886033226	0.120317856179	0.477230303428	0.162916000228	0.233221357085	0.00450560806383
o	0.00214046114409	0.0617183242597	0.447729333476	0.291834378743	0.191649622362	0.00492786277128
d	0.0016338955267	0.0210697739732	0.162520384825	0.509543049581	0.243885777454	0.0613471069238
à	0.000814333507567	0.00842445521107	0.081535464275	0.624732893194	0.187631472485	0.0968613746413
t	0.000553805241856	0.00517970917036	0.0656154547583	0.612681337731	0.256489170828	0.0594805042138
t	0.000203100201285	0.00417282862345	0.0468262049194	0.391493292577	0.519477760276	0.0378268197379
i	0.000236099368428	0.00298261100782	0.0224761299731	0.197659990859	0.692293416759	0.084351771246
l	0.000243668699309	0.00120214282427	0.00889515079103	0.340898670286	0.547171302253	0.101589072415
o	0.000149897672936	0.000507000286423	0.00383929598368	0.367617022429	0.301349100751	0.326537676138
</S>	0.000176942381468	0.000388505128211	0.00211052587184	0.189680729715	0.223955020376	0.583688263069
