 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.8085623	0.14199465075	0.0297376121205	0.0168066922705	0.00289479012495	2.527825597e-06	1.44308652e-06
k	0.598600566667	0.349863866917	0.0317578613735	0.0168634682902	0.00290648336965	5.443625199e-06	2.36302950667e-06
r	0.337892942889	0.641439632306	0.0139837819578	0.0056955889654	0.000981484280817	4.79750898633e-06	1.78904726889e-06
a	0.150345584963	0.736823010769	0.110327979153	0.00216458505713	0.000336441923872	1.68179868011e-06	7.50439472963e-07
s	0.0725996526543	0.499070150256	0.422232413051	0.00583761441904	0.000251062971957	5.4053353247e-06	3.74263920765e-06
ì	0.0248403529514	0.221343880752	0.744850157684	0.00871432437301	0.000239987760652	6.64112053923e-06	4.67038204255e-06
k	0.0135540893838	0.089478178584	0.880545719228	0.0161507143577	0.000260157020217	8.05057994408e-06	3.10327755418e-06
a	0.0199320667946	0.0421521308613	0.893959689743	0.0409822121192	0.00293813833341	2.43863433147e-05	1.13664624181e-05
l	0.0181344705982	0.0245980872871	0.878653646581	0.0729913553731	0.00543456511114	0.000146804585438	4.11014521394e-05
ò	0.0073465061994	0.014583111829	0.70042733886	0.271157095124	0.00627146403705	0.000172022637379	4.25118644131e-05
e	0.00985578573313	0.019166559343	0.424375296287	0.530461041708	0.016010293679	0.000103973418026	2.70576518377e-05
n	0.0194968492444	0.0346450051143	0.295397648762	0.597418780569	0.0470400172263	0.00450173206934	0.00149996665561
a	0.0165692905481	0.0267592552048	0.191375681587	0.593933083523	0.163392685742	0.00597409813978	0.00199588628987
è	0.0108047069827	0.0145895005683	0.082058312529	0.513817884508	0.375788175247	0.00216046879659	0.000780945034623
n	0.00844340182757	0.0101292034694	0.0355341317097	0.430953104836	0.504872205082	0.0081322132322	0.00193574177821
e	0.100773956443	0.13096684977	0.0241166334366	0.297213172612	0.418277158361	0.0219696720774	0.0066825672594
a	0.142315598814	0.18418363659	0.0203255118122	0.114115835204	0.40615326612	0.108930514692	0.0239756327531
n	0.0590580195247	0.0747719174633	0.00878854299073	0.0484889477347	0.41997095204	0.344272898231	0.0446486969177
v	0.0212493125616	0.0356159814211	0.00319919920691	0.0187873910116	0.233315536547	0.615213422744	0.0726191183059
e	0.0129074426539	0.0276890174737	0.00158381972564	0.00677612307053	0.089442360049	0.572405597581	0.289195591102
k	0.0094851295513	0.0161000406246	0.00107177390855	0.00281706409351	0.0460432120163	0.491152779194	0.433329973701
k	0.0168730155171	0.0538603016749	0.000842910269517	0.00107279605784	0.0225836424721	0.553301516398	0.351465801234
i	0.107413691172	0.221977867225	0.00326878635651	0.00091695780928	0.0096143222907	0.361727008633	0.295081353745
à	0.208792353724	0.452794409075	0.0109866852522	0.00190720536976	0.00464713843023	0.126646356711	0.194225813582
t	0.154054616191	0.372959002608	0.0109898293947	0.00177049257159	0.00580691714341	0.292537956237	0.161881136861
o	0.0602531520137	0.155304485453	0.0042662027089	0.00075966355553	0.0059048231478	0.374846378746	0.398665268954
</S>	0.0430852835068	0.123802100226	0.00301659525445	0.000604168002765	0.0040808382239	0.232751764373	0.592659234477
