 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.95078757	0.04290989895	0.0060942198135	0.0001212773778	7.6705498e-05	8.12649204e-07	1.73030819e-06	1.032908865e-07	5.7517696e-06	4.7122886e-07	9.57397755e-08	5.5018085e-07	7.0116956e-08	1.0103414515e-07	4.356191915e-08	4.68510535e-08	5.75868785e-08	4.83283781e-08	1.26046106e-07	3.3222703e-07
v	0.826220436667	0.10539536965	0.0639499847712	0.00238302798593	0.00148166928933	0.000119783099235	0.000251520694297	3.9058449655e-06	9.09561365333e-05	4.533223474e-05	2.71098787517e-06	3.307633015e-05	9.97762545333e-07	8.28750747838e-06	4.6619076305e-07	2.88472546167e-07	4.84678651167e-07	4.799981827e-07	3.04818345867e-06	8.18822995667e-06
ò	0.500529247222	0.40941929655	0.0816504317237	0.00440860499531	0.00231947502978	0.000258474046412	0.000453050208099	3.52424296552e-05	0.000284384868844	0.00016277040158	5.15345539584e-05	0.00016242503505	4.23436766484e-05	7.00600731595e-05	2.12325076543e-05	3.20052188206e-06	2.37244529171e-05	2.85542213942e-05	5.14358648196e-05	2.45490833189e-05
d	0.185958136874	0.76821619885	0.0383090587079	0.00461241149844	0.00129172663326	0.000189828100137	0.000329040489366	4.20250083717e-05	0.000270368218948	0.00019141515386	6.57677295195e-05	0.000196577135017	5.60295033495e-05	8.26490432532e-05	2.77889839948e-05	4.12802562735e-06	3.13556564724e-05	3.75521595381e-05	6.55683138732e-05	2.24249045063e-05
ò	0.0712716384247	0.891209186283	0.0323860635693	0.00377271983281	0.00062432388442	7.10038410457e-05	0.000190155636455	1.47740659106e-05	0.000113766570983	0.000106926995953	2.38050827732e-05	9.8672156339e-05	2.06305306832e-05	2.87240455511e-05	9.6974816416e-06	1.67457408245e-06	1.14630653241e-05	1.3156022186e-05	2.35494565577e-05	8.0969619021e-06
p	0.0416212594749	0.917452592094	0.0336895138564	0.00586353411094	0.000620464864807	6.16717500152e-05	0.000162285898818	7.31207683687e-06	7.44910039943e-05	0.000170482023318	1.23451849911e-05	0.000200168073446	1.33473416611e-05	1.1704501917e-05	3.89429713053e-06	2.38499643415e-06	6.27363734137e-06	5.136583772e-06	1.70914948526e-05	4.02017246737e-06
o	0.0369176364916	0.747729684031	0.189892254619	0.0206245887036	0.00338074297494	7.46930926717e-05	0.000579402632939	5.39748171229e-06	0.000154380899665	0.000290810057773	9.59030433037e-06	0.000288867267815	1.20907944537e-05	6.42004810567e-06	2.09790829351e-06	2.65295586805e-06	5.11329584712e-06	2.58617530067e-06	1.61191237842e-05	4.81310698912e-06
j	0.0247503601972	0.418755134677	0.502372784873	0.0476975019012	0.00503675209165	8.81833902239e-05	0.000678972092646	4.4806369041e-06	0.000202939589888	0.000208741846591	6.78085657679e-06	0.000165087208605	7.50349905123e-06	3.88394323522e-06	1.43745199784e-06	1.66288214602e-06	3.61924054904e-06	1.65704869689e-06	8.2910737614e-06	4.18311002971e-06
u	0.0088163065324	0.202458828226	0.722583328291	0.0622858676337	0.00324929413055	7.52221462746e-05	0.000266288797115	2.99622307137e-06	0.000110127615896	7.36559500537e-05	3.4818878076e-06	5.95266697283e-05	3.68901771241e-06	1.66873304507e-06	7.04706488447e-07	1.20413220021e-06	1.85768295001e-06	6.60959557963e-07	3.75587040647e-06	1.51218832657e-06
r	0.0032612278448	0.101296578409	0.77017790943	0.122738501545	0.00221272157685	6.01802696249e-05	0.000148585600272	1.56584309379e-06	4.8405786232e-05	2.56712520079e-05	2.03014971787e-06	2.06780249028e-05	1.59777106614e-06	6.6485478169e-07	2.74525203982e-07	5.00000171603e-07	8.1514648367e-07	2.46454618321e-07	1.35177380149e-06	5.2435956219e-07
