 	credo	che	stanno	ancora	svegli	</S>
p	0.96615038	0.008752744	0.015866223204	0.0038325511275	0.00538944988	8.7058251e-06
i	0.963208893333	0.0116600066667	0.0159012647747	0.00383614578083	0.00538533602367	8.39082991667e-06
s	0.875139797778	0.112546454889	0.0091702539649	0.00129924158528	0.00184129980822	3.01691404222e-06
t	0.686239199259	0.297088678296	0.0155331039883	0.000468345380093	0.000667894447407	2.85714620074e-06
è	0.684976333086	0.295850536099	0.0187418556628	0.000194321978364	0.000234216691136	2.78916722358e-06
o	0.543363047695	0.318779755366	0.0917331088876	0.0411514104461	0.00495053966438	2.21680662312e-05
k	0.211441007298	0.424436018455	0.298681476296	0.0582733351487	0.00713862905479	2.95434868437e-05
a	0.0750022754993	0.320256898152	0.570253392099	0.0314280780496	0.00304669236826	1.26733534812e-05
s	0.0283492719331	0.193438284717	0.726104354033	0.0478668826832	0.00421707430609	2.41501755937e-05
t	0.011484826811	0.173166854906	0.751320541344	0.0587581638944	0.0051836078687	8.60606451979e-05
è	0.00714141577033	0.139666629969	0.732377497115	0.118083575631	0.00263706833957	9.3886581066e-05
o	0.00640166435678	0.0717747639897	0.510790099038	0.405554168544	0.00542818106319	5.1158583022e-05
n	0.00418141922559	0.0345618239966	0.353940243013	0.548356639515	0.0587379230211	0.000221949864341
e	0.00250514754853	0.0180846038989	0.271736282004	0.633051459838	0.074310497907	0.000311999221447
a	0.00284124504951	0.00644279358297	0.103734029001	0.854655033279	0.0321424815357	0.000184439245816
n	0.00233775834984	0.00273603637766	0.0532090370003	0.80585737776	0.134060535845	0.00179927597394
k	0.0102232619499	0.00239652775922	0.0452044763334	0.593914209253	0.339779661948	0.00848189099131
ò	0.0168259363166	0.00217435075307	0.0305840157778	0.543915553084	0.396887150649	0.00961303746377
r	0.0099920481022	0.00111105600936	0.0162587724259	0.690992174361	0.276916440216	0.00472954068792
a	0.0255105030307	0.00172178629479	0.0127175769753	0.550840842787	0.248639390072	0.160569941296
a	0.0306742516602	0.0018989261296	0.0102732214351	0.232001035596	0.494841696691	0.230310912765
t	0.0102803034201	0.000641835129533	0.00376037193503	0.119953111865	0.738308485564	0.127055906588
s	0.00344526105237	0.000221570913844	0.00167690276501	0.079965799955	0.818120935188	0.096569502196
ù	0.00118316170779	8.11158806147e-05	0.000708131773337	0.0500562633183	0.855656398396	0.0923149193987
n	0.00043020931993	3.56061905382e-05	0.000285334730779	0.0309904271061	0.896854932799	0.0714035197996
n	0.000256506782643	1.80731966127e-05	0.00013575056626	0.0224254293687	0.9404463776	0.0367178669332
i	0.000227981197548	8.4198739709e-06	6.02340017533e-05	0.0109451849896	0.9262610792	0.0624970879777
t	0.000112811518416	4.13903615697e-06	2.87898624178e-05	0.0056722588632	0.9073819564	0.0868000659926
i	0.000110823615372	5.37670271899e-06	1.96129496393e-05	0.00345468194773	0.621382944133	0.375026595331
</S>	0.000164222817686	7.82568810949e-06	1.74170028196e-05	0.00179206896387	0.329581095067	0.668437397666
