 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.89400722	0.0939347776	0.010613826385	0.000918904089	0.0005078099185	8.37482015e-06	8.70273435e-07	6.81918875e-06	3.70816275e-07	4.80969059e-07	5.50787995e-07
n	0.58577147	0.3239583992	0.0849432131283	0.002644906763	0.00171754657283	0.000761646419383	1.18296384783e-05	0.000180405528583	1.036021125e-06	8.35516976633e-06	1.18912469833e-06
e	0.223759358667	0.6558422664	0.114435813376	0.002859365921	0.00183025734094	0.00100995276259	1.49945549461e-05	0.000235074580861	1.033027805e-06	1.07060229488e-05	1.16551908611e-06
v	0.0787520583457	0.8158640388	0.102347696792	0.001656510807	0.00080224067698	0.000446555036997	1.51209317687e-05	0.000106974534954	1.31459699833e-06	6.8332200096e-06	6.58388292037e-07
ò	0.0268088763586	0.879331446267	0.0918623309307	0.00123811198233	0.000417468204993	0.000256261422642	1.50831198778e-05	6.31144022913e-05	1.390838984e-06	5.51011416917e-06	3.88430581246e-07
ì	0.0172744739062	0.864425348756	0.10319907231	0.0138773135408	0.001009376401	0.000164949637857	6.03987138087e-06	3.88383360704e-05	7.19468325887e-07	3.32777455569e-06	5.33884034315e-07
c	0.0150092131354	0.674095516252	0.283342054103	0.0259145645136	0.00145312408033	0.000145681550619	3.33485372696e-06	3.25674066901e-05	5.31820335296e-07	2.84523848523e-06	6.11284910105e-07
h	0.0085087993118	0.505380295417	0.465501884701	0.0197722888379	0.000757979915443	6.1861612873e-05	1.59054412899e-06	1.27939752834e-05	2.37712565099e-07	1.25699659508e-06	1.01759970203e-06
a	0.0071287268706	0.371542391806	0.5862113949	0.0336052436126	0.00137979821381	0.000111280675624	1.365240863e-06	1.79596548145e-05	1.29241978366e-07	5.3756134836e-07	1.16352250068e-06
d	0.00441142841687	0.201195309602	0.726618864967	0.0650424612042	0.00241619777127	0.000256853868541	1.1936003021e-05	4.20015482715e-05	6.66697942789e-07	3.80723479945e-06	4.93603976893e-07
ò	0.00158802075229	0.103533050201	0.573535551656	0.312655803735	0.00840626075709	0.00022379820618	1.48573350903e-05	3.67516275238e-05	8.2053240893e-07	4.85398599648e-06	2.43592418964e-07
n	0.0080496804041	0.0682358704003	0.257721817219	0.653391784578	0.012216208919	0.00025389886206	1.94667414468e-05	2.38993506079e-05	9.65087197643e-07	1.02477680622e-05	7.61723423563e-05
t	0.0152894333014	0.0626814458001	0.242811429073	0.670152261526	0.00853054730633	0.000342008940687	2.53943828156e-05	2.06749368693e-05	1.23339371921e-06	1.26806348207e-05	0.000132897454119
a	0.0144713939338	0.0543344422667	0.217405158024	0.650079453842	0.0570871617688	0.00567277298023	0.000166860029939	0.00068704784229	3.25990379307e-06	1.47318544069e-05	7.7701632873e-05
s	0.00903066273127	0.0230160724222	0.173870191008	0.629313591281	0.142242573923	0.0209577933267	0.000562754136646	0.00095853594743	4.02399403102e-06	1.5865377469e-05	2.78829907757e-05
ì	0.00304723357709	0.0090949140074	0.155397670769	0.538648770427	0.271187877974	0.0216782239089	0.000551836877549	0.00037605811981	1.65828860334e-06	6.40299810967e-06	9.30828150423e-06
n	0.00148172927236	0.00345479250247	0.058386548023	0.613488623476	0.313054709325	0.00962691676963	0.00035468795785	0.000139395266603	3.17797536078e-06	5.54332298989e-06	3.91676116241e-06
d	0.00804204959079	0.00446967913416	0.0332459446743	0.697746574492	0.235087823108	0.0206419082565	0.00054592677595	0.000107223904868	7.66957478693e-06	8.98059399663e-06	9.62952347875e-05
e	0.0110089981969	0.00550200924472	0.0190439312914	0.574753778164	0.320228927703	0.0653369194188	0.00253683294865	0.00142663162829	1.32873495956e-05	2.03255999989e-05	0.000128403166929
k	0.00755646239897	0.00319971261491	0.0107256034971	0.384890869388	0.475852509234	0.103812286473	0.0111689653162	0.0025961095761	5.68112448652e-05	8.72582309996e-05	5.3439283643e-05
a	0.00546715339966	0.0016169432383	0.00761428906237	0.222718383129	0.510965986411	0.224764988824	0.0230363597721	0.00362098679203	6.67905669551e-05	0.000101508353333	2.66573436143e-05
ì	0.00297437406655	0.00122562981277	0.00267582143746	0.0889379077097	0.531127878804	0.341686162941	0.0275453025907	0.00374967129734	2.5875296485e-05	4.07802347777e-05	1.06400359381e-05
c	0.00199515494552	0.000925588322257	0.00110768591915	0.0462423602366	0.500341632935	0.413454414314	0.0333241481969	0.00254616363245	3.80365176617e-05	1.91583519259e-05	5.66495507937e-06
h	0.00097142697184	0.000370553295419	0.000571156229717	0.0244492080789	0.315957520978	0.626889054771	0.0287288050656	0.00200183221082	4.22129400872e-05	1.1216500642e-05	7.05603445979e-06
a	0.000829628723947	0.000244123178473	0.000265011796572	0.010464239193	0.134932681659	0.784243784924	0.0643709046885	0.00454017457027	5.45120688957e-05	4.56411938807e-05	9.38211881993e-06
a	0.00120663750798	0.000230471489491	0.000130459003524	0.00423830359767	0.0559361492197	0.652872774975	0.26910702823	0.0160284081901	0.000141026127632	9.92801579602e-05	9.50819427331e-06
n	0.00102820922599	0.000157751044164	9.6854564508e-05	0.00188090473256	0.0290280110732	0.493469904992	0.44884276941	0.0241020680634	0.00116421683254	0.000215133135987	1.41460920911e-05
o	0.00044938018533	0.000128437842388	6.6442212836e-05	0.000903385810853	0.0179903331911	0.365196678331	0.43846159647	0.174171619354	0.00234323097751	0.000274689395329	1.4157747697e-05
