 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.775214865	0.2175661413	0.006125727208	0.0009285135933	1.653841365e-05	0.00013251197148	6.15925158e-06	7.435236365e-06	2.220596117e-07	2.3149135865e-07	2.5419472325e-07	5.015560475e-07	3.0382085565e-07	1.4585458265e-07	5.737732455e-08	7.13742364e-08	5.956589775e-08	7.61141807e-08	2.630363585e-07
d	0.583911541667	0.4033941571	0.0114293664027	0.000965679077767	8.75050512167e-05	0.000188344523827	1.01295461933e-05	7.63552097833e-06	2.15856858057e-06	8.33702762883e-07	3.9476373775e-07	1.2451322825e-06	3.05050519883e-07	1.86584594217e-07	6.71418631833e-08	7.40765038e-08	6.187368475e-08	8.78695135667e-08	2.63610890167e-07
i	0.363331390556	0.619142409033	0.0167850804676	0.000503622919256	0.000102321908639	0.000119453647842	7.49328540777e-06	2.80792384944e-06	2.66019310896e-06	8.88459049628e-07	2.7537612225e-07	1.16837391317e-06	1.08726420128e-07	1.05197061406e-07	3.30604181278e-08	2.81991796767e-08	2.36152611e-08	4.28526348222e-08	1.00219804056e-07
k	0.156753469519	0.767637749678	0.0732828728225	0.00151689881975	0.000502068394446	0.000212593062514	5.12395834793e-05	3.32665781648e-06	1.25563049518e-05	6.99090114521e-06	2.04360037042e-06	1.59732144901e-05	4.93787365427e-08	1.2748217238e-06	3.07713843109e-07	1.21773543302e-07	7.101428105e-08	3.60313481907e-07	7.80352980187e-08
ì	0.0648614243397	0.676530659893	0.235664597607	0.0218936029066	0.000657247344815	0.000269614484171	6.69498134931e-05	4.33489737216e-06	1.58856144673e-05	9.07168671174e-06	2.65786585514e-06	2.103380588e-05	7.96991765142e-08	1.6811614336e-06	4.12047459036e-07	1.62331586101e-07	9.516910735e-08	4.80543875969e-07	8.43759293396e-08
m	0.0490423966132	0.536445363298	0.374818185869	0.0388758919689	0.000370909048272	0.000373158758057	3.6462200831e-05	3.47197135739e-06	7.02935020577e-06	6.07525623391e-06	2.25617081671e-06	1.58188273433e-05	1.12144343838e-07	8.423209502e-07	3.59364847679e-07	1.38919867034e-07	9.384245945e-08	8.6780507399e-07	6.12579513113e-07
m	0.117427798871	0.493171301099	0.357524471956	0.0307098446563	0.000630246502757	0.000423407779352	3.22471909437e-05	5.7840652858e-06	6.89357930192e-06	1.3144676078e-05	2.8031619389e-06	2.56398651144e-05	3.38307632946e-07	9.60622996733e-07	1.87135721589e-06	4.32933739011e-07	5.29803359817e-07	8.96432002466e-06	1.33422485377e-05
u	0.127521373957	0.384255347033	0.420693033985	0.0601654672188	0.00480531190092	0.00217205308645	0.000255498406981	2.70113039286e-05	7.50414486731e-06	2.0820585026e-05	3.22368007963e-06	3.41094877048e-05	4.38606257765e-06	1.43836543224e-06	2.44774897196e-06	6.57720846337e-07	7.68752029939e-07	1.14509678082e-05	1.81164168459e-05
e	0.0554499256523	0.192231274344	0.549635634662	0.166488162406	0.0315441833003	0.00411650069548	0.000421406382327	3.46685019762e-05	6.48002205577e-06	1.97650496753e-05	3.16941999321e-06	2.77361224349e-05	6.02618655922e-06	1.36722764408e-06	1.13897363065e-06	4.49562415446e-07	4.24889791646e-07	4.4073005894e-06	7.29178184863e-06
m	0.0223700311174	0.0792655027813	0.527222234887	0.275230547469	0.0813876824334	0.0117966858985	0.00160831330744	0.000223292884659	0.000387567550019	0.000214970301892	8.31835261977e-05	6.96344580116e-05	5.81519521974e-06	9.01865681814e-05	1.22735373835e-05	1.05015796718e-05	6.83933020222e-06	8.13576171647e-06	6.61415851621e-06
à	0.0089189188058	0.0407737602604	0.372517811629	0.47446190249	0.0798448254778	0.0200928566328	0.00194497274581	0.000285787283886	0.00051319232874	0.000275799790997	0.000109446703233	8.15772313372e-05	5.23135190325e-06	0.00011962983057	1.59521675745e-05	1.38330034516e-05	8.96248282774e-06	9.28056832882e-06	6.26408359207e-06
n	0.00810324880193	0.0309535274201	0.229873113876	0.65486687083	0.0581281431593	0.0156358235443	0.00112455879194	0.000144484090295	0.00025911226498	0.000401763820699	5.9569188911e-05	0.000276395509112	2.56392259775e-06	5.14092213667e-05	2.44994776382e-05	8.60937704487e-06	6.63763203625e-06	6.96335571996e-05	1.00267959507e-05
a	0.019951852934	0.0278228428067	0.148393379959	0.583477260277	0.12864821772	0.0813162211814	0.00806186949731	0.000631353416765	0.000285271978327	0.0005650151269	8.76545763037e-05	0.000558444783037	1.23916086659e-05	3.76675771222e-05	2.93948267127e-05	8.59885968162e-06	6.90062361208e-06	9.25587377332e-05	1.31130125169e-05
