 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.9887383	0.0112281564	1.9669409e-05	1.016039745e-05	3.3442571e-06	1.24348562e-07	1.1142196e-07	1.5091935725e-07
i	0.901373383333	0.0939067344667	0.00149363379133	0.00309509403845	0.000129876704567	7.23859505333e-07	1.6969416e-07	4.0134613725e-07
n	0.736410457778	0.257084821489	0.00217264484044	0.00412418055115	0.000173884006522	1.37277822684e-05	1.84047812133e-05	1.87988267908e-06
a	0.505371419259	0.486183960496	0.00510390475681	0.00322952038872	6.72911095073e-05	1.74363347181e-05	2.43775018349e-05	2.06801425303e-06
d	0.24011311742	0.748725420165	0.00812418481894	0.00293396893374	3.30493501691e-05	3.8352816868e-05	2.93286810421e-05	2.54109561101e-06
r	0.09871634014	0.891093823388	0.00878148783965	0.00125932978208	6.84676880564e-05	4.5656620356e-05	3.21604856807e-05	2.70086102367e-06
e	0.0531084280467	0.868524791129	0.0751085862799	0.00314013159403	8.88317473521e-05	1.5933561552e-05	1.20103982836e-05	1.27745916122e-06
f	0.0224691256156	0.857353380376	0.11618990876	0.00358901077468	0.000128079967117	9.42103405507e-05	0.000118554137151	5.77327650537e-05
f	0.0307102101385	0.835038743459	0.13157461292	0.00143764275156	0.000338070372372	0.00017714359685	0.000639955045717	8.36511263512e-05
ì	0.0361756020462	0.825249624486	0.129168143307	0.00743926516719	0.00110830984079	0.000117847034117	0.000704645157572	3.65870604504e-05
m	0.0206237250154	0.670388534829	0.295643353436	0.0103724615891	0.00253507828026	6.94038898723e-05	0.000328135461524	3.93137358168e-05
m	0.126095440672	0.360901808276	0.504477151145	0.0052249691297	0.00261422559342	7.77999566241e-05	0.000240915083841	0.000367697403939
u	0.171649099224	0.192019082759	0.586841283715	0.0345074397766	0.0133056560311	0.000867114785541	0.00030751129128	0.000502809901313
a	0.073600228708	0.0872387179863	0.708115761238	0.100365768592	0.0289752533437	0.00118589642851	0.000294385640427	0.000223995088438
n	0.0273244712027	0.0374954373954	0.655984503746	0.164310799531	0.0813240064479	0.0234803129762	0.00911519395681	0.000965268184146
k	0.144641015401	0.0255993961318	0.479275211249	0.131568906844	0.0873307216826	0.0355199506587	0.0752871159856	0.0207776441947
ò	0.1918174908	0.0165325370439	0.549194830416	0.0616472232813	0.0340797704275	0.0305195865529	0.0896883365619	0.0265202039766
r	0.0748452243333	0.00893324231463	0.786603876805	0.0389445344271	0.0227069518092	0.0276082596843	0.031415036534	0.0089428886272
a	0.0429390655111	0.00601575553821	0.610176373935	0.163447680809	0.118055458603	0.0400287540614	0.0141121986247	0.00522474079907
e	0.0323254673704	0.0046784710594	0.281350972978	0.293628593603	0.210319412868	0.160116351354	0.0131099212082	0.00447084863302
n	0.0121253810235	0.00181791191647	0.141955943226	0.202179364534	0.181804840956	0.398829533785	0.0551163920694	0.00617067504434
ì	0.0045775721745	0.00078172036549	0.050527916442	0.0820640290447	0.108155756319	0.654352044595	0.0929706673565	0.00657030444811
r	0.00212574452483	0.00038135802183	0.0247497319473	0.0343135012149	0.059798064773	0.726399948198	0.143655292452	0.00857634424937
t	0.00880283750828	0.000313959803943	0.0228455256491	0.016427887705	0.0402831432243	0.584517792733	0.293274687484	0.0335341870831
e	0.0118417696694	0.000392849524648	0.0171557581497	0.00714488686833	0.0141257418748	0.369705250911	0.414868889161	0.164764873694
e	0.00528675632313	0.000293024848216	0.00646534738323	0.00416640912278	0.00520891092493	0.182462128637	0.448040486387	0.348076917898
t	0.00204872473788	0.000113872683972	0.00228243707108	0.00204340082426	0.00232254004164	0.133926141212	0.563232138796	0.294030764966
t	0.00068597298656	3.89204991573e-05	0.000778007393693	0.00080944997142	0.00124138325055	0.125645160404	0.750081246265	0.120719904655
ù	0.00026697059262	1.79040203191e-05	0.000293971887898	0.000715982803807	0.00067920878685	0.0696137228013	0.691705838755	0.236706425552
</S>	0.00018953962631	1.59876511596e-05	0.000189454338949	0.0010177240019	0.000655408993425	0.0438474404007	0.554470604378	0.399613862776
