 	non	ho	cosa	è	da	mangiare	</S>
e	0.7802366	0.156501795	0.0577853955	0.00511953537	0.0002572722825	8.5928308e-05	1.3480111e-05
n	0.545529466667	0.376389291667	0.0718831468333	0.00511638742333	0.000494973060833	0.000529007248	5.7723716e-05
è	0.221361128556	0.470767690556	0.300117927278	0.00661019844111	0.000427936806944	0.000648271238333	6.67982531667e-05
c	0.0785667886187	0.454197310185	0.459067422426	0.00746815114704	0.000391473332315	0.000284284288444	2.45022546889e-05
h	0.0266157818176	0.405846155728	0.562115887475	0.00477310624901	0.000457817087438	0.000180542147815	1.07076932296e-05
o	0.00974296768387	0.173815745576	0.764590742492	0.049451154283	0.00200628986248	0.000311358080938	8.17671502765e-05
t	0.00412314543462	0.080097037192	0.735113314164	0.085375984761	0.0930516166208	0.00212526069365	0.000113654957426
i	0.00844037211821	0.0317735671973	0.499024981388	0.294040941587	0.161021130874	0.00412547393122	0.00157355314314
è	0.0107229797727	0.0131182339991	0.215416630796	0.572543447196	0.180450485625	0.00559349351041	0.00215473785438
n	0.00451985728423	0.0058191866997	0.0819552851653	0.522830315732	0.368715128542	0.0149297761701	0.00123046485813
a	0.0171017490547	0.0245047934666	0.0334323079551	0.287028892911	0.456981836181	0.155660093057	0.025290357486
f	0.0212146494699	0.0303445188889	0.016908408065	0.109274704204	0.441823438727	0.317862871019	0.0625714258287
à	0.00709036857163	0.0101803043196	0.00578201000167	0.0383799534347	0.387158776242	0.499190677006	0.0522178952762
o	0.00326914068721	0.0038583587632	0.00218619315389	0.0136428328716	0.192995804081	0.490524872335	0.293522765092
</S>	0.00297325864361	0.0026079599316	0.00144568095694	0.0068706393258	0.0974574250405	0.330245206167	0.558399782546
