 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.69637393	0.2322967	0.069324554	0.000962233735	0.00101376665	2.26073635e-05	3.4393522e-06	1.59221647e-06	1.16989275e-06
n	0.466258494667	0.46267741	0.0621245956667	0.00616225161167	0.00251633258333	0.000154062961167	3.79371935e-05	6.727610199e-05	1.62284081667e-06
e	0.206686025556	0.52264953	0.255415442889	0.0100930912039	0.00481201989444	0.000202435795722	4.99849751667e-05	8.97520608633e-05	1.70979750556e-06
s	0.085469501352	0.37798558	0.432027580963	0.0981149914013	0.00619254869815	0.000130334823907	3.48775323889e-05	4.29809971544e-05	1.62386750185e-06
p	0.0306945785173	0.263338556667	0.461835180321	0.236696490467	0.00705418076605	0.000304214957969	3.2685703463e-05	4.24761773848e-05	1.65706393395e-06
ì	0.0172953344058	0.117680385556	0.661117676774	0.197634472489	0.00589273515535	0.000331017466656	1.6451281741e-05	3.07311872416e-05	1.22747867798e-06
c	0.0169125751353	0.0876032551853	0.619049965591	0.270460453163	0.00523636295178	0.000637778869552	2.90857485003e-05	6.19734788605e-05	8.59097785933e-06
c	0.0102941090451	0.0852848917284	0.569441635197	0.326868429388	0.00661565698393	0.00129925098985	3.52849752668e-05	9.11106236202e-05	6.96390402864e-05
e	0.0092352026817	0.0561276139095	0.474832858399	0.387745554796	0.0535068539946	0.01800904543	0.000241893947522	0.000203605351873	9.73558217621e-05
t	0.00850040667923	0.0261220919698	0.177891272633	0.672486498265	0.0909716633315	0.0234358501433	0.000319164711174	0.000225200664291	4.78530719494e-05
s	0.00284094849431	0.0096954268566	0.0733837693777	0.810179456088	0.0949839797772	0.00870383814777	0.000118135867391	7.84146816637e-05	1.60403857451e-05
a	0.00112779434734	0.00381752546887	0.0345291222926	0.759607062029	0.194425883259	0.00638235814926	6.17524661303e-05	4.27988504546e-05	5.73545701503e-06
o	0.000703740172447	0.00137029801096	0.0136581901642	0.52494787401	0.450995277753	0.00808760304975	0.00016381944071	7.08637468182e-05	2.39124344501e-06
s	0.000384489154482	0.000526441024987	0.00673429375473	0.310977561337	0.656503282584	0.0229159963499	0.00186323272357	9.27256189394e-05	2.02269078834e-06
ò	0.000181106548494	0.000258070061662	0.00373908778491	0.187474996446	0.760538840861	0.0443626887833	0.00337136454119	7.18631776465e-05	2.00825622945e-06
z	0.000114721325165	0.000298520123887	0.00956886066164	0.149156148149	0.764490826954	0.0716073895944	0.0046977622804	6.41812885488e-05	1.58581847648e-06
o	0.00523742266072	0.00517553790796	0.0135981750205	0.155342432716	0.525759902318	0.218390433198	0.0625558494268	0.0138410224708	9.91838814922e-05
s	0.00694470150107	0.00667454498265	0.00742659824017	0.0946241589053	0.398303254106	0.283677164399	0.182051919809	0.0201505253569	0.000147077040497
p	0.00231816843252	0.00230018940088	0.00298946299672	0.0448648789684	0.368797434702	0.383256391466	0.185747724603	0.00961511431897	0.000110622600166
i	0.00084066421884	0.00082251533696	0.00115270892357	0.0188886981228	0.220447094901	0.542572180489	0.203210072868	0.011881344773	0.000184731636722
c	0.000352713587947	0.00035019661232	0.00166444654919	0.00938145384093	0.1790432583	0.410359873496	0.380527610956	0.0159275372577	0.00239290119557
c	0.000145884229316	0.000230062680773	0.00181504357306	0.00499523468031	0.147832784433	0.410049091165	0.394931863652	0.0360137527526	0.00398629863186
è	0.000266960651439	0.000500311080258	0.000643099792687	0.00313147719344	0.061440507811	0.370954484388	0.436442827884	0.122248474251	0.00437186054395
t	0.000393769507146	0.00115658269342	0.000980750075896	0.00273502083115	0.0355280306037	0.147021091463	0.599746475961	0.197734788084	0.0147034665146
s	0.000273468810715	0.00178787843114	0.00177667915863	0.00361837437705	0.0894900835346	0.107734046488	0.586003571987	0.190913086028	0.0184027766715
i	0.000555217055238	0.00196389747705	0.00158394308621	0.00507603069235	0.0994462609782	0.113837937163	0.468080797329	0.280466822009	0.0289890670572
t	0.000616253967553	0.00124924163835	0.000821805250737	0.00358992554078	0.0363803277927	0.0719402962877	0.488185635776	0.364401964003	0.0328145426857
s	0.000206062052891	0.000426434547783	0.000300609055579	0.00124151809226	0.0136106687642	0.0415243599959	0.508452355259	0.410556338001	0.0236816598952
e	8.6463510197e-05	0.000156877413261	0.000118712788526	0.00048731859942	0.00539742074473	0.0310985874986	0.331021041753	0.588392079334	0.0432415009651
g	4.6402933099e-05	6.62856237537e-05	7.76776395087e-05	0.00024112592314	0.00265927373824	0.0178209069995	0.291916210584	0.635146259778	0.0520258319884
r	1.61304195197e-05	3.33279692512e-05	6.60557398362e-05	0.000122958887047	0.00182218332608	0.0181281543332	0.298847953528	0.610248086593	0.0707151356628
à	1.92164166266e-05	2.22313757504e-05	3.40707379454e-05	7.47634316823e-05	0.00080867895536	0.0128791214111	0.167208811176	0.701176212198	0.117776921888
t	2.01854151422e-05	2.22087145835e-05	2.78145639818e-05	5.41482995608e-05	0.000374196721787	0.00470798623703	0.121321400392	0.769557487399	0.103914622296
s	7.9113110474e-06	2.94203751945e-05	2.68101771606e-05	3.48706908536e-05	0.000247112543929	0.00169492054568	0.102164165464	0.844966712466	0.0508280820987
i	1.19620067491e-05	2.93440240648e-05	1.87049188869e-05	4.63073022845e-05	0.00020903568131	0.00219704824856	0.040431023488	0.673354527489	0.283702017033
</S>	1.85477333745e-05	2.40658355324e-05	1.73507104435e-05	6.31996361423e-05	0.000212320340655	0.00351335622428	0.020529786244	0.440739073745	0.534882278516
