 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.968164885	0.0305544774	0.00110432206	6.0980458e-05	2.87713682e-05	1.24971318e-05	5.9730857e-05	2.9695865e-07	1.343805105e-05	7.3641707e-08	6.15867885e-08	1.04136105e-07	3.48580215e-07
s	0.753943428333	0.239649707133	0.00603869495333	0.000242745869333	4.13146227333e-05	1.19518500167e-05	5.818375739e-05	3.13956426667e-07	1.31727180333e-05	7.2808266e-08	6.83766371667e-08	8.59798973333e-08	2.36649715e-07
t	0.397836949444	0.566054635711	0.0354093794844	0.000622804643111	3.57104699111e-05	7.02621275557e-06	2.64562611867e-05	4.64789235556e-07	6.1041981611e-06	7.7064279e-08	8.23434767222e-08	2.09641654778e-07	9.76456996667e-08
è	0.300309856481	0.656649725237	0.0423814131615	0.000590119551037	2.9709975637e-05	6.27289901852e-06	2.75901673956e-05	4.83555641852e-07	4.39566118703e-06	7.60767406667e-08	7.49374805741e-08	2.55160340259e-07	5.23417185556e-08
o	0.246627240494	0.707241788412	0.0451538993872	0.000787765087012	0.000135444681879	7.58543310617e-06	4.12804501319e-05	3.83640610617e-07	4.29613006234e-06	5.93485312222e-08	5.84846151914e-08	1.5056014542e-07	8.72284901852e-08
s	0.090714737598	0.709790129471	0.183168801462	0.015664693429	0.000606566127293	1.56151630354e-05	3.46104071773e-05	8.65702903539e-07	3.63745810411e-06	8.59783837407e-08	8.34636850638e-08	1.16321021807e-07	9.53502163951e-08
t	0.032368399066	0.551599903157	0.386078190487	0.0291446818097	0.000751630662431	2.45722833451e-05	2.89278875258e-05	1.25840233451e-06	2.1319805847e-06	9.25700145802e-08	8.20965500213e-08	1.20744897269e-07	3.9744299465e-08
o	0.0128369724553	0.499436761052	0.460671173496	0.0262770659366	0.000716431907477	2.1149421115e-05	3.76114065086e-05	8.83016014837e-07	1.70711681157e-06	6.08540370934e-08	5.20117263404e-08	1.21001724423e-07	2.63635788217e-08
t	0.00544542286843	0.385320373684	0.480454167832	0.113573452646	0.0147215893025	0.000403545922705	5.57892105029e-05	2.20205911416e-05	1.92218232052e-06	7.52948974598e-07	6.0941944678e-07	2.99976240141e-07	5.72557309406e-08
e	0.00225760167281	0.224890377895	0.585639622611	0.164590057549	0.0216380514342	0.000567952130902	0.000382804706834	2.91403169639e-05	2.19652457351e-06	9.83827785533e-07	7.97868987593e-07	3.66436785714e-07	7.00186259802e-08
