 	la	casa	la	costruisce	il	mastro	</S>
o	0.80327883	0.1743661275	0.0219925730255	0.00029843336535	4.855935253e-05	1.064236227e-05	4.824885395e-06
s	0.513336753333	0.4578786525	0.0281143740085	0.00057621698845	6.83211498433e-05	2.04313487567e-05	5.23543863167e-06
p	0.223024431111	0.753062384167	0.0229893020028	0.000852273862817	4.84851522811e-05	1.95817469189e-05	3.49730391056e-06
ì	0.10992607037	0.846340961389	0.0430158306676	0.000681675732606	2.2308216127e-05	1.02463081063e-05	2.87577570352e-06
t	0.06463662369	0.608668653796	0.319183408223	0.00736387555587	0.000109262774076	3.59752398354e-05	2.19081166784e-06
i	0.07041950813	0.275872884599	0.636832712741	0.0144934545186	0.00137946584803	0.000947458048612	5.44883887893e-05
o	0.07203275571	0.1193549772	0.77751731758	0.0276721325062	0.00207423501601	0.0012753861462	7.31826589298e-05
f	0.0253820460133	0.0451345030667	0.719453702527	0.203598853169	0.00561934103867	0.0006780466454	0.000133508035643
a	0.00893058674777	0.0207414123556	0.689463717509	0.269662272723	0.0105812810129	0.0004668288418	0.000153885345714
b	0.00382344321592	0.0109685779185	0.61906017917	0.335320479241	0.028514975671	0.0019232107406	0.000389107069071
b	0.00750037540531	0.0265844167728	0.32821153139	0.480349276414	0.0795956118903	0.0750167284469	0.00274202662302
r	0.0113644749684	0.0422819472576	0.181315788797	0.483949808805	0.153320337297	0.123754311482	0.00401330654101
i	0.0210880344895	0.0284866432859	0.134170566266	0.408597356268	0.139807085099	0.191101512494	0.0767487837137
k	0.0290787991632	0.0129800512953	0.0860334287553	0.242557128756	0.1674671177	0.340082850831	0.121800617905
è	0.156887790721	0.0569211747651	0.0994047429184	0.151181177919	0.176560220233	0.288388996944	0.0706559133017
i	0.305128966907	0.110694478255	0.112859593306	0.110992220973	0.167488284411	0.154842668981	0.0379937867672
o	0.232769708969	0.0810105697517	0.054627393202	0.0739862403243	0.270424668137	0.257017732994	0.0301636825891
m	0.0953859037397	0.0309447371506	0.0216847206007	0.0449303011081	0.421051802712	0.306352984331	0.079649572863
à	0.0324287684632	0.0111147891169	0.0100835605002	0.0271112338694	0.428067370904	0.371743724777	0.119450594288
s	0.0117173057211	0.0043025604223	0.00584324280007	0.0157168675898	0.370568370301	0.437948214926	0.153903501429
c	0.0116642926737	0.00430438069077	0.00345680826669	0.0089514241966	0.303543606767	0.489462054975	0.178617497143
i	0.0120001297246	0.00488119389692	0.00202515983556	0.0054195125322	0.131200255256	0.499755518325	0.344718259048
a	0.00490113447487	0.00239562306564	0.000862187411853	0.00311891072407	0.0479273307053	0.287774492775	0.653020299683
</S>	0.00257881733743	0.00122903318282	0.000444412135927	0.00166612028204	0.0241498292827	0.191990026388	0.777941719841
