 	non	aveva	dove	aveva	per	stare	</S>
e	0.51436525	0.464474245	0.0196060047	0.001413328205	7.8638452e-05	5.2156735e-05	1.03305668e-05
n	0.385140008	0.558326268333	0.0508191462333	0.00435170606833	0.000288539444	0.00104372143833	3.05791409333e-05
ì	0.166240072667	0.758527322778	0.0683027540778	0.00523274208944	0.000311456924	0.00135336373944	3.22466890444e-05
c	0.061057492599	0.878012054259	0.0520136330259	0.00830917242981	0.000124802700667	0.000471379768813	1.14593748648e-05
h	0.0205112460793	0.929110188086	0.0347765166753	0.0153318664766	7.57350482223e-05	0.000189684500271	4.77147160493e-06
e	0.00746368696277	0.645541797362	0.323141118225	0.0234616574922	0.000194977880741	0.000173548588424	2.3204230735e-05
p	0.00312718573426	0.241207223787	0.505185522742	0.238519944497	0.0108852570269	0.00103738683614	3.74798095783e-05
u	0.0115494352248	0.0906880567957	0.321800044247	0.550916288166	0.0216075026756	0.00232144754538	0.00111718923586
ì	0.0173579267416	0.0346233666319	0.191032281416	0.725337819389	0.0251962745585	0.00455348548179	0.00189881927862
c	0.00898194659387	0.015635926544	0.0925457871387	0.715974756463	0.148933236519	0.0163214831606	0.00160685105954
h	0.00316990258062	0.007363425748	0.0379194817129	0.719426802154	0.20480379884	0.0261676263869	0.00114896660318
e	0.00239218356287	0.00473407778267	0.0166093662376	0.576263899051	0.34925048628	0.038168514129	0.0125814776844
n	0.00213082551789	0.00306755465289	0.0076297118792	0.239504937017	0.675371495427	0.0557560547097	0.0165393741148
a	0.00100518866956	0.00109158130296	0.00328717610973	0.087080625839	0.551126828476	0.193244984903	0.163163568592
s	0.00062969179142	0.000451968747653	0.00137972115324	0.032140432113	0.305137772825	0.428365321634	0.231895052864
t	0.00021073106063	0.000196553814551	0.00112508068441	0.0182736852043	0.275925970942	0.603495523878	0.100772440288
a	0.000100801732133	7.4627612517e-05	0.000878571180137	0.0109592097014	0.184946291647	0.663186991293	0.139853552763
t	6.49862365443e-05	0.000411357799839	0.000856492212046	0.00917304570047	0.140667658549	0.665850817098	0.182975688921
ì	8.18304980148e-05	0.000533886018946	0.000835437946349	0.00853587922016	0.113502854516	0.498524422366	0.37798570764
</S>	0.000129673864007	0.000288482637973	0.000428568686675	0.00442845559008	0.064338519758	0.316145856183	0.61424045382
