 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.9074117	0.0878569225	0.00270951921	0.0008945545305	0.00083845847885	0.0001300712149	0.0001564700847	2.28943865e-06
t	0.89103542	0.103991048833	0.00291456248667	0.000934337300167	0.000838109827117	0.00012989682615	0.00015447957301	2.16933186e-06
e	0.681681473333	0.305097954278	0.0107954348456	0.00117683229006	0.000862671676539	0.0001757410399	0.000197335322447	1.25694135967e-05
l	0.316785281111	0.651538318093	0.0288157512819	0.00154536669669	0.00089541600218	0.0001918505888	0.000211980435816	1.60421825122e-05
a	0.13102660137	0.823041122698	0.0432690094273	0.00204460396556	0.000416367267393	9.51223337667e-05	9.9591250272e-05	7.58765015073e-06
e	0.04772454717	0.684127094233	0.260842398809	0.00628699392185	0.000882580145798	6.90944775889e-05	6.23819320907e-05	4.89516901691e-06
M	0.0161144967833	0.377912541411	0.551197049603	0.0521690103073	0.00249126118193	9.03441601963e-05	2.26235373636e-05	2.6322995723e-06
a	0.00599378000777	0.469424837137	0.440655769868	0.0803712001024	0.00334233356064	0.000196314783399	1.30655231212e-05	2.64697335743e-06
r	0.00269780126259	0.467989466712	0.314309219956	0.180044726701	0.0337224641202	0.00119003339447	3.90958170404e-05	7.20531201914e-06
ì	0.0018491595142	0.314945683237	0.269182912652	0.3547684189	0.0531148503734	0.00587165596482	0.000257369792347	9.98488310638e-06
a	0.00617068140473	0.249230055079	0.124277135884	0.5086155563	0.0906931091245	0.0198006904883	0.00112350263078	8.92562411355e-05
à	0.00727506066824	0.0871566110263	0.0661682792947	0.4943620421	0.302473903042	0.0407224514961	0.00172006031026	0.000121579653045
v	0.00295145585941	0.0304483295421	0.0700964447649	0.330735514033	0.516513744347	0.047773888832	0.00141819310342	6.2425806015e-05
v	0.00839210372314	0.0128528281474	0.0798933649216	0.310353834678	0.517633974782	0.0623771646107	0.00372896670114	0.00476771661767
r	0.0102623819077	0.00729333124913	0.112806164974	0.417246278226	0.374764978261	0.0665823515369	0.00462313843371	0.00642131452256
i	0.0042164685359	0.00376080838304	0.107330916558	0.362924784075	0.22701542142	0.283320050512	0.00775727034457	0.00367420749085
n	0.00211477900197	0.00154451133768	0.037352221086	0.175460146025	0.327166132473	0.437220040171	0.0163312104482	0.00281087948695
a	0.000841505107323	0.000661724655893	0.0137772569907	0.078546016675	0.326091080991	0.445113870057	0.121457684816	0.0135108354856
r	0.000410124321774	0.000324543281298	0.00474280754557	0.0466053285583	0.132283390497	0.549006206686	0.236877964939	0.0297496404952
t	0.000147115892925	0.000151544929766	0.00392166066852	0.0533370621861	0.105898633499	0.438242918895	0.32654495498	0.0717561088317
i	5.67572986417e-05	8.01306102553e-05	0.00353027985951	0.038710613862	0.0828237041663	0.264383166298	0.339992894993	0.270422466277
s	2.72405269806e-05	5.34919604184e-05	0.0013257864765	0.0261312294207	0.0375272827221	0.205141598766	0.429467851664	0.300325538092
e	6.90933684269e-05	5.75612101395e-05	0.000576120207833	0.0216163569402	0.0179597134307	0.153259839589	0.621761100555	0.184700232031
m	9.29288601423e-05	5.23884513798e-05	0.000200558152944	0.0076938610134	0.0072817945669	0.116256121196	0.700180216852	0.168242157344
è	6.55889040474e-05	4.70765917933e-05	7.2740460748e-05	0.00305846217113	0.00356682598697	0.080884396732	0.808651505617	0.103653444115
n	4.96175046825e-05	3.57516322644e-05	3.8507004016e-05	0.00125526479038	0.00136850189366	0.0316048619107	0.776089835206	0.189557683038
a	0.000132121808227	5.58389490881e-05	3.05925480053e-05	0.000581352956793	0.000630786996787	0.0117348671902	0.500856695069	0.485977724346
</S>	0.000231606004113	8.4155709544e-05	2.10042010027e-05	0.000448243818397	0.000318821046743	0.0061121664251	0.328929122535	0.663854847173
