 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.985747275	0.01294136762	0.0012670149375	3.43457307e-05	6.63779e-06	3.6350699e-07	9.1341642e-07	1.74955163e-07	1.8359015685e-06	5.0705986e-08	1.095736365e-08	1.095277835e-08	5.0517085e-09	4.302753e-09	1.40884055e-09	4.4542581e-09	2.59690135e-08
ì	0.840438741667	0.15736213554	0.00196719377917	0.000129602713567	8.64242483333e-05	3.08867531667e-06	2.49959160667e-06	5.49946127667e-07	5.67007852283e-06	1.46588364533e-06	2.78886426883e-07	9.65394498783e-07	5.03975725e-08	7.91485270333e-07	4.92841709167e-08	2.47353743933e-07	3.15342581167e-07
m	0.701884263889	0.294390201847	0.00340127372639	0.000184942174522	0.000117848518111	4.24090797222e-06	3.65594463556e-06	8.37951909222e-07	7.27338850761e-06	1.95506300844e-06	3.67366519294e-07	1.28307604793e-06	6.60174701667e-08	1.05314825231e-06	6.48433974222e-08	3.26764075011e-07	4.13582100056e-07
b	0.51551936463	0.450788717282	0.0303801969088	0.00198014071817	0.000496803438037	8.17858853574e-05	0.000114285019312	5.39807294364e-05	0.000385262145503	2.06158866961e-05	8.3036727301e-06	2.99840905976e-05	4.73600659606e-06	2.2821365513e-05	1.72349273292e-06	1.38241706187e-05	9.74709863264e-05
e	0.233229183543	0.718951615761	0.0413261056363	0.00400803357272	0.00131694801268	0.000136985681786	0.000160378254771	7.31238551455e-05	0.000522336635168	3.1853991232e-05	1.17354145767e-05	4.16448223992e-05	6.32477397202e-06	3.12871135043e-05	2.33237227431e-06	1.87497563729e-05	0.000131366603909
r	0.097361084181	0.786833098587	0.106494965212	0.00691265885757	0.00184809040423	0.000121736403929	8.3766938257e-05	3.25939017152e-05	0.000204930899389	1.90329550773e-05	5.0191526589e-06	1.62241792997e-05	2.23013826401e-06	1.16785192114e-05	8.3420308877e-07	6.68045890597e-06	4.53640974997e-05
i	0.0390228584937	0.825325069529	0.127227103404	0.00680038465252	0.00134522677674	8.74890870763e-05	4.7984193609e-05	1.74144422831e-05	8.66097360063e-05	9.73047176043e-06	1.9951993753e-06	5.6594257819e-06	8.3026935479e-07	3.93528845313e-06	2.79321085223e-07	2.23390316366e-06	1.51608095546e-05
d	0.0142869213312	0.84601897651	0.130997826135	0.00744156425084	0.000992508100913	0.000137278181459	3.86684637263e-05	2.45911368057e-05	3.39011870454e-05	1.30462659881e-05	3.1137098141e-06	2.9714172093e-06	1.05689008505e-06	1.55751029038e-06	1.05514812041e-07	7.59224468553e-07	5.1573361762e-06
e	0.0057645183104	0.844212525503	0.137133237378	0.0116416607503	0.000991003053638	0.00015456021982	3.55425035754e-05	2.69827325852e-05	1.62960034985e-05	1.4132180366e-05	3.48316916737e-06	2.07060619443e-06	1.13230609406e-06	7.62396151793e-07	4.72206457803e-08	2.65592778918e-07	1.81530230507e-06
c	0.00235709675347	0.680460335168	0.267087917793	0.0480932269168	0.00174686843788	0.00016362805594	3.49614268585e-05	2.58733221784e-05	9.29765848283e-06	1.30853101587e-05	3.57997471846e-06	1.81815542281e-06	1.09791969706e-06	4.75529138931e-07	2.83028076934e-08	9.4567011706e-08	6.36604048023e-07
i	0.00111961343449	0.597848851723	0.323722559264	0.0738031439723	0.00324788197929	0.00017063497198	3.49391939528e-05	2.55224100961e-05	6.99869766761e-06	1.27403355049e-05	3.61291097549e-06	1.73458112927e-06	1.08650486466e-06	3.80324504877e-07	2.21124659978e-08	3.77903685687e-08	2.45958304008e-07
d	0.00076024813483	0.540239343908	0.338107396421	0.113719676324	0.00650096365976	0.000406956927327	0.000104328069651	6.94365360687e-05	1.92490003959e-05	4.62099986203e-05	1.33951736278e-05	7.73887223142e-06	3.2078492872e-06	1.51516999353e-06	1.01894739433e-07	3.67947558562e-08	2.25846689336e-07
