 	dovevo	comprare	il	pane	</S>
ì	0.950656865	0.0476383122	0.0016393165265	5.7940095e-05	7.4756932e-06
c	0.919215675	0.0785154940667	0.00218723984217	7.47718276667e-05	6.76947604667e-06
h	0.868908778333	0.128151498022	0.00287208251406	5.87474505556e-05	8.92609599556e-06
a	0.570382970444	0.421905279341	0.00754811567135	0.000146907612185	1.67723889985e-05
n	0.210136240281	0.71697226978	0.0723443028905	0.000531826937395	1.53813419995e-05
a	0.0709750049603	0.715716809927	0.211387654297	0.00164908981246	0.000271454063333
a	0.0248472152868	0.466823182642	0.488212628099	0.0191651702708	0.000951860401111
f	0.00919974426227	0.178450236547	0.6751778227	0.101114056757	0.036058216267
o	0.00376173258742	0.095333571849	0.584676687567	0.264224005586	0.0520040527557
r	0.00239973269581	0.067223818283	0.481434509189	0.391977205195	0.0569647635852
à	0.0018217091886	0.0292221104277	0.353509093063	0.550999338398	0.0644477771951
s	0.00149995971953	0.0182904288092	0.446090497688	0.497302606133	0.0368164903984
o	0.0263358055398	0.0156960299364	0.457697012563	0.399891595378	0.100379495466
t	0.0340266643233	0.0100514383455	0.209942720854	0.596059871793	0.149919257155
o	0.0115462190744	0.00351319350183	0.0993518300847	0.712396207264	0.173192524385
t	0.0040521305048	0.00124763733728	0.0415919414949	0.772728635755	0.180379631462
s	0.00137550560187	0.000475392062427	0.027101693165	0.863023995252	0.108023392154
o	0.00046299092089	0.000202356389809	0.015605988415	0.621830306751	0.361898362385
m	0.000186347830297	0.000123428955603	0.0112431124983	0.539852073917	0.448595067462
ì	9.4286028099e-05	9.7596525701e-05	0.00999490829943	0.532239067972	0.457574175821
</S>	5.28777710495e-05	5.52406886005e-05	0.00545310534971	0.329873928986	0.664564872911
