 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.74480182	0.2363069805	0.015329213109	0.0035315738405	6.18788563e-06	3.153709762e-06	2.000272265e-05	1.010373935e-06
m	0.723189353333	0.247208695833	0.0242614203697	0.0041462242135	0.00104442339254	0.000108558103921	3.347632955e-05	7.83189451167e-06
a	0.633368424444	0.166292480944	0.196509603457	0.00226629033783	0.00138646509876	0.00014164482719	2.54763341833e-05	9.63267362056e-06
r	0.303638627148	0.136835340315	0.552839501152	0.00532122511261	0.00115995930084	0.000172262001613	2.65522523944e-05	6.54225432352e-06
ì	0.111216818716	0.061699914105	0.818116300384	0.0076666079042	0.00108483521545	0.000182511448611	2.76172752648e-05	5.40488609117e-06
o	0.043950068572	0.0313522913683	0.914447233461	0.0097739265014	0.00038254146365	6.61771736103e-05	2.43411035549e-05	3.41401954706e-06
e	0.0194964001907	0.0189526054561	0.935648891154	0.0256643038338	0.000179649073217	3.12301690368e-05	2.3938930385e-05	2.97852778235e-06
t	0.00754903226357	0.00714604035203	0.868627260385	0.113931574611	0.00260042106641	0.000128197031512	1.55438426617e-05	1.97350006078e-06
è	0.00283803804119	0.00285015875068	0.781330350128	0.20935521487	0.00345259614214	0.000159078018337	1.31989100539e-05	1.39506835359e-06
l	0.00173045846706	0.00172234285023	0.732851863376	0.261768361623	0.00180896443405	0.000102778477279	1.26889378513e-05	2.53372628453e-06
i	0.021525747189	0.00621031011674	0.489557547792	0.478003947208	0.00358179257802	0.000857102809093	0.00024892144195	1.46247919948e-05
f	0.0280620968963	0.00736162325225	0.218324789264	0.705021382403	0.035909533026	0.00399768573636	0.00125782713732	6.50604606649e-05
a	0.0100063664588	0.00295708153075	0.112224031755	0.818848127468	0.048714987342	0.00575814924545	0.00141754772244	7.36877298883e-05
m	0.00423091334627	0.00137518237692	0.0498353629183	0.751869675823	0.164786266781	0.0219966467485	0.00423692641748	0.00166902263963
è	0.00238759451542	0.00274387209231	0.0298840566394	0.715326258608	0.21286993126	0.0281328422495	0.00645025680583	0.00220522394554
n	0.00654074337181	0.00788493869744	0.0412321208798	0.748456932869	0.13741601942	0.0319905757498	0.0149394262686	0.0115392673808
o	0.0974161184573	0.0161925545658	0.0453517636266	0.490101405956	0.157033099807	0.15145875025	0.0266799774229	0.0157663046603
a	0.131233860152	0.0145032428886	0.0250922526422	0.209554128652	0.143678973269	0.433523770083	0.0349510188076	0.00746270128677
p	0.0529244490073	0.00519100747853	0.00998661603073	0.0829330592173	0.20135423109	0.567288676694	0.0573046712692	0.0230172636289
p	0.0183340075591	0.00179438692518	0.00389617572691	0.0329632660724	0.331652210363	0.448492312231	0.0700212520897	0.092846413543
è	0.0067953358197	0.000760058098393	0.00182520288897	0.0174728033575	0.258347337121	0.263073551744	0.353146530697	0.0985792398477
n	0.00408055747323	0.000623062292798	0.00121352750966	0.0141356961192	0.092546886607	0.126818698248	0.568252020232	0.192329575283
a	0.0258215209911	0.0016892365176	0.00376160040322	0.0107828879064	0.036852448769	0.0857292807493	0.420120653411	0.415242365094
o	0.0319465398304	0.0017940021042	0.00417660373441	0.0055708095288	0.016137693203	0.0544765302498	0.38759202447	0.498305778365
m	0.0113055945001	0.000618613484733	0.00149393757347	0.00194652416627	0.00596922783767	0.0349206654166	0.53492976149	0.408815649455
a	0.00392694450337	0.000229596241911	0.000541810169823	0.000711916035423	0.00234045769256	0.0238111828055	0.61165243383	0.356785656485
r	0.00144905343112	9.8036799837e-05	0.000215619526608	0.000285505766141	0.00093525830752	0.0128928344018	0.648638067943	0.335485652162
è	0.000694001543707	6.09212371457e-05	0.000152738572203	0.00014738051638	0.000724374742507	0.0100358582673	0.730945599314	0.257239154054
i	0.00117393916457	5.69798633819e-05	0.000189102084068	0.000115795478793	0.000590070782502	0.00687668994243	0.527697363105	0.463300074685
</S>	0.00170692293229	4.2766388191e-05	0.000192062117034	8.86334143965e-05	0.000335655963751	0.00356824925122	0.305555126553	0.688510607343
