 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.86860284	0.10309599285	0.02710193283	0.0010850816589	3.8638455335e-05	2.592372152e-05	4.3527685015e-05	1.1854704817e-06	2.0039273395e-06	1.5887097745e-06	1.24843629e-06
p	0.57171278	0.394200434283	0.0326810189433	0.00119838349963	0.000110512828445	4.373878284e-05	4.45914186717e-05	3.29826362723e-06	2.18553181317e-06	1.8089732815e-06	1.25964464333e-06
e	0.240811279	0.735384831428	0.0231099723144	0.000531166877877	0.000108819852818	3.25190752933e-05	1.59962660422e-05	3.21417255794e-06	9.1564104339e-07	8.29252029067e-07	4.47057962777e-07
t	0.0952311002	0.846340477143	0.0578174987715	0.000534566823959	5.27060929427e-05	1.58954341111e-05	5.70690459907e-06	1.21107550151e-06	3.5671097013e-07	2.98462966922e-07	1.55954542926e-07
à	0.0326351482667	0.874625792381	0.0919606795905	0.000730440654653	3.42988417476e-05	1.0452595287e-05	2.27745147436e-06	5.43256880397e-07	1.7077753871e-07	1.22097886441e-07	5.6130993042e-08
c	0.0128427957556	0.90890169746	0.0753489791968	0.00282230329822	7.12332660159e-05	1.10439020123e-05	9.5517856612e-07	3.00920033359e-07	7.088790257e-08	5.5160281428e-07	4.66886060807e-08
i	0.0314496382519	0.658830582487	0.276642655732	0.0323168990994	0.000397686755339	0.000327284797337	1.60122330887e-05	4.31858914453e-07	2.49194572519e-06	1.07524664714e-05	5.54952101869e-06
a	0.038332080284	0.263332350496	0.519986985244	0.1762029547	0.00137233408511	0.000713779285779	3.15477410296e-05	5.01553334818e-07	3.6047196084e-06	1.59787097238e-05	7.86987453956e-06
k	0.014951215588	0.0941865261653	0.604979561748	0.278258618233	0.00628909219504	0.00124820866193	6.35058460099e-05	6.63423043161e-06	5.05416843613e-06	8.1831223746e-06	3.38380908985e-06
è	0.005090915676	0.0408522723884	0.741059367249	0.204459949411	0.00728287736501	0.00117188869731	6.433652277e-05	8.53547585687e-06	5.23225296204e-06	3.2614995472e-06	1.38147263695e-06
c	0.002415638212	0.0254046347961	0.63018404575	0.327205459804	0.0131428904217	0.0014825267091	0.000144123185023	1.0284352332e-05	2.69181427068e-06	6.07327320473e-06	1.63597194265e-06
c	0.0166924078707	0.0342179882654	0.547991758583	0.382832513268	0.0161120175406	0.00187772400303	0.000189044344008	1.43594271107e-05	2.56968392356e-06	1.05260552349e-05	5.90593298142e-05
