 	non	so	cosa	stai	scrivendo	</S>
e	0.518407565	0.47088107	0.0102319505	0.0003427686375	0.000125275572	1.1401944e-05
n	0.311204715	0.63721571	0.0471379165	0.00140499594583	0.00293566456867	0.000101019813333
e	0.1937858105	0.695746433333	0.1033163055	0.00313107348194	0.00388980220956	0.000130553015111
t	0.0697969276667	0.569074594444	0.347109625167	0.0118725900606	0.00188947382319	0.000256743305704
s	0.0265206809222	0.279319982815	0.673949941722	0.0182917266869	0.00158260594106	0.000335014465235
è	0.0127635053407	0.281895982272	0.625754147241	0.0783266375623	0.00107913246035	0.000180529970078
r	0.0077433731719	0.256672212757	0.62264904908	0.112279034521	0.000565628976783	9.06312962927e-05
o	0.015105669449	0.134530689586	0.54370971636	0.281538260174	0.0233395966023	0.00177603573003
e	0.017802850963	0.0891689900287	0.21917462412	0.617745220058	0.0534024388674	0.00270586017668
s	0.00621841225433	0.0310737980762	0.117787126707	0.660113006686	0.165080496289	0.0197271696589
ù	0.00248020917144	0.0130562843587	0.0744916840357	0.563615668895	0.310581508763	0.035774666553
t	0.00120684591515	0.0066275703529	0.0402645514786	0.580336622965	0.348320229588	0.0232441618177
i	0.00191514452972	0.00543166125097	0.0294376868262	0.407072325988	0.494866516529	0.0612766575726
s	0.00214850584667	0.00487147569366	0.0122826416087	0.184945515663	0.70505268551	0.0906991891909
t	0.00071837992539	0.00168884999122	0.00639369653623	0.113082737221	0.75811734517	0.119998993064
e	0.00025556965153	0.00062616042374	0.00370551510874	0.049935541707	0.764640141723	0.180837061021
g	0.00010290577471	0.000257076633247	0.00158965513291	0.0497079465357	0.794380323908	0.15396208034
r	3.70315557367e-05	0.000112816158749	0.00113530781097	0.0508635197119	0.783533024636	0.164318313447
à	2.45147585456e-05	8.71055472497e-05	0.000653553490323	0.019289989504	0.770491524879	0.209453344482
f	1.98527409552e-05	6.43211832832e-05	0.000239070113441	0.007264041668	0.852195741626	0.140217030161
i	7.34443584251e-05	0.000138032933294	0.000231723201147	0.00299847182267	0.649092427209	0.347465952054
</S>	0.000136804809213	0.000242107916647	0.000328262850573	0.00171544316134	0.377894383605	0.619683026027
