 	voglio	che	Maria	viene	domani	</S>
t	0.98310766	0.015923216	0.00083363973	6.3098887e-05	6.432569e-05	8.0132725e-06
è	0.97905561	0.018325559	0.00225147937667	0.000296981057	6.64225066667e-05	3.9321335e-06
l	0.963288736667	0.0325311893333	0.00374727632556	0.0003730517141	5.69075622222e-05	2.8613385e-06
o	0.739700855556	0.162232554778	0.0915161949752	0.00569151606647	0.000542844114074	0.0003160678525
e	0.360743797519	0.266017254926	0.364211498325	0.00765127102216	0.000953193981358	0.000423039817833
M	0.128898519173	0.307115281642	0.484414609442	0.00282625660072	0.0702738843038	0.00647149359294
a	0.0465961603243	0.251878325881	0.589628179814	0.00956839612691	0.0935724270013	0.00875656091098
r	0.0174943653081	0.117573534627	0.709518226605	0.012401630909	0.128251811234	0.014760479017
ì	0.0071391458027	0.061186278209	0.740956108868	0.0316980638363	0.142072317745	0.0169481144057
a	0.0163477237009	0.0249178647363	0.714785552956	0.112914124612	0.0863118465817	0.0447229128686
n	0.0190762951803	0.0118098701788	0.411560655319	0.117318215537	0.372746585527	0.0674883676229
a	0.00668809390677	0.00625770432627	0.31603473944	0.127704382512	0.446166547509	0.097148492541
r	0.00256492986226	0.00412088778209	0.280160282813	0.136409423171	0.371209901503	0.205534550847
t	0.000913761463087	0.00166548174736	0.100566533271	0.0567837521903	0.653678500501	0.186391951949
i	0.000404847486696	0.000922920562453	0.0477477500903	0.0589525078634	0.5865020735	0.305469852316
à	0.000884318978899	0.000593172514151	0.0415839163634	0.118823077621	0.4701854645	0.367929995439
v	0.000991355262966	0.000358757981384	0.0298732497878	0.117638174207	0.6914374015	0.15970104148
v	0.00540824502432	0.000269930637128	0.0103827844959	0.0613787904023	0.6201074805	0.302452758827
r	0.00721067704144	0.000325880439043	0.00364876448197	0.0284740841341	0.5288812935	0.431459276276
i	0.00312999028048	0.000230495843014	0.00136665952932	0.0178301407114	0.419517685167	0.557925005425
</S>	0.00210371149024	0.000144827616507	0.00070086269266	0.0170997643557	0.215276523583	0.764674287713
