 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9563174	0.0407546307	0.002276968933	1.5720129e-05	0.0005726592258	2.56817052e-05	3.929168624e-06	3.06079685e-05	2.45023553e-06
a	0.67682046	0.306563723567	0.00898577197767	0.003619481958	0.0029547643086	0.00100705337907	4.63378054133e-06	4.10806251667e-05	3.06883561e-06
ì	0.281783224	0.685113307856	0.0189300693259	0.00755294331933	0.0047904696362	0.00179614215969	2.39867014711e-06	2.96147347222e-05	1.88980197e-06
s	0.0988805996667	0.872194969285	0.0195352827753	0.00526173304911	0.0030344133804	0.00107736889453	9.8210665237e-07	1.38957614141e-05	8.2474513e-07
s	0.0362190722556	0.918663889762	0.0406974565918	0.00254127109237	0.00123411809513	0.000547041906143	1.47950305412e-06	8.1564383978e-05	1.41562585167e-05
e	0.0158346022852	0.758140009921	0.166132258864	0.0183020188308	0.0387135100317	0.00272942503538	5.37220088471e-06	0.000121410300326	2.13787168389e-05
r	0.0079382811084	0.622169169974	0.291754519621	0.0231713102769	0.0516046576106	0.00328654967846	6.87501396157e-06	5.86291507753e-05	9.97052455097e-06
e	0.0035349135828	0.440901884325	0.395903649874	0.102848817426	0.0513674871369	0.00540863622615	7.85832665386e-06	2.25092341251e-05	4.24045845499e-06
k	0.00199786009093	0.199238554108	0.581686119958	0.146963166809	0.062162862379	0.00781576007538	3.5505186218e-05	9.5375653575e-05	4.81956791833e-06
a	0.00121231092698	0.104256799736	0.522306233319	0.18028517327	0.108340655793	0.0833850410251	8.30553687393e-05	0.000125657869192	5.10709050611e-06
e	0.00189988090899	0.036580766812	0.263223619773	0.294808724423	0.263783101931	0.138824948342	0.00080522561958	5.91869103973e-05	1.45732739354e-05
s	0.001688485655	0.0139937703707	0.143267180258	0.241527713141	0.50520410731	0.0889738374473	0.00514402177319	0.000161171519466	3.97483709785e-05
ò	0.000653702870333	0.0059509967569	0.0788215931527	0.112006901714	0.729102089103	0.0669973191491	0.0062397473244	0.000190878122822	3.67848374928e-05
z	0.000931753356778	0.00447184948563	0.0789184391176	0.140137586238	0.683427049701	0.0761421497164	0.0133051008415	0.00255788125727	0.000108175474998
i	0.00770347231893	0.00913652232854	0.0868718097059	0.224403748746	0.4188590399	0.184998263239	0.0637653946138	0.00360403001909	0.000657697791666
k	0.00997828267298	0.00992740854285	0.0489066292353	0.187116736249	0.244540156633	0.219016627746	0.237122021538	0.0415319281397	0.00186021759722
à	0.00498916235766	0.00673794211428	0.0295708072118	0.10146217975	0.213770872211	0.183002059249	0.382008467179	0.0759391543799	0.00251940113241
i	0.00492338658589	0.00623925587143	0.0128088713373	0.06527100325	0.179166977404	0.249275576416	0.42007078906	0.0505335511266	0.0117106346108
o	0.00718797176196	0.00527952352381	0.0050217102791	0.0467476364167	0.102725273135	0.231148892139	0.529753046353	0.0300783100422	0.0420576508703
b	0.00577499338732	0.00323032592794	0.00207753864637	0.0211676997389	0.045258330045	0.122637327746	0.459257058784	0.183038260014	0.15755844229
à	0.00212814327244	0.00134781781598	0.000929387002123	0.00909779441297	0.0209686793483	0.0443960706153	0.238385762928	0.472572120005	0.210174204097
g	0.00088139584748	0.00060996569866	0.000514584227374	0.00476963883766	0.0105015089494	0.0179529583384	0.145756239309	0.658301506668	0.160712174699
n	0.00262821169583	0.00131799997289	0.000224906565791	0.00215248415255	0.0173535368165	0.00641749693947	0.108902678103	0.516160798889	0.3448418649
o	0.00323805498528	0.00169465069096	0.00012456567193	0.00087190909085	0.0194861036055	0.00236611442982	0.067676542901	0.239848574296	0.664693481633
</S>	0.00177771262264	0.00111370944548	9.0236265965e-05	0.000523930495425	0.0104230753027	0.00144575484991	0.0370483117505	0.154811854148	0.792765410816
