 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.901093385	0.08142710835	0.01658444498	0.00029414673635	0.00047946936575	7.734297707e-06	9.122139075e-05	1.06470992e-05	4.818765765e-07	2.842588692e-06	1.47206811e-07	6.57450375e-06	3.3226528985e-07	2.170428165e-07	9.52378842e-08	1.423356505e-07	7.848635125e-08	6.80859819e-08	2.85526282e-07	7.236740925e-08	1.6911228875e-07	3.403084365e-07
m	0.723633651667	0.19442949945	0.0751934889933	0.00262764124545	0.00107214880525	0.000323927392902	0.00151009955692	0.0001253637604	1.32160278588e-05	1.39390441307e-05	4.26419527033e-06	0.00104057016342	2.42195166328e-06	1.7536769655e-06	4.59505864733e-07	1.35623895683e-06	2.4654374375e-07	1.94585113967e-07	3.59234821733e-06	1.88212356417e-07	9.65203762917e-07	9.94453628833e-07
ì	0.435217650556	0.433740826483	0.121624282998	0.00416017681515	0.00129914426842	0.000425454550467	0.00193101045731	0.000160548769133	1.73690659763e-05	1.69743593769e-05	5.57614075344e-06	0.00138508764547	3.24395335443e-06	2.25506040517e-06	5.75013188244e-07	1.79386583561e-06	2.69595357917e-07	2.10729731322e-07	5.03953473911e-06	2.05367882139e-07	1.16521022431e-06	1.14237607628e-06
s	0.185320069285	0.497738102161	0.309678490999	0.00492676047172	0.000981688989473	0.000144437805322	0.000657726994437	5.77459763643e-05	6.08861486877e-06	6.8792449243e-06	1.95365290448e-06	0.000472773101157	1.42752120741e-06	8.92760464057e-07	2.55256652081e-07	7.87916118537e-07	1.10452159139e-07	8.99408827407e-08	2.70684341304e-06	9.65503841463e-08	4.34479360903e-07	5.3396904976e-07
e	0.0709202665283	0.416023227387	0.467057903666	0.0323384746239	0.0103388123965	0.000189229074107	0.00215570966848	0.000352667679775	1.25292028096e-05	6.53490021068e-05	2.06247472483e-06	0.000495513662052	7.83199502507e-06	4.66974606702e-06	1.60981524003e-06	4.42706702951e-06	4.60528929546e-07	5.02574873214e-07	2.30398986377e-05	6.82161701482e-07	1.22632296977e-06	3.84511544092e-06
g	0.0316079995428	0.365727462462	0.534239041222	0.0510579388746	0.0133997549455	0.000203840868936	0.00265347933916	0.000450778708108	1.46139023682e-05	8.48360749248e-05	2.04446217761e-06	0.000496851259651	9.96600593833e-06	5.92020803334e-06	2.05503508181e-06	5.5823956485e-06	5.75481034665e-07	6.39351284688e-07	2.93378694159e-05	8.75545283174e-07	1.48936081553e-06	4.93911930196e-06
a	0.0125977031143	0.263427257487	0.613623247074	0.100087481625	0.00853751179517	9.66429658787e-05	0.00117049106272	0.000185530657553	5.39861312107e-06	3.21682785308e-05	7.4843787187e-07	0.00021334012885	3.75155374275e-06	2.12638940878e-06	7.3844225907e-07	2.00136324817e-06	2.07038335372e-07	2.31013247179e-07	1.0625502142e-05	3.13149533738e-07	5.35556380787e-07	1.96484315564e-06
p	0.0060785327481	0.175310664496	0.641091629025	0.167672703875	0.00822321093172	0.000440418540626	0.00086324723424	0.000121956735851	1.27569322737e-05	1.51405375103e-05	5.03503360062e-06	0.00014944883495	1.83642023758e-06	2.77077528959e-06	9.76021216357e-07	2.73416157606e-06	2.85910144124e-07	1.66406657726e-07	4.795905214e-06	2.37231501246e-07	4.58815823596e-07	1.04243574521e-06
ù	0.00308039372603	0.0877264001653	0.695350889675	0.139660653958	0.0727995973106	0.000625751593542	0.000569150504747	6.68363377837e-05	1.47330405646e-05	5.66854113677e-06	6.40702604287e-06	8.25788173167e-05	7.73651280193e-07	2.8386923922e-06	1.00447338479e-06	2.84940269169e-06	2.97861571308e-07	1.27882540142e-07	2.04164694067e-06	1.91687542715e-07	3.96532291399e-07	4.2980617507e-07
m	0.00219478380868	0.0469579317218	0.655823043225	0.088023733986	0.206077932437	0.000432523217847	0.000387978891582	4.72464450946e-05	6.1020518282e-06	2.33211544559e-06	2.67462742362e-06	3.68629447722e-05	2.98776067731e-07	1.16197675973e-06	4.26541074263e-07	1.25563406356e-06	1.19618930369e-07	5.45222109473e-08	2.99244548289e-06	7.5823523205e-08	1.45381564e-07	2.94074658357e-07
