 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.5451121225	0.39678369605	0.0502506707525	0.0060854400345	0.00017069978363	0.00155697860335	2.1067128685e-05	3.42934545425e-06	5.4654423275e-06	2.5320673745e-06	1.32516718915e-06	1.6789329265e-06	3.235815355e-07	4.09648804e-07	3.300594619e-07	7.511154785e-07	3.0896489775e-06
ò	0.534127689167	0.40755887535	0.0504397379008	0.00610432151983	0.000171095217143	0.00155748221552	2.1266065395e-05	3.49109281808e-06	5.464205249e-06	2.5438275615e-06	1.39938113305e-06	1.68366785917e-06	3.331310375e-07	4.09989648333e-07	3.35131351633e-07	7.61147811167e-07	3.1269772125e-06
t	0.601679663056	0.377086131783	0.0185553500836	0.00207554826161	5.83487242477e-05	0.000529988569573	7.506651855e-06	1.29102619936e-06	2.15791102283e-06	9.39377197167e-07	5.51710701683e-07	6.24880176723e-07	1.32721918833e-07	1.62961036444e-07	1.31869829211e-07	3.08627875389e-07	1.14751793417e-06
t	0.342498782685	0.645436893928	0.0109980201612	0.000799908267203	3.13789173492e-05	0.000196624896524	4.89706104167e-06	1.93973782645e-06	7.95224147428e-06	3.08449433906e-06	1.43497885456e-06	2.13856276557e-06	1.14854004028e-06	1.48555165215e-06	1.87583694407e-06	5.35178184513e-06	7.02736295472e-06
e	0.196754022562	0.771763897976	0.0274312637204	0.00377328868907	9.25023157831e-05	0.000118501865508	1.65756785472e-05	4.45386060882e-06	9.69324142476e-06	4.16047361302e-06	4.87771545152e-06	2.74885777186e-06	1.67356123343e-06	1.95464697738e-06	2.56525121469e-06	7.26513008171e-06	1.05018119849e-05
j	0.109329259187	0.844459399325	0.0411917922401	0.00478542350636	0.000104721916594	8.55512105027e-05	1.85206197624e-05	3.87795248961e-06	3.46116260825e-06	1.85909703434e-06	4.78349530447e-06	1.09790717862e-06	7.56132256143e-07	7.11439174793e-07	9.77783680497e-07	2.6997022259e-06	5.06827721713e-06
è	0.039498109729	0.916848966442	0.0416524884134	0.00191481184545	3.84080314647e-05	3.20535391676e-05	6.4577295588e-06	1.3342238612e-06	1.24332367565e-06	6.58298974247e-07	1.59902677279e-06	3.86941045873e-07	2.54229737281e-07	2.44832967774e-07	3.27916844899e-07	9.05774412533e-07	1.69457320754e-06
n	0.0219313165763	0.882324122147	0.0937393594711	0.00174681021515	0.000111569298422	0.000100153360056	1.50150102443e-05	5.05408586507e-06	1.17302254981e-05	3.25533912422e-06	1.4564471416e-06	1.85815483029e-06	4.14928505994e-07	9.89744809768e-07	4.55775057433e-07	2.47493690941e-06	3.95107664885e-06
n	0.0147033349588	0.881194207382	0.102219065824	0.00153764019172	0.000142167076141	0.000128493135352	1.86880647481e-05	6.75530952169e-06	1.64761658994e-05	4.70758497474e-06	1.95100661387e-06	2.68981667676e-06	6.95224735331e-07	1.41752736992e-06	8.50609485811e-07	4.58897160314e-06	1.6349199883e-05
o	0.0113989030863	0.683859542461	0.282078787941	0.0197897573172	0.000816018602047	0.00190478477045	8.71678472494e-05	1.59064649072e-05	7.75354943313e-06	5.01928692491e-06	9.26039507129e-06	2.15672865892e-06	1.04575351178e-06	7.33277823307e-07	9.80397428604e-07	3.82903390105e-06	1.8390811861e-05
m	0.0103896098621	0.333936432487	0.611886429314	0.0373069991057	0.00308432366735	0.00293626895682	0.000348800912416	4.98845749691e-05	1.11243288777e-05	1.6746860975e-05	1.37148233571e-05	3.64939521964e-06	1.54284063726e-06	2.08510220777e-06	1.1116958762e-06	3.28904620035e-06	7.935905687e-06
