 	che	vende	buon	pane	</S>
k	0.9294269	0.061257394	0.008004314509	0.00128696761515	2.443147535e-05
a	0.614137106667	0.374801631333	0.00973936826967	0.00129391417238	2.79665476167e-05
i	0.222817011622	0.767327210444	0.00936560218989	0.000472590214793	1.75746837056e-05
p	0.0756314069073	0.892852856815	0.0312053930633	0.000289048328264	2.12981689019e-05
u	0.0266394732691	0.915482272272	0.0576573143544	0.000200530280088	2.03964049673e-05
l	0.010274251923	0.747929344091	0.241191724785	0.000551261430696	5.34155336558e-05
ì	0.004052741141	0.415002191364	0.580159918262	0.000721569946899	6.35682403186e-05
t	0.002253808947	0.223113537121	0.774036549421	0.0005607931523	3.52854968729e-05
s	0.00224830688233	0.37669450904	0.619920039807	0.0006274659041	0.000509666286624
o	0.00745596496078	0.40061579968	0.578492736602	0.0113892495547	0.00204626556221
m	0.00820508902559	0.16868338856	0.797141712201	0.0234195898516	0.00255023582074
ì	0.00288348138053	0.06606516852	0.8862358874	0.0428540209505	0.00196142990691
k	0.00211984129351	0.02346874524	0.645990369133	0.0752750903168	0.253145943502
a	0.0602513565978	0.0503795571467	0.301640035044	0.215436456772	0.372292604501
l	0.0788886931859	0.0597413295489	0.173790207015	0.457670052257	0.229909738167
ò	0.0269823199153	0.021755014283	0.094979391005	0.684148384086	0.172134929389
</S>	0.0140905817576	0.0118981980415	0.0549929685025	0.794342442043	0.124675869694
