 	vuole	andare	a	Lecce	</S>
i	0.956891445	0.0398500796	0.002658269255	0.000591366125	8.806008e-06
t	0.912696295	0.0834185232	0.003205568485	0.000670248841667	9.34369066667e-06
è	0.865269531667	0.131296531067	0.00308847272833	0.000337816603889	7.62947552222e-06
l	0.781467310556	0.212243763689	0.00585711357611	0.000427433837963	4.31610057407e-06
i	0.517757166852	0.453855587896	0.024134047192	0.00406709025932	0.000186042682625
n	0.211072760451	0.678000082632	0.105411543397	0.00526763268644	0.000247959528875
a	0.0739811965503	0.647932180877	0.271491484466	0.00640439299548	0.000190733334292
p	0.0275814606834	0.504856703626	0.439178548155	0.0227497883318	0.00563347532476
à	0.0103506083278	0.408896894542	0.520780329385	0.0512854714439	0.00868670677492
i	0.0522287339426	0.270574991514	0.411511946462	0.211397445815	0.0542869185916
L	0.0658759629809	0.105622649305	0.243689738821	0.508822435272	0.0759892458639
u	0.0222603516403	0.0377434245017	0.139895409274	0.741616265091	0.058484578288
p	0.00775707441677	0.0140095428006	0.0741721860913	0.807314001697	0.096747206096
p	0.00302902972892	0.0053826972202	0.0476933747638	0.807691800566	0.136203082032
ì	0.00129088235964	0.00374308682673	0.109388810988	0.739015220189	0.146561987344
u	0.00394558153655	0.00315138467558	0.128219177363	0.441869861396	0.422814005781
n	0.00810079617885	0.00118326574853	0.045395920021	0.360438055132	0.584881981927
a	0.00622591570295	0.000544836756177	0.0178825118737	0.332354366377	0.642992393976
</S>	0.00343429731648	0.000386657703088	0.00948499293685	0.171853835189	0.814840246988
