 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.861059335	0.0693899557	0.05771752148	0.001355494301	0.0104194010465	4.11976648e-05	1.43513266e-05	2.67995575e-06
n	0.539255673667	0.3771331619	0.06035821816	0.011510397767	0.0107428023488	0.000467279940267	0.0004855912082	4.67996930167e-05
è	0.190702040556	0.634440253967	0.154698137053	0.0148613123223	0.00401861873627	0.000584005073089	0.0006353607434	6.02424881489e-05
r	0.0667331896187	0.524301437989	0.388584405684	0.0184368431741	0.00151198813209	0.00019949337503	0.000212471262053	2.02027080696e-05
t	0.0260894743062	0.391746072663	0.549494035228	0.0315998583914	0.000877474027363	0.00010372828401	7.99169046043e-05	9.45732756653e-06
i	0.0119155648354	0.241777850888	0.712220645076	0.0327719394638	0.00119070375912	7.49985103367e-05	4.14348662014e-05	6.83820972218e-06
s	0.00481059832313	0.119953840296	0.578453200359	0.290279753155	0.00620714795304	0.000265108367779	2.70437930671e-05	3.28152242239e-06
t	0.00161763606971	0.072580134932	0.236918175453	0.677722774385	0.0106280839843	0.000482749692593	4.7461547689e-05	2.9856014558e-06
e	0.000717811973903	0.0270331407107	0.339868048484	0.612837054795	0.0191177306614	0.000370193050864	4.98194378963e-05	6.1846808186e-06
s	0.000410806587968	0.0276524634702	0.362053410495	0.420127604932	0.179067694887	0.010269966017	0.000403779567965	1.42167342729e-05
e	0.000785898192656	0.0268470249901	0.183387751165	0.436772814977	0.334709881629	0.016904582339	0.000568397775988	2.35828184243e-05
t	0.000916785569219	0.0124224204967	0.124864941055	0.491218154992	0.27737885721	0.0907488844463	0.00203861887866	0.000411303090808
t	0.000320500291406	0.0074197338989	0.0549329140183	0.618565718331	0.156611192403	0.150956479815	0.0102286276262	0.000964801730269
à	0.000519374227135	0.00420662103297	0.0795468976728	0.55234323611	0.193868927468	0.155591924938	0.0128914698754	0.00103154187676
e	0.00823205590904	0.00474730467766	0.0898433062243	0.271190595703	0.380530939156	0.229275061646	0.0142812392918	0.00189952019225
v	0.010456233953	0.00341171203589	0.0394691908414	0.102788239234	0.320357327052	0.488667420549	0.0323798590973	0.00247003369742
ò	0.00357620333767	0.00140121204863	0.0139458177805	0.040865923078	0.117221233684	0.665465140183	0.155773583032	0.00175092299914
s	0.00135623568256	0.000838395659543	0.00588610542683	0.015514716026	0.046270987728	0.705409013394	0.222493734344	0.00223088703305
t	0.00218690126085	0.00111117246985	0.00607388990894	0.011599138342	0.0191179290427	0.721747804465	0.218119178115	0.020044058811
e	0.00313740015362	0.00169931255662	0.00612063076965	0.00994249168067	0.0071119887809	0.457344192488	0.373121426038	0.141522579604
m	0.00185982747621	0.00127899846554	0.00275672103122	0.00377866440022	0.00325713439363	0.264619721829	0.549166842013	0.173282086868
a	0.00063261677407	0.00043726926818	0.000931558717073	0.00131835413941	0.00182188683121	0.188685399143	0.619884360671	0.186288549289
r	0.000220330928357	0.000155440407393	0.000317909140258	0.00046136718247	0.00070690154707	0.0769908722477	0.721474343557	0.199672823096
è	7.87369224523e-05	6.02770534643e-05	0.000110769918653	0.000174664127157	0.00032494289369	0.0403268806159	0.868075944519	0.0908477976987
o	0.000120687953817	0.000202997100488	0.000107413475551	7.32357440523e-05	0.000123711530097	0.0146201459953	0.640480621506	0.344271209233
</S>	0.000199020396908	0.000368911675244	0.000153659937775	5.47304300261e-05	6.48984013485e-05	0.00733018788265	0.357636340753	0.634192254616
