 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.97145135	0.02832170396	8.2548487e-05	9.97996725e-05	1.954152623e-05	2.361583755e-05	1.4770058e-06
ì	0.870393366667	0.12526298132	0.00419133837033	0.000107787098167	1.97357458433e-05	2.326722575e-05	1.5306943e-06
s	0.548430837222	0.445927027107	0.00555991108778	6.55224767223e-05	7.48171531443e-06	8.29205729667e-06	9.74722316667e-07
i	0.239964747407	0.708290495702	0.0480379676603	0.00315017324891	0.000429301867038	0.000100938959912	2.63962210556e-05
f	0.116128977802	0.816678851901	0.0622087759544	0.0042438559763	0.000572292934346	0.000132559885971	3.46806252252e-05
a	0.044807554834	0.913009530634	0.0402538147191	0.00167774559543	0.000194373855682	4.53112797137e-05	1.16977330351e-05
m	0.019495935178	0.941727623545	0.0345070048064	0.00322923510848	0.000449900250794	0.000464005311628	0.000126352970765
ì	0.0104595357093	0.877456607848	0.0973393021688	0.0134091989028	0.000560711093598	0.000608892282876	0.000165749491622
g	0.0041159875531	0.844145869283	0.119527908056	0.0313107563009	0.000465065691199	0.000325738763292	0.000108633971907
l	0.024527230851	0.891536576428	0.0501684456853	0.0321711874336	0.000512534013733	0.000270188904431	0.000813826730636
i	0.0619414269503	0.702514012143	0.139185094228	0.0898303331445	0.00430437170458	0.00109826282814	0.00112645509355
a	0.0542982946501	0.351506251381	0.355860638076	0.222841311048	0.0132912555682	0.00163033050938	0.00057186646785
e	0.02680853055	0.133384386127	0.409718632692	0.344782977016	0.0834118175227	0.00148545230313	0.000408171942617
n	0.0177775005167	0.053745201709	0.254567902897	0.427712639005	0.219897775841	0.0211909488677	0.00510799418087
è	0.0216325338389	0.024721491903	0.110409390966	0.386556243002	0.419029931947	0.0309374484559	0.00671295102696
c	0.0201384920563	0.0129165142343	0.0422141155553	0.256719674334	0.567548150649	0.0974584569853	0.00300462304232
h	0.0086869264621	0.0072267306781	0.0154141188118	0.162309761445	0.505874246883	0.287786358995	0.0127018727474
i	0.00732353938737	0.00564252052603	0.00612980056393	0.090173020815	0.449406305628	0.376033029665	0.0652917789158
n	0.00498164652046	0.00253353512734	0.00297762080931	0.0393847652717	0.539753681876	0.336128263222	0.0742404739719
a	0.00176801031815	0.00089491685778	0.00122525583777	0.0185371806772	0.408498914959	0.398612707741	0.170463005657
f	0.000700206312717	0.000346992704593	0.000613447485257	0.00658547252573	0.174566373986	0.597465645914	0.219721856552
à	0.000248130128906	0.000126858334298	0.000253722364419	0.00261159183858	0.097200426662	0.802837681971	0.096721581184
i	0.00238096764764	0.000306194255533	0.000151434054806	0.00102767359286	0.0389467771873	0.623212382324	0.333974601395
</S>	0.00463482202382	0.000546241577767	0.000111296162403	0.00057811684143	0.0196738100436	0.360499873662	0.613955900697
