 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
k	0.617022055	0.25992926208	0.11108048438	0.0097013984055	0.0005540124701	0.0016651977115	9.0707069e-06	3.854251274e-05
a	0.590311505	0.28548535736	0.111786612627	0.0100286553685	0.000638976323367	0.00170071396717	9.6122495e-06	3.85614326933e-05
n	0.538883918333	0.370914052453	0.0762234240423	0.00965015435617	0.000817935907789	0.00347755588572	1.53787083667e-05	1.75979570111e-05
è	0.243156126111	0.667578900818	0.0750303966808	0.00936915761872	0.000798901332263	0.00403955049024	1.64404874622e-05	1.0507018057e-05
n	0.25636754537	0.688730886939	0.0486150812269	0.00438402110624	0.000513573673754	0.00137675367175	5.69749779407e-06	6.39545440567e-06
a	0.243252388457	0.655335862313	0.081024909409	0.0150508474354	0.00169574602458	0.00362705287058	6.83954623136e-06	6.34042036856e-06
s	0.091261340929	0.700897034104	0.180120943136	0.0214681808118	0.00186868856486	0.00437326405753	7.07320347045e-06	3.48845944852e-06
t	0.0304658854263	0.547429428035	0.406861167712	0.0130968658373	0.000663300958287	0.00147917144084	2.97932785015e-06	1.21346953851e-06
o	0.0105286238154	0.416549676012	0.558911189237	0.0131102178458	0.000387038116096	0.000511020159947	1.75256703338e-06	4.80216419503e-07
t	0.00388789904513	0.365801042004	0.511660889746	0.115590919949	0.0024155346887	0.000640386445316	2.69593579446e-06	6.32092083168e-07
e	0.00138695373504	0.250081764001	0.535681473249	0.20805562665	0.00409024209623	0.000700278148439	2.97843296482e-06	6.76187227723e-07
l	0.000549648955013	0.171651536667	0.530650641083	0.286992642217	0.00839758956541	0.00174659754948	1.00785666883e-05	1.25393887591e-06
è	0.000279163148338	0.103523445222	0.418060897028	0.462373997406	0.0130367775218	0.00271174438316	1.25568728628e-05	1.4377207963e-06
f	0.000354224416113	0.0680686827407	0.387289475676	0.530356982469	0.0123400161739	0.00158199170605	6.4817579876e-06	2.14628983643e-06
o	0.00439714677204	0.0535774245802	0.301720119892	0.54904552749	0.0582087227246	0.032978769147	6.06212143959e-05	1.16283219455e-05
n	0.00607104725735	0.0279930321934	0.168620049631	0.599427042497	0.143712800908	0.053915632049	0.000218028061465	4.23551066485e-05
o	0.00279321903578	0.0141795590311	0.0972247605437	0.541771370832	0.304993613636	0.0387706530163	0.000222775546822	4.40354562162e-05
t	0.00118815988983	0.00546196197703	0.0510985041812	0.501879130277	0.405076807879	0.0351582833388	0.000118289568607	1.88371437387e-05
è	0.000445475651177	0.00232605206901	0.0338215390604	0.425501136759	0.43283875596	0.10497079678	8.6429622869e-05	9.8195533929e-06
l	0.000410882677059	0.002053677933	0.0201798623535	0.362021505586	0.496781651987	0.118376875927	0.000144245220956	3.13005242776e-05
i	0.00514758775902	0.007381321811	0.0201263611178	0.285116570862	0.526790873996	0.153782548976	0.00153250396365	0.000122219943426
n	0.00698956628634	0.00864002190367	0.0147602879059	0.140002629287	0.582827831332	0.241263079659	0.00520044465455	0.000316145167809
a	0.00349492676211	0.00410984516789	0.0074629165353	0.078061528429	0.541847627111	0.35779582322	0.00685700155152	0.000370353965936
t	0.0018543512027	0.0020047442793	0.0035057521451	0.0523030198097	0.47140934237	0.454104081073	0.0141221958505	0.000696545898645
s	0.000623281414333	0.000731995436433	0.0028257519817	0.0579651382699	0.420292214123	0.481397367024	0.0293698816168	0.00679440473288
è	0.000249963419544	0.000321404602144	0.0022371482039	0.04157605709	0.371369231374	0.548132455675	0.0275516338723	0.00856212741096
r	0.000140845893181	0.000255251404048	0.00158184837797	0.03525333003	0.358448337125	0.546083208558	0.0543025089574	0.00393466173699
i	0.00381707963439	0.00683790756802	0.00769048055932	0.0358690476767	0.333955312375	0.471268882853	0.112860919652	0.027700368679
à	0.00795522787813	0.0115093173893	0.0101983455198	0.0226345032256	0.283955750792	0.400005317618	0.145270263217	0.118471262893
t	0.00559158633604	0.00644125435177	0.00466307022993	0.0114246095085	0.166127686931	0.325398119206	0.354653851072	0.125699802298
t	0.00217262157868	0.00295088560592	0.00192013593331	0.0065766342695	0.098742930977	0.424629233069	0.389293661024	0.0737138954327
i	0.00137571128289	0.00231211876864	0.00130778127777	0.00493020302317	0.070567807659	0.411226011023	0.192482197675	0.315798161811
n	0.000814278439963	0.00132393744621	0.000791284249923	0.00226240955906	0.0294071996863	0.166429079674	0.423983215892	0.37498860927
A	0.000479751312321	0.000783433505403	0.000450632740641	0.00107549709435	0.0134499563621	0.0716572522247	0.646760888631	0.26534264509
n	0.00046132916744	0.000657753381801	0.000355339873547	0.00072678671145	0.00834589188737	0.0333452359749	0.689229419544	0.266878291697
n	0.000974579699147	0.00208974887393	0.000691606984516	0.00156948652715	0.0139990583958	0.0491731208916	0.569145473181	0.362356920566
a	0.00111694445305	0.00259043501798	0.000809353768172	0.00185498509572	0.0152168135319	0.0544671433639	0.248214157394	0.675730140189
</S>	0.000660279956525	0.00142025339899	0.000447583444086	0.00103789507786	0.00798054886595	0.029126536282	0.130322213197	0.829004670094
