 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.8185625	0.1552345174	0.0198527822	0.00238574738575	0.0010949946245	0.00016958600372	0.0022988088655	0.00036973178254	1.85549764e-05	8.8498338875e-07	9.88868652e-07	3.69372822e-06	4.224402968e-07	2.53571638e-06	2.6057641195e-07	4.327861399e-07	2.60320526e-06	1.18861596915e-07	1.04228536e-07	1.260339143e-07	2.5199525635e-07	3.959910975e-07
m	0.581044413333	0.392419249133	0.0197848669267	0.00261960774858	0.00109611375583	0.00023571669124	0.0022987974553	0.00037852427918	3.30230334667e-05	5.01226647296e-05	2.4358473984e-05	3.97813004e-06	3.37639979893e-06	2.73303788e-06	6.9657017065e-07	4.954482533e-07	2.61950411e-06	1.46353692305e-07	2.56229278667e-07	1.55581459433e-07	3.58814888783e-07	4.08389369833e-07
e	0.336333001111	0.616388069711	0.0423502691689	0.00137925493619	0.00217116126628	0.000152458124747	0.000957357718567	0.00013590006016	2.56193725656e-05	6.59522805592e-05	3.14965814943e-05	1.65952151667e-06	4.08246376708e-06	1.12640773767e-06	6.70254334017e-07	2.301876161e-07	9.13295844667e-07	7.68003202183e-08	2.37912266089e-07	8.22489292777e-08	2.31341103928e-07	1.60501253611e-07
s	0.168220371037	0.76862733657	0.0525529130563	0.00625115347873	0.00316705658876	0.000544301445916	0.000522093842856	5.41418924867e-05	1.66314649319e-05	2.57805778357e-05	1.39463546644e-05	7.30856835557e-07	1.80788525646e-06	5.94668770223e-07	3.46035488472e-07	1.008790637e-07	3.30257148556e-07	3.44919718561e-08	1.20276858563e-07	3.82552135592e-08	1.16435668976e-07	6.56860952037e-08
s	0.136500271012	0.77492039219	0.0355662106854	0.0303088778262	0.0169250724963	0.00267528554864	0.00294478391762	0.000112120601162	1.7071552644e-05	1.51146449452e-05	1.02192452881e-05	1.30109423852e-06	1.28894786882e-06	7.80095856741e-07	3.27646522824e-07	1.97264174567e-07	4.06589798519e-07	3.71689062854e-08	9.94052961877e-08	3.99396725197e-08	9.8297787992e-08	3.30701514012e-08
è	0.122770771337	0.744727097397	0.0576197568951	0.0390076526087	0.0262492424988	0.00329241808288	0.00616368080587	0.000141351780387	1.0316283748e-05	7.78081582173e-06	5.54316540803e-06	1.87852647951e-06	6.8007125594e-07	6.76291528914e-07	2.08300403941e-07	2.14057432856e-07	5.59072309506e-07	3.00953560285e-08	5.24675747626e-08	3.16666246732e-08	6.48266929973e-08	2.35199714671e-08
r	0.0488930771123	0.852989865799	0.049822869345	0.0279324538696	0.0141454504179	0.00164970121763	0.00448256501862	7.11349147957e-05	5.12535668267e-06	3.43930924724e-06	2.03068348134e-06	1.14986733284e-06	2.83832168313e-07	2.68253573205e-07	7.91965213137e-08	7.90166315853e-08	3.19598760202e-07	1.18291885428e-08	1.95673559542e-08	1.32669613911e-08	4.10694753324e-08	1.70114831557e-08
e	0.0450772480374	0.635735355266	0.196851905162	0.0862775576232	0.018912234391	0.00331567959588	0.0127561672562	0.000591172539599	0.000397506831128	1.44065552157e-05	5.09386142711e-06	3.34080315506e-05	4.8793284561e-06	4.47432567797e-06	1.04336445744e-06	7.60292956495e-07	1.73636264004e-05	1.07881462114e-07	9.74043869847e-08	2.98129165464e-07	1.49731132411e-06	1.73360726805e-06
m	0.0468241210125	0.345120175089	0.255775780054	0.232356055874	0.0260955034637	0.0725783608653	0.0163169425521	0.00279453584653	0.00157580177704	0.000210944230405	0.000188989269642	6.98751818502e-05	2.8206420152e-05	1.53603008927e-05	7.51978648581e-06	2.6578578855e-06	2.35567377001e-05	9.80529967371e-07	2.12045082899e-06	1.37247202182e-06	8.00722554137e-06	3.09498695602e-06
u	0.0222353257375	0.228469377363	0.108256221685	0.439103388625	0.0259824808212	0.120887751622	0.0477273053174	0.00490784194884	0.00177715789235	0.000269107078135	0.000247162660447	5.34850476167e-05	3.19130590173e-05	1.48919239309e-05	8.7825130186e-06	2.62639662183e-06	9.15865913337e-06	1.17229362312e-06	2.71172001e-06	1.44745915527e-06	8.75111315046e-06	1.92176974201e-06
p	0.00960085597917	0.091510120121	0.0528231712283	0.471843746208	0.0298117086071	0.270114595207	0.0607748147725	0.00959413798295	0.00220767889745	0.000830436377378	0.000566984124049	9.79845162056e-05	0.000105902938639	2.4160870277e-05	4.21693228629e-05	1.11733686339e-05	6.84154471112e-06	3.99236267504e-06	1.21546389703e-05	4.06230303309e-06	1.08722366868e-05	2.46859933734e-06
