 	che	non	li	aspettiamo	</S>
n	0.892742725	0.0523944185	0.05425373019	0.000292858878	0.0003163279025
a	0.611799685	0.327191311833	0.0596306743967	0.00103377614933	0.000344626432833
m	0.239465461667	0.474896970611	0.268544234132	0.00126417861644	0.0158292185096
i	0.0992424102223	0.228703221204	0.617572131377	0.0312551676055	0.0232271027365
t	0.0387733733074	0.096758090068	0.780428430459	0.0446488568685	0.0393912648122
u	0.0157715680025	0.064503197356	0.720192123486	0.0974668266228	0.102066296604
s	0.00744481813417	0.219520081119	0.430023829495	0.166726598874	0.176284688868
m	0.00303424597806	0.249676896173	0.471218151498	0.123900239625	0.152170506289
ì	0.00192200269269	0.096511103191	0.549485900499	0.286851603208	0.0652294460963
n	0.00145247926423	0.046963477497	0.5433978935	0.366362961069	0.0418232213654
o	0.00219910155474	0.0220985822657	0.461792330833	0.376134730356	0.137775272455
m	0.00229187960825	0.0119174772219	0.179525667944	0.612360826785	0.193904167485
e	0.000812381842083	0.00470831937397	0.0809525020147	0.486162858928	0.427363942495
</S>	0.000413679745042	0.00253309843698	0.0406885680574	0.259217779464	0.697146871247
