 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.96823507	0.02451574145	0.002233438945	0.002467952802	0.0025055806725	2.82617809e-05	9.7970545e-06	1.539663685e-06	2.6463583e-06
f	0.94594409	0.04223714415	0.006290292215	0.00287994506733	0.00250243845183	9.34928603e-05	1.71903605e-05	3.2454712895e-05	2.9673478e-06
è	0.884420116667	0.102722946717	0.010079265405	0.00165534980244	0.000967295704943	9.731807138e-05	1.34987248667e-05	4.2075131493e-05	2.17966948e-06
n	0.835672955556	0.148088152239	0.0145572744683	0.00110618574748	0.000451856190981	5.025634974e-05	7.0758721889e-06	6.3187762359e-05	3.07913947333e-06
e	0.588837418519	0.29431302408	0.0956175551561	0.00940928774916	0.011660448493	4.534875558e-05	1.76199285963e-05	8.19428201197e-05	1.73365038244e-05
t	0.233174715506	0.469756908027	0.253147718385	0.0283900992497	0.0154030795993	4.867406286e-05	1.94526660988e-05	3.95235734732e-05	1.98498671471e-05
e	0.0921608978353	0.436392886009	0.423473956128	0.0417895830832	0.00610776453477	4.62475062867e-05	7.78616443293e-06	1.38380159077e-05	7.0652644547e-06
k	0.0387365252784	0.389573145336	0.475738585376	0.0913198410277	0.00414262681159	0.000426387980762	3.9105578311e-05	1.95642176192e-05	4.20262481823e-06
a	0.0161128265261	0.305214381779	0.473265178459	0.176604237009	0.0281420870039	0.000584658680254	5.1133700437e-05	2.19112770397e-05	3.55433040608e-06
o	0.00859097994203	0.147186644593	0.42787937282	0.371548969003	0.0436829723346	0.00105572691342	3.40433228123e-05	1.76646028466e-05	3.62870813536e-06
l	0.00512757504734	0.066546997531	0.290604704273	0.562823379668	0.0298255194449	0.0426364827045	0.00165356023594	0.000685755828616	9.60451897118e-05
à	0.00239418241578	0.039109154177	0.180363938091	0.564343649889	0.154431088482	0.0560690573348	0.00226179040531	0.000901469033039	0.000125665276204
d	0.00227923170526	0.0250404003923	0.108170141364	0.550762469963	0.203473288494	0.107195932212	0.00259094376177	0.00039909066118	8.8504218368e-05
r	0.00251389303509	0.0201349277974	0.164961959121	0.407084676654	0.0842090468313	0.314325477404	0.00626498375392	0.000387726930393	0.000117353106123
o	0.0054467079117	0.0139795855991	0.21375277304	0.296072658885	0.126365253944	0.330029369135	0.00977684558464	0.00390060639346	0.000676238128708
m	0.0058221221139	0.00791634414303	0.127180738847	0.264647936295	0.143965075315	0.400107079712	0.0433178898615	0.00609247106449	0.000950356442903
b	0.00197311989663	0.00318206520101	0.0467400536823	0.121094394432	0.054074671815	0.684100269904	0.0832093082872	0.00511870805483	0.000507419960968
ì	0.000739213500877	0.00577770061034	0.0227226361274	0.051983377144	0.274980699982	0.548398626635	0.0907121214291	0.00434086361828	0.000344752313656
k	0.00256995432029	0.00730425820345	0.0155493773758	0.030699555048	0.350333095194	0.479798908878	0.096500779143	0.00729536503943	0.00994866508455
e	0.0260526481068	0.0176416114012	0.0475777824586	0.0284643736827	0.144380022265	0.435869272959	0.142797373048	0.113845638346	0.0433712606948
a	0.0343492027023	0.0204895684671	0.0564226983862	0.0264879031609	0.078771340255	0.159699629986	0.199609954349	0.297449816115	0.126719898898
p	0.0141918007334	0.0072029555157	0.0199046489454	0.0110787503203	0.032973745085	0.0787564123287	0.325625168116	0.326048685372	0.184217852966
ò	0.00476720303047	0.0024242892409	0.00675329366513	0.0049640886601	0.0129868829283	0.0413077298596	0.301121663705	0.498364525124	0.127310344322
t	0.00162323763349	0.0008329442273	0.00237675076171	0.00187132097337	0.00480973649943	0.0233591957032	0.221370462235	0.667900408375	0.075855964774
t	0.000599873571163	0.000297261202433	0.000984936707237	0.000699139831457	0.00180688316101	0.0176796748677	0.186586856412	0.713322052792	0.0780233349247
u	0.000270318255054	0.000116523041478	0.000499584102412	0.000240232462152	0.00060661274687	0.00625668310323	0.0649915701107	0.598771934264	0.328246521642
</S>	0.000177303689527	7.0968448739e-05	0.000295826331206	0.000124155048076	0.000308050106435	0.00314842932262	0.0326223585154	0.383529967132	0.579722910821
