 	è	che	stanno	ancora	svegli	</S>
è	0.676867815	0.2536871044	0.05247561538	0.0133983909333	0.003562374943	8.65926105e-06
n	0.451811248333	0.419955621467	0.11069873346	0.0136937437778	0.003830703981	9.89190578333e-06
a	0.263780379111	0.428858527156	0.281419934487	0.0204903733926	0.00541706566033	3.36847163611e-05
s	0.094266538257	0.397616242385	0.477861131496	0.0240034106975	0.00621208678678	4.0563595787e-05
t	0.0317735592623	0.438571080795	0.514180530499	0.0126933491325	0.00274358246226	3.7909736929e-05
a	0.0108271384374	0.433908336932	0.480819056833	0.0732146367108	0.00119149375409	3.9368057643e-05
t	0.0039389316058	0.321098812311	0.457238465611	0.201905748904	0.015423988218	0.000394042957881
ù	0.00168049020193	0.177045153437	0.376870528537	0.423209912968	0.0206711793393	0.000522693173627
n	0.000766362113977	0.0782433371457	0.460037149512	0.451191984323	0.00956446427977	0.000196656039542
e	0.00193248925133	0.0455812823819	0.432449836504	0.498415894774	0.0212006689933	0.000419793007181
a	0.00233631414911	0.024079857484	0.169127347968	0.773136718258	0.0307484739978	0.00057127551906
n	0.000874637085037	0.00894126335133	0.061397843456	0.744730419419	0.181370653999	0.00268519428969
k	0.000461231571679	0.00809432961711	0.033227035152	0.494329286473	0.448216204666	0.0156719231632
ò	0.000536571643893	0.00733910767237	0.021096858384	0.453322948824	0.499760384889	0.0179441112544
r	0.000461084662131	0.00288433942412	0.010091432028	0.659092416275	0.320500918296	0.0069697706848
a	0.00195060402154	0.00432322120804	0.011437404576	0.553839642092	0.280031146099	0.148417969295
a	0.00244948115785	0.00463770569501	0.0106427939337	0.224750280697	0.542526395366	0.214993351098
t	0.000821564539783	0.001555902651	0.0036614117529	0.097217566899	0.772102911789	0.124640658366
s	0.000274766117741	0.000539485967333	0.00141515074097	0.0586135322997	0.829858537263	0.109298556122
ù	9.7423955227e-05	0.000200330396778	0.000581743747323	0.0353579812666	0.861469179088	0.102293358707
n	3.92020032757e-05	7.96850302593e-05	0.000230059141108	0.0190135999222	0.912705043029	0.0679323994023
n	1.47617837252e-05	3.97462290864e-05	0.000114396032036	0.0129302753074	0.95273743101	0.0341634059674
i	7.81116577507e-06	1.72389328288e-05	5.06106983453e-05	0.00658285976913	0.931825910337	0.0615155816558
t	5.13468601169e-06	7.69335264293e-06	2.39027441151e-05	0.00330406115638	0.911269336779	0.0853898592186
i	7.97804065723e-06	5.89284178098e-06	1.61522153717e-05	0.00189391092413	0.622706073593	0.375370015073
</S>	1.31550303286e-05	6.18407139049e-06	1.33441181859e-05	0.00100237192007	0.326115828797	0.672849157536
