 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.99488963	0.00424098935	0.0007873067418	6.8159685e-06	4.5893730018e-05	2.130274568e-05	7.7002587e-06	4.078097625e-07
ì	0.714190703333	0.215647395683	0.0685324695806	0.0014985034275	4.6983305806e-05	7.25511418933e-05	1.06701362333e-05	7.65752920833e-07
n	0.339487781111	0.345134681894	0.31249918986	0.00202084615717	0.000551409849735	0.000238853740631	5.06289487444e-05	1.66534664736e-05
i	0.184940947037	0.435118733965	0.36173996662	0.0147894925337	0.00104810054991	0.00202038904688	0.000294096796248	4.82869961579e-05
e	0.084549274479	0.418867055655	0.46790314554	0.0250549171779	0.000769092273303	0.00247805901396	0.000334546182083	4.39142897526e-05
n	0.051699550293	0.288503692885	0.53269426518	0.0425871733926	0.0485566747811	0.00192847220299	0.033004061244	0.00102614480428
è	0.0485717867643	0.237733217962	0.411581421727	0.183987184464	0.0683518735937	0.004501333601	0.0439187230713	0.00135448655976
r	0.0268992433548	0.089174831654	0.600499690576	0.203623226821	0.0600384265312	0.00459210768367	0.0147162716338	0.000456169790587
k	0.0611676488849	0.0345436343847	0.690549686859	0.0874954599403	0.106073442177	0.0141344180446	0.0055060928646	0.000529564075862
o	0.0781417246283	0.0139597261616	0.65072168562	0.0875727623134	0.145857147392	0.0203735113482	0.00275084002153	0.000622586585287
t	0.0324965548528	0.00616288041053	0.443486586207	0.0690182794378	0.428997309131	0.0159301124494	0.00359793537384	0.000310312921762
t	0.0109775734109	0.00221195851351	0.151593116402	0.0241108003793	0.750987453044	0.0512782208165	0.00837204179128	0.000468778607254
e	0.00524668208697	0.00160520289117	0.0774849854673	0.0295087920264	0.771901481015	0.0911629436055	0.0152637989304	0.00782607196908
e	0.00405163046232	0.00151768226372	0.0540873481558	0.0474417456755	0.745573993672	0.0986757678685	0.0340317719768	0.0146200249897
t	0.00228251032077	0.000700100009573	0.0214061937853	0.0354421432252	0.614712984557	0.117008082623	0.171367877326	0.0370800759966
u	0.00184580437359	0.000333090674858	0.00933130522843	0.0173201134084	0.357261538186	0.142141320874	0.338965969109	0.132800848666
s	0.0016677553912	0.000205515119619	0.00509380599281	0.0180358088028	0.185694589395	0.219150680291	0.387963143036	0.182188686222
m	0.00616654866373	9.9155715873e-05	0.00301988748094	0.0155695932643	0.107374269798	0.209480174764	0.423461617679	0.234828732074
è	0.00758789073791	6.15390376243e-05	0.00227151650031	0.00543352968477	0.0540968695327	0.110328937921	0.61040328256	0.209816449591
n	0.00264018851264	4.77268735414e-05	0.0017269564401	0.00210039880826	0.0223440747776	0.079196219307	0.790691270853	0.101253172097
o	0.0117981639209	0.000166617837847	0.00171736826003	0.000979322182753	0.0106699815925	0.047598935869	0.691011393618	0.236058207366
m	0.014785629873	0.000193291558316	0.000854203262677	0.000516779394251	0.00407224883083	0.0327590220563	0.665119424539	0.281699392455
e	0.004961519648	6.75596589053e-05	0.000297446539226	0.00022344375275	0.00175549556528	0.0271577375854	0.71300620818	0.252530567485
t	0.00168008839933	2.51045652684e-05	0.000107016260575	0.00010948253225	0.00095408127676	0.0208349010951	0.732395702727	0.243893564495
r	0.000582652910777	8.71451995613e-06	3.98480241917e-05	6.07361274167e-05	0.00307297625892	0.0209653490317	0.832753490909	0.142516143498
ò	0.000214915577259	5.74817598538e-06	2.15386312306e-05	6.63327911389e-05	0.00345461773097	0.0109190814772	0.891127120303	0.0941905958327
m	8.3382087753e-05	4.71646306179e-06	1.42822946102e-05	6.36822563796e-05	0.00119527067166	0.00620835762573	0.933012356768	0.0594179352776
e	0.0103518203696	9.19378557539e-05	0.000169451504737	4.46075541265e-05	0.000488016033887	0.00354167182191	0.688285595589	0.297026860426
</S>	0.0206570351848	0.000181237877877	0.000328973402369	4.85387790633e-05	0.000360884956943	0.00186749983096	0.430062637795	0.546493130213
