 	questo	muro	vuole	uno	specchio	</S>
c	0.98326203	0.0164384968	0.000268799344	1.515662705e-05	1.4737763985e-05	7.86588845e-07
ì	0.809155763333	0.189768942933	0.00104433728133	1.53899455833e-05	1.45738674017e-05	1.00344858167e-06
t	0.567579341111	0.430668834311	0.00172552052711	1.74590770944e-05	7.5184268739e-06	1.32111776056e-06
t	0.421309567037	0.57673166477	0.0017365131757	6.42882966981e-05	0.000106006664291	5.19561216202e-05
o	0.286535425679	0.659511054923	0.0534695930252	0.000238229502233	0.000155658948097	9.00692972067e-05
t	0.15013238556	0.745872284974	0.103502546342	0.000367941160744	7.2873967599e-05	5.20086732922e-05
ì	0.0522954220533	0.794407694991	0.153007770781	0.000245625826915	2.59508649497e-05	1.75693439774e-05
c	0.0195674437178	0.68900567833	0.29009774026	0.00126108522231	5.99562291666e-05	8.1024832158e-06
h	0.0152617377393	0.71732960611	0.26537361242	0.0016924353741	0.000295202673056	4.74046476386e-05
o	0.0173946612464	0.577819440703	0.40255885314	0.0017576476247	0.000379604941019	8.97658925462e-05
t	0.0108479436221	0.234043404568	0.712519017713	0.0402363540749	0.00228321909701	7.00234315154e-05
è	0.00375790581403	0.0931117852893	0.845886739238	0.0542948641583	0.002908272029	4.04382321718e-05
l	0.00308646523801	0.0333418616298	0.824171403079	0.0884337841861	0.0492479930063	0.00171850876839
i	0.176001184979	0.0495670723099	0.545333837693	0.138481924729	0.0794896743354	0.0111263554895
è	0.284893588326	0.07228059077	0.330619715898	0.112812838243	0.115257421445	0.0841358951632
n	0.148056028929	0.042261277842	0.202751109966	0.089486231081	0.412064547148	0.105380826388
a	0.215796485796	0.0593210501993	0.0803027379887	0.0748202643603	0.478701432383	0.0910580534627
n	0.238319402162	0.0649988214664	0.0380149333896	0.0549478477868	0.517288094128	0.0864309108209
j	0.083285782284	0.0223198978888	0.0137511660565	0.0390847269289	0.627602164709	0.213956273274
a	0.0317478753513	0.00812333219293	0.00568376735883	0.025344194143	0.497968764903	0.431132091091
l	0.0108364300404	0.00277027561098	0.00198575515961	0.028010572881	0.578114948301	0.37828202703
ì	0.00486760758013	0.00149580668699	0.0010908805532	0.0284608197937	0.714565342767	0.249519555677
</S>	0.00417601264006	0.00157535859349	0.0011497211766	0.0177576481468	0.746430636384	0.228910652838
