 	non	mi	aspetti	che	non	vengo	</S>
m	0.187065976	0.32167777475	0.47637405185	0.007614772134	0.00160240645	0.0045048424265	0.00116017529025
ì	0.0985254646667	0.40850763475	0.476966738017	0.00772626013133	0.00236433785	0.0047495055555	0.00116007195942
m	0.149436820222	0.465251624917	0.341544613406	0.0158282527971	0.00404899691667	0.0232481249318	0.00064157802914
e	0.172606838074	0.458395238306	0.303452739469	0.0228464312657	0.00768653363889	0.0344847093106	0.00052745466638
m	0.095653332358	0.429685660769	0.417966368156	0.0329421260886	0.00645316657296	0.0170242515035	0.000275017747127
ì	0.0760652191193	0.25660730159	0.466515707385	0.0928244440295	0.100995238551	0.00685533016783	0.000136711992709
n	0.175095359706	0.31134270053	0.206283183795	0.156582554677	0.13404761185	0.00666083498928	0.0099877386929
i	0.171090334902	0.257047470177	0.110459907932	0.267237121559	0.0955735096167	0.0844119223298	0.0141797274976
k	0.0631924123773	0.126557551059	0.0535511859773	0.549924887186	0.0867301565389	0.11414309811	0.00590068423253
a	0.0217234470691	0.046039919953	0.0257187273924	0.522200455729	0.244235298846	0.13653671337	0.00354540171084
e	0.014481935223	0.0190121018177	0.0165275811975	0.252718695243	0.464100902949	0.16103847779	0.0721202954036
n	0.0115992147377	0.0084123244059	0.0198725303992	0.158406731748	0.513406694316	0.156803332597	0.131499185135
è	0.00400845214257	0.00304775096863	0.0140446926664	0.077549051916	0.422566601439	0.391884634199	0.086898839045
r	0.00142345568129	0.00107699149954	0.00548820371047	0.028388691172	0.212575898813	0.705123678066	0.0459231156817
k	0.00048146370553	0.00036901753718	0.00224625862516	0.0112465175807	0.084420670271	0.775014892689	0.126221197227
o	0.00027964702651	0.000179842136393	0.00124421081505	0.00384928561357	0.0486658390903	0.65167058423	0.294110602409
m	0.00020875449377	0.000115880732131	0.000592264231683	0.00163993756786	0.0760791463634	0.578895448077	0.342468590803
e	7.560552869e-05	5.4253767377e-05	0.000258469234028	0.00088548993362	0.0735522814545	0.412727400692	0.512446523601
</S>	4.4429153095e-05	4.63993836885e-05	0.000129666672214	0.00045251018331	0.0388568147272	0.244179077346	0.7162911318
