 	lo	ho	finito	di	fare	</S>
t	0.88173465	0.1161949325	0.00206065928	2.65007755e-06	6.8809659e-06	2.407011475e-07
o	0.670653623333	0.269234810833	0.0592336780933	0.00038412299585	0.0004862993409	7.5171821475e-06
s	0.386174807778	0.473871870278	0.138437682698	0.000835001198617	0.000651902842967	2.88032713825e-05
p	0.214077842593	0.436108323426	0.348336974233	0.00115313436621	0.000292992460322	3.07752886942e-05
ì	0.117756964864	0.229806491142	0.650627358078	0.00150366478874	0.000290140360107	1.53953814647e-05
c	0.046577316288	0.144633767047	0.737039186026	0.0697855809296	0.00151951751004	0.000444660689822
c	0.0493075294293	0.0976289676823	0.756482182009	0.0932438425099	0.00233783403668	0.000999666896607
e	0.108991616476	0.0691050832274	0.71026053067	0.0910739130366	0.0188255879122	0.00174327299887
t	0.0995109720253	0.0456716394091	0.516229100223	0.312237491012	0.0247381674707	0.00161261987962
s	0.0340006819418	0.0215810701364	0.535078430074	0.390354480337	0.0179988463236	0.000986473173207
a	0.0138189007139	0.0107365112121	0.444905581358	0.511911776779	0.0175769577745	0.0010502738244
a	0.00721197803797	0.00413469393737	0.163825700119	0.811454258926	0.0124410312582	0.000932345351467
t	0.00307639231266	0.00162374148246	0.071382837373	0.829529872975	0.0416630617527	0.0527240895272
s	0.00107571372422	0.00067452133082	0.040922594791	0.602529134325	0.218156213918	0.136641819842
è	0.000572054428073	0.000358078630273	0.021114202497	0.464623211442	0.358269371306	0.155063079947
k	0.00122541767602	0.00104991869676	0.045618128399	0.561833213814	0.284096033769	0.106177291649
à	0.013375194692	0.00639935239892	0.0573141394663	0.453485657938	0.34737895459	0.122046722216
m	0.0166037595407	0.00732777549631	0.0235500200621	0.240263422646	0.580673218197	0.131581834072
i	0.00669803389023	0.00267500769544	0.0080775186607	0.135740093382	0.501463102732	0.345346281357
</S>	0.00504792604511	0.00164905784772	0.00429432193035	0.068562200441	0.319764496366	0.600682025679
