 	possono	essere	ancora	svegli	</S>
i	0.92569857	0.066514147	0.006143181635	0.00162049905	2.35923485e-05
s	0.945310003333	0.0471560353333	0.006041009765	0.00148219722	1.07617564333e-05
ò	0.977987534444	0.0194552901111	0.00202823745057	0.00052518555118	3.77432208943e-06
z	0.861136378148	0.137294970037	0.00126865739242	0.00029795894824	2.07182637481e-06
o	0.501026850049	0.484883713346	0.0122854377308	0.00178778703941	1.62305457916e-05
n	0.19937085235	0.768823271115	0.0247101652436	0.00707258411314	2.31048269305e-05
e	0.101397468117	0.834589390372	0.0561846700812	0.00780677317105	2.16530296435e-05
ì	0.0535770407057	0.817358310124	0.125483090027	0.00350716539035	7.43813532145e-05
n	0.0252952216686	0.812938150041	0.149186923342	0.0120944976634	0.000485236794405
e	0.0598309229895	0.56880086768	0.327859504447	0.0419029025545	0.0016057831648
a	0.0711603522632	0.20570793196	0.676600781482	0.0448685658515	0.00166229598827
n	0.0247754040211	0.0714679443867	0.751360483827	0.14993856695	0.00245753989609
k	0.060236350007	0.0262685585956	0.521214131276	0.367062838983	0.0252180824987
ò	0.084953156669	0.0101867843319	0.485672570425	0.387872779661	0.0313147075329
r	0.041839954833	0.00458596654397	0.709063040142	0.232391889887	0.0121191975443
a	0.157675757554	0.00275520494799	0.570819403381	0.174896883296	0.0938527908481
a	0.196693720718	0.002093707506	0.236884950127	0.410609751099	0.153717886949
t	0.0660822512193	0.000772971882	0.120609104042	0.6874221437	0.125113520316
s	0.0221166783464	0.000309479193667	0.0843499663473	0.7877201579	0.105503724772
ù	0.0074747251088	0.000119983335889	0.0564126457824	0.823533002633	0.112459698257
n	0.00255855313427	5.71214876297e-05	0.0301044455941	0.872569250878	0.094710675419
n	0.00105540136276	2.27572303432e-05	0.0183787426314	0.926458050293	0.0540850931397
i	0.00104485527425	1.12266694144e-05	0.00893355211047	0.880235216764	0.10977519638
t	0.000846274754817	6.8861162148e-06	0.00433870617016	0.860976238921	0.133831928793
i	0.000413660221672	8.45787364827e-06	0.00216510257005	0.60213441964	0.395278379598
</S>	0.000403166720836	1.32248578241e-05	0.00113722455503	0.31106861982	0.687377774799
