 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.9786192	0.01949718693	0.0017315687922	0.0001295867209	2.095577525e-05	1.4713059e-06
c	0.965649966667	0.0321661889767	0.00202630981073	0.000135494185633	2.06388378167e-05	1.44163040333e-06
h	0.964481105556	0.0342873739922	0.00115778525024	5.9939993211e-05	9.98077700557e-06	3.91242343778e-06
e	0.716430435185	0.280944705664	0.00255371918341	5.3558063737e-05	1.18679780019e-05	5.78305364593e-06
p	0.312979631395	0.672257268555	0.0144725849611	0.000248991994579	3.82368966673e-05	3.29720204864e-06
o	0.106527432898	0.869648366185	0.0233176723204	0.000434847678193	6.24374455558e-05	9.23979434955e-06
l	0.0366529047327	0.833644378728	0.124646036107	0.0040013513394	0.00100775366852	4.75734867832e-05
e	0.0130244700109	0.754744572909	0.222569915369	0.00819119544647	0.00139174830617	7.81434589277e-05
m	0.0053375145703	0.633252457636	0.349621375123	0.0101320368155	0.000851150852057	0.000805549962976
ì	0.0027293001901	0.464232502545	0.505354811708	0.0255324186052	0.00111668288402	0.00103435102766
s	0.00289989146337	0.303543459515	0.650720090569	0.0408270585351	0.00115716632801	0.000852350582553
o	0.0507881536878	0.133546967172	0.69974578019	0.101124544512	0.0137594652093	0.00103508416085
n	0.0650550495026	0.0597946712573	0.690350310063	0.165316084837	0.0188305707364	0.000653324813617
t	0.0218968592175	0.0242566789524	0.789428946688	0.150165961612	0.0119113922455	0.00234017719787
a	0.0078876411825	0.0118032421175	0.712449378896	0.243918117204	0.0198730800818	0.00406857679929
ò	0.00680553106083	0.00605296800583	0.481303729632	0.468873819068	0.0296947860273	0.0072692207331
l	0.00607662102361	0.00348711531528	0.292208383211	0.624170329689	0.0652815000091	0.00877608524437
i	0.0318801773445	0.00378264441843	0.15088768407	0.466894686563	0.32477278667	0.0217820227481
t	0.0404192400488	0.00372562858281	0.0770069643567	0.323251288854	0.520341032223	0.035255835916
i	0.0136194119269	0.00128702768927	0.0490686183522	0.262073761951	0.636488867408	0.0374622983053
n	0.00472018698897	0.000471815361423	0.0203997956841	0.204539272984	0.710661222469	0.0592077017684
a	0.00168973580966	0.000200612535474	0.0108314337214	0.180174979661	0.741152520823	0.0659507022561
d	0.000661233606553	0.000100342436825	0.00376679546713	0.0715496132203	0.829938073608	0.0939839290854
d	0.000408725912184	6.83735879417e-05	0.00189299935571	0.0404881520734	0.693907011203	0.263234756362
o	0.000483986987395	8.87919149806e-05	0.0012523986719	0.0246000823578	0.566173053734	0.407401698787
m	0.000372424079132	0.00010025842166	0.0005673171973	0.0152880541193	0.563088934578	0.420583046262
à	0.000290930676377	7.79285805533e-05	0.0003455373891	0.0124923837064	0.671137544859	0.315655728754
d	0.000253515373126	5.12312698511e-05	0.000200621490033	0.0083969276688	0.79129247162	0.199805276251
a	0.00606317883871	0.000306362229617	0.000410613320344	0.0039189090896	0.558304022873	0.43099696875
</S>	0.0119775544194	0.000582414244809	0.000712588010172	0.0025879061948	0.309895574936	0.674244034375
