 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.70230971	0.2760938251	0.0160723844075	0.0050651067041	0.00025866956923	0.00011959112881	9.722383165e-06	5.4257360415e-05	1.672571888e-05
a	0.479493143333	0.484681075033	0.0302322974692	0.00511157505803	0.000276415387743	0.000123392275937	1.0292135255e-05	5.47170771383e-05	1.70579204267e-05
n	0.282982847778	0.681065958344	0.0316502501564	0.00360655274268	0.000325347603914	0.000203719611646	2.84556886183e-05	0.000129034016046	7.8254296089e-06
o	0.113979540593	0.680967019448	0.201143129385	0.00316460226756	0.000327260371305	0.000226852789559	3.39194124348e-05	0.000153300764195	4.40269256963e-06
n	0.045822098531	0.569778973149	0.362321803128	0.0193470852092	0.0011023567271	0.00097561380553	0.000144676210374	0.000495497063578	1.19141698899e-05
ì	0.017250595077	0.416981587716	0.536702394376	0.0256368417031	0.00139734558903	0.00122562015694	0.000181608196375	0.000609568578233	1.43928966856e-05
s	0.008894526259	0.213620295905	0.762964531459	0.0132926740344	0.00054588407501	0.00041209143908	6.07236776083e-05	0.000204016923418	5.18062815087e-06
o	0.0128731784197	0.135615209968	0.83027004382	0.0200687691781	0.000619043390337	0.000434160744693	2.43040997694e-05	8.9139393106e-05	6.09462991696e-06
n	0.0116434050632	0.086895834656	0.759418531273	0.134801781393	0.00640417079678	0.000741124561564	2.35455479231e-05	6.51021750353e-05	6.46724540565e-06
t	0.00402216584873	0.119150588219	0.495062820424	0.350416050464	0.0305488425989	0.000731056710521	2.6956691641e-05	3.85254950118e-05	2.99121723522e-06
a	0.00155078055391	0.122253484406	0.483904800141	0.354987926821	0.036787807533	0.000480319063507	1.76848695803e-05	1.54050950039e-05	1.80491677841e-06
t	0.00072857351397	0.0737593931353	0.497626786714	0.32883560894	0.0961526408443	0.00280773203784	6.89385632268e-05	1.8375060668e-05	1.9713488928e-06
e	0.000365468540657	0.0468091263784	0.415196648905	0.399243006313	0.132766525948	0.00550643244595	9.06532977423e-05	2.0294796556e-05	1.8657771976e-06
s	0.000245149763552	0.0243298187928	0.375101699635	0.377499085438	0.207874487649	0.0146209328153	0.000293956282581	3.26879151853e-05	2.18002136587e-06
m	0.000185267531184	0.0192090805976	0.197960909878	0.509518478479	0.250400114216	0.0216670536051	0.00062265681086	0.000356911681728	7.94914087886e-05
à	0.000381322830395	0.0186096045325	0.176882723293	0.59785469616	0.185948203072	0.0192896318684	0.00048226259262	0.000446035420909	0.000105478979596
n	0.00113205706347	0.0188264818442	0.181122927764	0.532397312053	0.239874217691	0.0247946299561	0.00105519820321	0.00049970023397	0.000297471323199
t	0.00144688935449	0.0361324996147	0.107884039255	0.564366857351	0.240879185897	0.0467165099854	0.0015754107344	0.00052577550899	0.0004728425544
e	0.0036702435515	0.0373202152049	0.065307540085	0.44613397245	0.249310365299	0.194386989995	0.0025399831448	0.00099677776733	0.000333931761467
ì	0.00537147641717	0.017654205935	0.0309154670283	0.206412007483	0.290843021766	0.443364756665	0.00405453631493	0.00117536372411	0.000209183033822
t	0.00304651860856	0.00749633280167	0.0139219925761	0.126654722494	0.232029730589	0.584796528888	0.0314332562383	0.000511398399703	0.000109488703941
s	0.00112831357235	0.00399732865722	0.0056588828587	0.100511937498	0.13250626053	0.699759342963	0.0558932300794	0.000404880276568	0.000139811677314
e	0.000985812024117	0.00322478458574	0.0025930946529	0.048877000166	0.0556077118433	0.793752914321	0.0921435613598	0.00249548231219	0.000319687659105
r	0.000830839915206	0.00157869043758	0.0012442260733	0.018918101722	0.0304606582811	0.652225628107	0.288822783787	0.00561484547073	0.000304271813035
e	0.000373944412235	0.000643523578193	0.000502064163433	0.00835341909733	0.017667628227	0.444351339369	0.503277214596	0.0238051556236	0.00102573329768
k	0.000222622587078	0.000333272138064	0.000246602842811	0.00330127895578	0.0101315418757	0.319184616456	0.631232804865	0.0339241162079	0.00142316969923
a	0.000203024162026	0.000254476868021	0.000195102585937	0.00156019339193	0.00707707695857	0.195189758819	0.628112654955	0.164020746403	0.00338701143308
n	0.000201911931342	0.00024140155834	0.000184606050646	0.000730628913977	0.00356749558619	0.133178509606	0.640347971652	0.215255514134	0.00629198414436
a	0.000115736664447	0.000146448795113	0.000116194333882	0.000377153454659	0.00205829152873	0.0928383868687	0.576962467217	0.318366736711	0.00901857704812
v	0.000100686968149	0.000118618516704	9.24201456273e-05	0.000187693741553	0.000953211669577	0.0421787376229	0.485409132406	0.437749078904	0.0332103936827
r	5.45666896497e-05	6.4778272468e-05	4.78262576091e-05	0.000114374355184	0.000547864556526	0.026310232541	0.436795417469	0.487335459635	0.0487294362276
è	2.80959734832e-05	3.16546743893e-05	2.0318475603e-05	8.10063963947e-05	0.000587832825509	0.016483771047	0.28256198249	0.665469573212	0.0347357397425
t	4.26233578277e-05	5.70420597964e-05	1.67015788677e-05	7.40962901316e-05	0.000589642748503	0.010040199349	0.20240714083	0.708192611071	0.0785799325808
s	8.95501692759e-05	0.000252327926599	2.16605452892e-05	8.44348913772e-05	0.000305745949501	0.006595662683	0.117261348277	0.76975890369	0.10563037286
i	0.000124141159759	0.0003736657922	4.28035804297e-05	7.50000837924e-05	0.000130389873167	0.003547432251	0.043682547709	0.61478589123	0.337238122953
</S>	0.000126226364879	0.0003280764211	5.94469602149e-05	6.33256868962e-05	7.95683315835e-05	0.0018748545105	0.0222473342795	0.382032930615	0.593188211477
