 	il	ladro	è	entrato	da	qui	</S>
o	0.836258775	0.1426435483	0.020776600988	0.0002264112881	8.6975669715e-05	4.769750085e-06	2.931039225e-06
l	0.699733091667	0.276824129433	0.020901155976	0.0021034271727	0.000215323569905	0.000212588534695	1.02858657417e-05
à	0.459794381889	0.486321603144	0.0507042883053	0.0026850230709	0.000204348977802	0.000279026479942	1.13315899139e-05
d	0.208117696963	0.725675257715	0.0612327273684	0.0046397603703	0.000196738977101	0.000130879071691	6.95878163797e-06
r	0.328598183988	0.605919289238	0.0291121557228	0.0356557587901	0.000515542702367	0.00012651487723	7.25614692127e-05
o	0.386850965996	0.447917776413	0.116678887241	0.0471255195967	0.000806278817456	0.00035037680241	0.000270211063071
i	0.172127940665	0.378625962138	0.35675560908	0.0900728731989	0.00160445652249	0.00053327076747	0.000279905510024
m	0.059681350755	0.174347884046	0.342981518027	0.4038456244	0.0169764009075	0.00137664472249	0.000790595909008
b	0.0216041992517	0.0652568358487	0.120132564676	0.7540672648	0.0341313853025	0.00375075204083	0.00105705878967
ì	0.0092643472839	0.0315086397829	0.335655298559	0.5810430916	0.0382264194342	0.00380982238028	0.000492444453223
k	0.0069341721613	0.0212017536943	0.40952390842	0.483902063867	0.0542661108114	0.0102220371601	0.0139500214877
e	0.17343415872	0.0248148056648	0.154678197373	0.441198444289	0.123061143604	0.0540329150534	0.0287804151626
a	0.24682080624	0.0256205913216	0.068961545891	0.16719160643	0.253140041201	0.169933201684	0.0683322697209
p	0.103608352113	0.0096452409072	0.025104901297	0.0830583374767	0.428263813734	0.220305780561	0.130013589907
ò	0.0346694207443	0.00336886997907	0.008927995999	0.0391235447789	0.383553707911	0.421342856854	0.109013573302
t	0.0118111872014	0.00123597823969	0.00331483996633	0.018684548213	0.324086512637	0.567297662285	0.0735692311007
t	0.0079783550138	0.000439293215563	0.00116878332804	0.0122707024043	0.279818535546	0.599982647428	0.0983416470336
u	0.00737115047127	0.000179092407521	0.000396464569947	0.0046191744031	0.100910884602	0.564458212476	0.322065009011
</S>	0.00494339493564	0.00012305790876	0.000206838416973	0.00235943960405	0.050888514431	0.411602226238	0.529876534505
