 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.57053683	0.4255164501	0.0024738649516	0.0014257108483	4.2035094875e-06	4.208753815e-05	8.3144161e-07
p	0.284054446667	0.711106560033	0.00326626128387	0.00152076614943	6.20966169583e-06	4.48773137167e-05	8.5795019e-07
e	0.145886358889	0.845795620011	0.00710475549462	0.00114793734981	1.26053797653e-05	4.80355055722e-05	4.68921255e-06
r	0.0539279601963	0.92801470667	0.0170023214982	0.000987249006603	1.31641935551e-05	4.86793071907e-05	5.87223485333e-06
i	0.0186251705988	0.955927602223	0.0249335424994	0.000481236485534	6.8450110517e-06	2.30973303969e-05	2.43414838778e-06
k	0.00678923745627	0.876435634074	0.114899096833	0.00177063395518	1.74891095839e-05	8.59676161323e-05	1.92331316259e-06
u	0.00253277598542	0.770739531358	0.223812772278	0.00277849721839	2.64492961946e-05	0.000108268105377	1.73719502086e-06
l	0.00102501860514	0.672412883786	0.320036080759	0.00628532153946	9.53504950649e-05	0.000141230135126	4.16341687362e-06
ò	0.00059373866838	0.519752904595	0.462143530253	0.0172327905132	0.000118319898355	0.000154116894375	4.65754619121e-06
s	0.00044755216946	0.454142444865	0.524547873418	0.0206751941711	0.000113843339452	7.1111964125e-05	2.04333069707e-06
o	0.00854036660315	0.329120117288	0.536399324473	0.12140507439	0.00164972307648	0.00286805293804	1.73778086324e-05
n	0.0112103168377	0.138158146429	0.562070924824	0.28075503813	0.00302563019216	0.00475369984601	2.62560842108e-05
a	0.0041193682159	0.0550300430763	0.455018564941	0.47808860271	0.00494925056405	0.00277863121534	1.55790859036e-05
n	0.0017627253253	0.0227333132921	0.352406078314	0.608593300903	0.0113872678547	0.00305769213845	5.96425784679e-05
a	0.000821500428433	0.0110954170307	0.258764409438	0.702009066968	0.0235743346182	0.00365855114615	7.66901428226e-05
t	0.000461655261811	0.00513583041023	0.144577423146	0.771225768989	0.0747649302061	0.00355506748205	0.000279274444274
è	0.000189904699604	0.00322349140341	0.0961653457153	0.783253159663	0.110448153402	0.00636461649402	0.000355245132425
t	0.000102645258201	0.0026970135678	0.0506192265718	0.705908176554	0.220132597801	0.020181758498	0.000358512295142
s	0.000143857177734	0.0104959048226	0.0418561465239	0.436213935518	0.4802596326	0.029246736166	0.00178373246505
i	0.000591003085911	0.0129655646075	0.0268723176413	0.226111198506	0.701756277533	0.0250203903887	0.00668322448835
a	0.00075463266197	0.00548058034917	0.0113119116971	0.124586293835	0.780966192511	0.0539080207962	0.0229924284961
t	0.00036594529839	0.00202048365639	0.00664023424903	0.106880195612	0.681193110837	0.151283003599	0.0516170914987
s	0.00012452199163	0.000761362548797	0.00561111211634	0.0946249785373	0.546728023612	0.2723339912	0.0798160138329
è	7.814815331e-05	0.000308555341266	0.00302832709211	0.0607438118458	0.484851024537	0.291486377067	0.159503751278
n	6.34519710367e-05	0.000176013700089	0.0015133572507	0.0440620652819	0.419986931512	0.380900399022	0.153297802226
ì	9.30438652789e-05	0.000396575314696	0.000847196963567	0.0210699587606	0.260716174837	0.642079553007	0.0747975392087
t	0.00010406106176	0.000438022517232	0.000448089017856	0.0075182641102	0.0949302046123	0.830236437669	0.0663249590696
t	5.14392495867e-05	0.000211709394744	0.000201737229285	0.0026421045134	0.0394161905374	0.898857679223	0.0586191656899
a	6.28362855289e-05	0.000229753568248	0.000128043589762	0.000942816483133	0.0185701074558	0.615154641741	0.364911821897
</S>	7.88306177645e-05	0.000264326149124	9.8815754881e-05	0.000488980779566	0.0094812791429	0.31429494387	0.675292830949
