 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.83925892	0.140152349	0.020100437405	0.0001938329963	0.0002854027935	2.62239718e-06	2.99352516e-06	2.7059234e-06	7.87356075e-07
n	0.515684799	0.435339456333	0.047258023135	0.0012426362121	0.0003767465645	3.53830679933e-05	7.74424188667e-06	5.36770701333e-05	1.50022309167e-06
ì	0.176916632067	0.776125442111	0.0451350132117	0.00147978165003	0.0002205735105	4.46668723544e-05	7.40366636389e-06	6.90924723724e-05	1.30577966056e-06
c	0.0603316765557	0.891838280704	0.0467717645706	0.00092057729601	9.63013891667e-05	1.52858114748e-05	2.51170486763e-06	2.31005237488e-05	4.5458607552e-07
h	0.0211901589186	0.914839850235	0.0630099748569	0.000890594965337	5.48745677222e-05	5.57037777493e-06	8.9645058721e-07	7.7831517216e-06	2.8331534384e-07
e	0.00974386557287	0.722828056745	0.264740221619	0.00247315998845	0.000205108973907	4.83277420831e-06	1.0859486824e-06	3.34705368253e-06	3.1071054128e-07
t	0.00541562978429	0.390109908915	0.55453904054	0.0490729721962	0.000842950134636	1.41487020694e-05	1.8901132608e-06	3.24122982751e-06	2.08257349427e-07
o	0.00215748385476	0.207772726305	0.685208946847	0.0999076540654	0.00492661111155	2.14405353565e-05	1.65779860693e-06	3.1205479425e-06	3.65153868809e-07
r	0.00108076688492	0.123949738768	0.678496515616	0.179694141355	0.0164422580372	0.000305380146452	1.78117645556e-05	1.28284269808e-05	6.26691739603e-07
ì	0.000576873214973	0.0914682495893	0.507572358539	0.252954927118	0.146720111679	0.000664815132151	2.61961261852e-05	1.59719857936e-05	5.56286586534e-07
s	0.000955888658324	0.0652688698631	0.40664810618	0.337983022373	0.18846485556	0.000659238390717	1.28158309617e-05	6.62130166453e-06	5.94687635511e-07
o	0.00564520848611	0.0330379342877	0.28602861006	0.360412294124	0.31257586352	0.00207353287691	6.94902792206e-05	0.000150926911822	6.13591684517e-06
n	0.00684855071537	0.0150914173292	0.135448151353	0.315302928041	0.519660421173	0.00715727495897	0.000239046063074	0.000243597187274	8.59397028172e-06
t	0.00253154493846	0.00974166400973	0.199170277118	0.37147766268	0.393388760391	0.0230308873197	0.000519562937691	0.000134578763758	5.03256886057e-06
a	0.00113724690282	0.00783960270324	0.188941446373	0.345267554227	0.428633223464	0.0276106871066	0.000507431812564	5.90937039193e-05	3.70032578686e-06
e	0.00134440647761	0.00341914266775	0.0711126284577	0.246125371409	0.594057457821	0.0827929537022	0.000983255837521	0.000160516595973	4.25736432895e-06
m	0.00126095114587	0.00189614492258	0.0311053624859	0.163697117136	0.597712519274	0.194396384567	0.00934251494584	0.000549357088658	3.9642461443e-05
a	0.000541626328623	0.000966696334193	0.0140770486153	0.082891822712	0.698240323091	0.189860438189	0.0127529574486	0.000617592022886	5.15021941477e-05
n	0.000754943036208	0.000600291271398	0.00537046525843	0.038450411904	0.63993615103	0.27372542273	0.0392572816162	0.0018119098343	9.31083937159e-05
t	0.000846232142069	0.000593373740466	0.00324738275281	0.0294806906347	0.391725300343	0.498188474243	0.0729783525387	0.00265323551143	0.000286916564572
e	0.00047224352069	0.000462711646822	0.0020496806176	0.0236279551116	0.318212190114	0.584004591414	0.0689718181796	0.00187497590381	0.000323821254857
ì	0.00240176575023	0.000885836765607	0.00110134007253	0.0127907169372	0.323121720038	0.578838230471	0.0792286647265	0.0013840536346	0.000247650528286
t	0.00293023374674	0.000964733155202	0.000901506390843	0.0104848489791	0.279622343346	0.539656100157	0.160955154909	0.00425073271153	0.000234292749429
s	0.00296584031225	0.00284517025173	0.000953173330281	0.011634664993	0.194354007782	0.590412223386	0.185638618303	0.00995258857051	0.00124367974648
e	0.00402196633742	0.00521851475058	0.00081486037676	0.00854289496433	0.098134213594	0.542828524462	0.306851739434	0.0260916395235	0.00749564891549
r	0.00241573556104	0.00353278811303	0.000331210742587	0.00321914494478	0.041541773198	0.328017771487	0.539213313145	0.0726543448412	0.0090739692385
e	0.00088870765558	0.00137591973384	0.000128202567862	0.00124691375493	0.0181266495993	0.184076677162	0.528248077715	0.225329674947	0.0405792226795
k	0.00038515005986	0.000665200076947	6.0318360954e-05	0.000508962551643	0.0081397347331	0.105171059054	0.538330515905	0.293047594982	0.0536914805598
a	0.000203913201287	0.000369073091316	3.63571669847e-05	0.000260470147214	0.0044878627777	0.0619561224513	0.453872995302	0.438665301661	0.0401478985199
v	0.000160629567096	0.000279326677105	3.40504649949e-05	0.000150025830405	0.00204511178257	0.0281864492504	0.287052698434	0.601840253887	0.0802514381733
r	8.3536830032e-05	0.000115484708702	2.6997647065e-05	9.09347548017e-05	0.00109866726086	0.0233508967501	0.225390296145	0.654103851296	0.0957393127244
è	3.53987256773e-05	4.26548754673e-05	1.15834059883e-05	7.40962966006e-05	0.000477383751953	0.0170253372834	0.113968072048	0.810539217099	0.0578262135748
c	2.98176198924e-05	1.96778023891e-05	7.8055348961e-06	4.27877028669e-05	0.000178522648651	0.00654227166113	0.0574488896827	0.894775529033	0.0409547205249
h	0.000151398076631	7.43657251297e-05	2.4363278632e-05	8.97633299556e-05	8.1995163217e-05	0.00417660375371	0.0300008492276	0.908458433011	0.0569422835083
i	0.00022065579221	0.000218995008377	2.7915274544e-05	0.000105461944985	4.8638093739e-05	0.00291709665624	0.0129991322759	0.647611991004	0.335850131169
</S>	0.000176526386105	0.000304105129189	1.6281864772e-05	6.11856349925e-05	3.08867998695e-05	0.00147447493562	0.00670370443795	0.387553065502	0.603679780585
