 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.938407095	0.06131963075	0.000245592464	2.2243192835e-05	4.5116127e-06	6.85729315e-07	7.39684375e-08	5.834213e-09	1.685207325e-07	1.5737087e-08	1.35998145e-09	1.6346317e-09	8.79581065e-09
u	0.668438471667	0.323494071583	0.00765620572133	7.56029142783e-05	5.55411452333e-05	0.000278653294215	5.14178645833e-07	1.05943987333e-07	5.25860144167e-07	5.00159176667e-08	3.845457935e-08	2.38654655667e-08	2.02335044983e-07
l	0.312517180556	0.673124203861	0.0135230479071	0.000311668444759	0.000143757131744	0.000371636869538	3.00027111528e-06	5.42780549111e-07	4.27440431472e-06	2.70058359222e-07	5.25289836167e-08	3.34821225222e-08	2.68917336661e-07
è	0.139005779519	0.75971324462	0.100065172969	0.00080797706492	0.000155589720581	0.000242446581313	3.40824928043e-06	6.5905502637e-07	5.21704834824e-06	3.10890302407e-07	2.78210190389e-08	1.46580041741e-08	1.14516260554e-07
o	0.0631847335063	0.61835769154	0.306628434323	0.00945019442164	0.000880024250194	0.00147807646044	2.20011926881e-06	1.11487745212e-06	1.64330473594e-05	3.36549630136e-07	1.65099350346e-07	3.19116113914e-08	5.79669590185e-07
è	0.0310024491021	0.352726961847	0.598665544774	0.0139679303072	0.00130643115006	0.00230606648681	1.81428391294e-06	1.26106356071e-06	2.02326862131e-05	3.51461406712e-07	2.15966604115e-07	3.83325282638e-08	7.26740347728e-07
n	0.0115427849007	0.151996693282	0.824153624925	0.00987024493573	0.00108845478335	0.0013036214932	3.21518861943e-05	1.62729903024e-06	8.70357936437e-06	1.62244666557e-06	9.4838148705e-08	2.99862638879e-08	3.48055550243e-07
a	0.0237444999002	0.0965987024273	0.774738984975	0.0642055049786	0.0363936784611	0.003922703762	5.93098097314e-05	1.51368867767e-05	0.000303168548655	1.11840575552e-05	2.88074601623e-06	4.66405033296e-07	3.74282570008e-06
p	0.0273485336001	0.0633814941424	0.527310584992	0.27036353166	0.10519443482	0.004856539184	0.000943612134244	9.57355955922e-05	0.000479530702885	1.62758865184e-05	4.05048422541e-06	8.20643631099e-07	4.84386207003e-06
r	0.00955449203337	0.0279891632141	0.304115264997	0.529383030553	0.123760251607	0.00267624782467	0.00214134027808	0.000124377933197	0.000243151942962	8.8587684328e-06	1.6153023968e-06	5.20509057033e-07	1.68101397034e-06
à	0.00343158541112	0.013861402238	0.437613914999	0.446825092184	0.0900603092023	0.00642257260822	0.00163784508236	5.75425546657e-05	8.51872564873e-05	3.06747927093e-06	5.71604637933e-07	2.02186625011e-07	7.06934267113e-07
m	0.00213217877037	0.0116189610793	0.544536428333	0.258411086061	0.171950588401	0.00820829680274	0.00299885291712	9.16074504886e-05	3.94367189958e-05	7.93565595698e-06	7.90696083311e-07	1.163422621e-06	2.68982292237e-06
a	0.00861672902346	0.0120310980264	0.307727773444	0.210024778687	0.429296696134	0.0272438423676	0.00405823983904	0.00024137672683	0.000712350486332	3.78033619857e-05	2.70977402777e-06	1.84643184033e-06	4.76804197412e-06
p	0.0101425995745	0.00802798577547	0.117985997148	0.152116589562	0.617154565378	0.0334959944559	0.0554188690797	0.00415382189561	0.00140838856211	6.78252506619e-05	1.36080598759e-05	9.93988491344e-06	3.86459275804e-06
e	0.00365714464817	0.00310716208182	0.043419934916	0.115042606521	0.712809321793	0.0396086098186	0.0754667186932	0.00581478939854	0.000993991920703	5.00387867206e-05	1.54326836253e-05	1.22731396155e-05	2.03037408935e-06
r	0.00127522453839	0.00113798344061	0.0173818851053	0.0769154208403	0.773709440598	0.0433824182729	0.0757805285644	0.00939243823285	0.000983207973568	2.80819047402e-05	7.6105140751e-06	4.96374118283e-06	8.2418207645e-07
ò	0.000481849761797	0.000487760560203	0.0066460800351	0.0543603822801	0.815213436866	0.0324451374243	0.0764062625215	0.0114140899109	0.00251513675786	2.18827832467e-05	5.08213145837e-06	2.53296333694e-06	4.05058678483e-07
m	0.000865235570599	0.000600636643401	0.00378784627837	0.0439829340934	0.724138408955	0.0565694934748	0.15370056384	0.013539379137	0.00272410858595	6.15252434156e-05	1.44500447195e-05	8.03739072165e-06	7.42740290249e-06
i	0.00919630402353	0.0030921489478	0.00422323679279	0.0352701880311	0.464081476318	0.139953294492	0.271162847947	0.054977610379	0.0174283960953	0.000527286394472	5.96974949065e-05	1.48870062406e-05	1.26505363008e-05
m	0.0114257431745	0.0036440628826	0.00340618982426	0.0171705579104	0.247758642106	0.144405939831	0.424632679316	0.121316760126	0.0249702870318	0.000787604931491	0.000344634731635	0.000120718452414	1.61760167669e-05
i	0.00403369094817	0.00135673214087	0.00135562580142	0.00842061887013	0.155096344035	0.0811442716103	0.503683399772	0.202660346709	0.0399227606773	0.0016923138105	0.000465354330545	0.000152353810305	1.6156619589e-05
l	0.00152073344606	0.000557487786957	0.00062225076214	0.00410329814338	0.107890919345	0.0559558795368	0.475080303257	0.29637311557	0.0547529988924	0.00247876187017	0.000500602340182	0.000147931662935	1.56760475297e-05
ì	0.000874340365353	0.000420429775652	0.00046148358238	0.00249141233446	0.0590169177817	0.0286252991789	0.363400147752	0.26538218519	0.274467044964	0.00417919479006	0.000519037893394	0.000146942974145	1.55418661766e-05
s	0.000961709098451	0.000460075078551	0.000442789050793	0.00229561554482	0.0452303415939	0.0221286330596	0.275075215917	0.24195240173	0.383826288321	0.0263988135967	0.0010731938678	9.6497141215e-05	5.84154090589e-05
i	0.0370934811995	0.00927132412618	0.00436085890693	0.00808328618161	0.0288157858646	0.0311632556865	0.241438202639	0.27882842391	0.29718314944	0.0561343445322	0.00714728795593	0.000352370460405	0.000128182756353
t	0.0487661843693	0.0120751904771	0.00560170582811	0.00949735707054	0.0169474767215	0.0283104190155	0.15246355488	0.27626205797	0.353622009813	0.0797736148441	0.0161068389853	0.000471309193468	0.000102238715351
s	0.0162611527466	0.00402780368127	0.0018683384199	0.00323548879518	0.0064390397505	0.00969955718983	0.115967664293	0.204983427657	0.394421803271	0.228353894948	0.0143946997951	0.000300362911156	4.6770975017e-05
ì	0.00591038316953	0.00147482701432	0.0007395611047	0.00139383026006	0.0028020195935	0.0121326781279	0.060213317431	0.157510890886	0.390010944424	0.336915604983	0.030416216065	0.000302554250385	0.000177195041672
t	0.00249596785651	0.000641080419107	0.000368208477233	0.000814540036687	0.0018634701645	0.0134320746093	0.058706157477	0.169448212295	0.382510411475	0.318675088328	0.0499807670217	0.000780585373462	0.000283466550557
t	0.00158375791884	0.000343045487369	0.000143329587411	0.000905316162229	0.00110613414817	0.00500527865143	0.0511942364923	0.101191497765	0.446972523825	0.355389076109	0.0348685980072	0.000951238111154	0.000345991506852
a	0.00479912407295	0.00066505339579	0.000288787961804	0.00187174902074	0.000588818666057	0.00343980876548	0.0218179581641	0.040043997255	0.343763332942	0.414305368703	0.157658183336	0.00385776955705	0.00690008080228
p	0.00515875205125	0.00066191329993	0.000322108700635	0.00162931004158	0.000331300412019	0.00297938568183	0.0125710577214	0.0239859664183	0.133131548314	0.448880359568	0.321205931112	0.0392653951857	0.00987701066743
r	0.00172101638705	0.000221626304853	0.000107765614885	0.00054812763686	0.000139506545673	0.00109040123761	0.0101837534071	0.0179747271394	0.0712438491047	0.563756746523	0.251338586037	0.0769619650619	0.00471200288914
à	0.000741277238717	0.000119067728494	7.15540696017e-05	0.000225478143953	8.92995982243e-05	0.0020327149962	0.00492186490237	0.00994416971313	0.0482883623682	0.460408225508	0.378218474346	0.0785065316873	0.0164330538964
m	0.000487516339572	0.000102943248498	6.49704225339e-05	0.000138132391318	7.65327927414e-05	0.0024917210254	0.00262514443412	0.00610844083771	0.0239694004561	0.186124145169	0.609560938115	0.140825297229	0.0274248332988
a	0.00243501220652	0.000429818365166	0.000175257196845	0.000800793197106	0.000122735916247	0.00126044808847	0.00176327429804	0.00325437437924	0.0130826076187	0.0969535633897	0.605062329372	0.188747229076	0.0859125654329
t	0.00301162291707	0.000520990929722	0.000206598147948	0.000999540805735	0.000128252696416	0.000699375884957	0.000688511536013	0.00155415779308	0.0068184579729	0.0705327227966	0.488753426457	0.317359106359	0.108727248478
a	0.00107386343059	0.000186907126907	7.6130696316e-05	0.000351790929612	4.7338028472e-05	0.000266537730452	0.000278962709004	0.000673550401027	0.00307417359097	0.0532105152655	0.421691642152	0.42580441212	0.093264172826
m	0.00042962108853	7.73456674357e-05	3.35071490387e-05	0.000136407848471	2.1122057624e-05	0.000124004036651	0.000113873280001	0.000271872423676	0.00133454190366	0.0234310251885	0.369733150717	0.51319686404	0.0910966626087
i	0.00015515480251	3.05118588119e-05	1.35107896129e-05	4.89085145903e-05	9.41868454133e-06	5.4475982717e-05	5.32409714337e-05	0.000115957927892	0.000580847814553	0.00991234036283	0.236281903572	0.657342588013	0.0954011592029
M	6.20111106367e-05	1.3341112004e-05	6.07936577097e-06	1.88450432301e-05	4.63815224711e-06	2.90547332723e-05	2.24582144446e-05	5.3697632964e-05	0.000232514101518	0.00472189109761	0.147484703857	0.746709762671	0.100641019734
a	2.56649023456e-05	6.37802373467e-06	3.02106955699e-06	7.58351261003e-06	2.51968348237e-06	2.12122977908e-05	1.11779411815e-05	2.6387338988e-05	0.000103206935173	0.00198696645587	0.0937672539523	0.82407182089	0.079966826578
r	1.52488421152e-05	4.99233101156e-06	2.32427335233e-06	5.33530653668e-06	2.11818206079e-06	1.81409961769e-05	8.60460889383e-06	2.0240095996e-05	0.000132598323058	0.00120838666529	0.0671215599841	0.80196602363	0.129494425526
ì	8.68894937173e-06	4.01843410385e-06	1.84946691744e-06	4.29708951223e-06	1.6383284536e-06	8.83923763897e-06	6.52644683128e-06	1.28665486653e-05	0.000143117623686	0.000704447771763	0.0360091396614	0.84016824121	0.122926301842
a	0.000163287257457	2.15882575679e-05	8.86786100581e-06	5.78482255041e-05	3.22912121787e-06	8.12896421299e-06	3.76581247709e-06	9.0295620551e-06	7.56207638953e-05	0.000376427550588	0.0152483448205	0.61217203407	0.371851813947
</S>	0.000320564758729	4.01711257839e-05	1.60798210029e-05	0.000112510967752	5.17146110894e-06	7.8006091065e-06	3.90218773855e-06	8.81364277755e-06	6.64906919476e-05	0.000328252690294	0.00781180331025	0.317584922535	0.673693506974
