 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.970416965	0.0203414225	0.0065800236765	0.0025269950953	2.286318191e-05	0.0001100442169	6.19867113e-07	1.928072106e-07	2.3559952065e-07	1.413433741e-07	2.439105835e-07	3.80661083e-07
j	0.953194005	0.0349040255	0.00683958590217	0.00479095303177	0.000154792318303	0.000111345017633	1.683474271e-06	2.789942702e-07	2.56624477355e-06	1.598112127e-07	2.85424901167e-07	3.87332765667e-07
i	0.722873531667	0.263655473833	0.00933878831072	0.00390291788726	0.000184443362868	3.94488998777e-05	1.636970865e-06	1.84411200733e-07	3.19125475585e-06	7.88427679e-08	1.67568968722e-07	1.71392476556e-07
n	0.466908623889	0.483366671278	0.0158212274369	0.0309461901724	0.00272080403772	9.10476252926e-05	5.88557664963e-05	7.88375433758e-06	7.17650040833e-05	2.36153263163e-06	3.42356291791e-06	1.15935400885e-06
è	0.303901561296	0.442227490426	0.208413670479	0.0415380367241	0.00359153664257	0.000134922058431	7.81388523788e-05	1.05384545692e-05	9.47015448611e-05	3.18097091388e-06	4.65992547264e-06	1.53940279628e-06
k	0.138961432099	0.544647630142	0.298597583493	0.0162584000747	0.00132226088752	0.00014408068281	2.73469982063e-05	3.6894144264e-06	3.2926385587e-05	1.19362881129e-06	2.14865869088e-06	1.30330892543e-06
a	0.0833808756997	0.471351244047	0.411899401164	0.0310462378582	0.00150136973917	0.000772615870937	1.60368122688e-05	2.81584442213e-06	1.7673904329e-05	2.74035984043e-06	6.29476993029e-06	2.65825910848e-06
è	0.0422675717332	0.170910413316	0.747610833721	0.0367196521861	0.00149179950139	0.000960122510312	1.14971344229e-05	2.56650197404e-06	1.18874116763e-05	3.43526962681e-06	7.67415277676e-06	2.48477363616e-06
n	0.0191374547444	0.063879376072	0.89822153124	0.016950351462	0.0010833628888	0.000593182770104	3.25928614743e-05	6.24147732468e-06	8.07567287921e-05	4.61935212227e-06	6.24798472559e-06	4.25050397872e-06
e	0.0254885979148	0.0290410888573	0.722221463747	0.207445734987	0.0112019448296	0.00432622350337	7.96844091581e-05	1.52789351082e-05	0.000142924109597	1.19167690408e-05	1.76472485752e-05	7.46074099291e-06
k	0.0253256824049	0.0121291362191	0.449518281249	0.481159511662	0.0253079196099	0.00620770650112	0.000125007523053	2.20596793694e-05	0.000144418253199	2.10566890136e-05	3.16046888584e-05	7.57431599764e-06
a	0.0113520816683	0.00479366907303	0.27586006375	0.661138387221	0.0422597165366	0.00431934373371	0.000104112822351	1.71667044898e-05	0.000107960331066	1.74610159045e-05	2.49283974528e-05	5.10495612255e-06
p	0.0048130026561	0.00183355980101	0.120591469583	0.77071374574	0.0985050455122	0.0031640179779	0.000214678038784	5.53033161966e-05	5.7110237022e-05	1.53672232015e-05	3.14455169843e-05	5.23883649752e-06
à	0.00173558219203	0.000660427837003	0.055371323861	0.819027235247	0.117200363837	0.0055994801593	0.000248667169928	6.73273786322e-05	3.7606359974e-05	1.41705473405e-05	3.26851942668e-05	5.09406204917e-06
c	0.00086113232401	0.000282104347334	0.0326479196203	0.844104945082	0.106528283279	0.0154094363864	0.000108676526976	2.51182911107e-05	1.44007557247e-05	4.98213967017e-06	1.11320193943e-05	1.87583312306e-06
e	0.00335493139467	0.000658049957445	0.0200504720401	0.642728228361	0.308208071093	0.0246950451288	0.000204553275659	2.52001060369e-05	5.77551933416e-05	4.88065450672e-06	1.10797451648e-05	1.75440809769e-06
n	0.00419071249822	0.000784934495815	0.01002189358	0.519058689454	0.442330867031	0.0231180053763	0.000330517931886	3.82544693456e-05	8.65459797805e-05	9.77670583557e-06	2.72866377216e-05	2.52874493256e-06
a	0.00195544961607	0.000383405908605	0.00454993956	0.407775176485	0.54854380901	0.0362991754588	0.000361159883962	3.70151567819e-05	5.73813299268e-05	8.94770561186e-06	2.65718650739e-05	1.92099622419e-06
p	0.00098374088869	0.000218972612535	0.00186152023333	0.224846618828	0.730500246337	0.0399205081529	0.00132098616799	0.000227244189261	5.28549913089e-05	1.42650418706e-05	4.76200091913e-05	5.35750258806e-06
u	0.000370744634897	7.84403805117e-05	0.000753622877777	0.179611374609	0.765766298779	0.050419864051	0.002549949656	0.00032878949642	4.50872917696e-05	1.56525160035e-05	5.37441766971e-05	6.41825940369e-06
l	0.000251553916966	4.80688401706e-05	0.000387243229259	0.120007503203	0.80274493626	0.0686255296837	0.00683434201867	0.000665768898807	0.000154517205257	5.35398427145e-05	0.000221553144199	5.46588267556e-06
